"BHI_ID","NUTS_ID","PopTot","PopUrb","PopRur","PopTot_density_in_buffer_per_km2","PopUrb_density_in_buffer_per_km2","PopRur_density_in_buffer_per_km2","CNTR_CODE","rgn_nam","Subbasin","HELCOM_ID","NUTS3_area_in_BHI_buffer_km2"
24,"LV00",101540,79274,22265,0.871446548927784,0.680353099465247,0.191084867164439,"LV","Latvia","Eastern Gotland Basin","SEA-009",116518.9077
25,"EE00",7023,2628,4396,0.736775917953213,0.275700856098682,0.461179970856091,"EE","Estonia","Eastern Gotland Basin","SEA-009",9532.07051
26,"SE12",71444,59291,12152,1.4268186901626,1.18410932980279,0.242689389211913,"SE","Sweden","Western Gotland Basin","SEA-010",50072.23447
26,"SE21",231692,202659,29037,0.244557784991427,0.213912591494647,0.0306494156155417,"SE","Sweden","Western Gotland Basin","SEA-010",947391.63592
26,"SE22",2625,765,1860,7.9904268294242,2.32863867600362,5.66178815342058,"SE","Sweden","Western Gotland Basin","SEA-010",328.51812
27,"EE00",6816,4803,2013,45142.0623882376,31810.0536459368,13332.0087423008,"EE","Latvia","Gulf of Riga","SEA-011",0.15099
27,"LV00",432407,293486,138919,0.686903947418513,0.466219769596861,0.220681000704041,"LV","Latvia","Gulf of Riga","SEA-011",629501.405
28,"EE00",150898,111654,39256,0.191324115708731,0.141566507278709,0.0497728232730849,"EE","Estonia","Gulf of Riga","SEA-011",788703.5016
28,"LV00",8792,6268,2524,166.571558702076,118.752335071043,47.8192236310326,"LV","Estonia","Gulf of Riga","SEA-011",52.78212
29,"SE11",1911702,1680934,230771,12.2486348730994,10.770060821079,1.47859327358554,"SE","Sweden","Northern Baltic Proper","SEA-012",156074.69892
29,"SE12",223999,201269,22733,1.67279601603246,1.50305126965227,0.169767149998286,"SE","Sweden","Northern Baltic Proper","SEA-012",133906.94254
31,"EE00",7254,2079,5176,0.470196525190897,0.134758557467863,0.335502786653996,"EE","Estonia","Northern Baltic Proper","SEA-012",15427.59168
32,"FI18",1420268,1051763,368507,1.22031148538407,0.903687521511438,0.316625682296882,"FI","Finland","Gulf of Finland","SEA-013",1163856.94719
33,"EE00",62286,55839,6447,425.694372682075,381.63227813946,44.0620945426154,"EE","Russia","Gulf of Finland","SEA-013",146.31624
33,"FI18",844,0,844,235.729168412291,0,235.729168412291,"FI","Russia","Gulf of Finland","SEA-013",3.58038
34,"EE00",742335,542793,199543,1.15695624240436,0.845962738768065,0.310995062172865,"EE","Estonia","Gulf of Finland","SEA-013",641627.55063
35,"SE11",92073,3937,88135,1.35763641504688,0.0580519214757807,1.29956974835355,"SE","Sweden","Aland Sea","SEA-014",67818.59928
35,"SE12",12352,8524,3827,1.99798477225683,1.37879065727957,0.619032361028731,"SE","Sweden","Aland Sea","SEA-014",6182.2293
36,"FI18",410642,311621,99021,1.11491166720888,0.846065158087336,0.268846509121549,"FI","Finland","Aland Sea","SEA-014",368317.96821
36,"FI20",25771,16604,9168,1.60484736015344,1.03398725575211,0.570922377784593,"FI","Finland","Aland Sea","SEA-014",16058.225
37,"SE12",65914,54700,11212,1.02378965040713,0.849611522245203,0.174147063755269,"SE","Sweden","Bothian Sea","SEA-015",64382.36602
37,"SE31",189601,171671,17931,0.973010295199667,0.880995619154023,0.0920198079294161,"SE","Sweden","Bothian Sea","SEA-015",194860.21981
37,"SE32",217879,198217,19660,0.460772062722425,0.41919072492829,0.0415771081798745,"SE","Sweden","Bothian Sea","SEA-015",472856.3592
37,"SE33",4868,3060,1808,0.429639302378178,0.270069076679792,0.159570225698387,"SE","Sweden","Bothian Sea","SEA-015",11330.43456
38,"FI18",6305,1009,5296,1.67277066563564,0.267696368219883,1.40507429741576,"FI","Finland","Bothnian Sea","SEA-015",3769.1957
38,"FI19",227315,175646,51669,1.03938416655986,0.803130771482623,0.236253395077233,"FI","Finland","Bothnian Sea","SEA-015",218701.61901
38,"FI20",348,0,348,23.7603968805603,0,23.7603968805603,"FI","Finland","Bothnian Sea","SEA-015",14.64622
39,"SE33",129033,126012,3018,2.61346667467844,2.55227858462238,0.0611273273052593,"SE","Sweden","The Quark","SEA-016",49372.3533
40,"FI19",121137,83572,37564,0.959657111678685,0.662064143384854,0.29758504621295,"FI","Finland","The Quark","SEA-016",126229.46105
41,"FI1A",14112,14045,67,2839.24238583276,2825.76242269141,13.4799631413545,"FI","Sweden","Bothnian Bay","SEA-017",4.97034
41,"SE33",255721,246301,9409,0.227921154555424,0.21952521806248,0.00838613232081833,"SE","Sweden","Bothnian Bay","SEA-017",1121971.326
42,"FI19",26858,9986,16873,0.803572266899224,0.298774021046081,0.504828165142252,"FI","Finland","Bothnian Bay","SEA-017",33423.25402
42,"FI1A",353414,285581,67834,0.421998640275183,0.341001753434859,0.0809980809034922,"FI","Finland","Bothnian Bay","SEA-017",837476.63208
42,"SE33",20940,20791,148,1254.06643318114,1245.1430378352,8.86350678657155,"SE","Finland","Bothnian Bay","SEA-017",16.69768
