"TERRTYPO","TERRTYPO_LABEL","GEO","GEO_LABEL","INDIC_TO","INDIC_TO_LABEL","UNIT","UNIT_LABEL","NACE_R2","NACE_R2_LABEL","TIME","TIME_LABEL","Value","Flag.and.Footnotes","BHI_relevant","BHI_ID_1","BHI_ID_2","BHI_ID_3","BHI_ID_4","BHI_ID_5","BHI_ID_6","BHI_ID_7","BHI_ID_8","BHI_ID_9","BHI_ID_10","BHI_ID_11","BHI_ID_12","BHI_ID_13","BHI_ID_14","BHI_ID_15","BHI_ID_16","BHI_ID_17","BHI_ID_18","BHI_ID_19","BHI_ID_20","BHI_ID_21","BHI_ID_22","BHI_ID_23","BHI_ID_24","BHI_ID_25","BHI_ID_26","BHI_ID_27","BHI_ID_28","BHI_ID_29","BHI_ID_30","BHI_ID_31","BHI_ID_32","BHI_ID_33","BHI_ID_34","BHI_ID_35","BHI_ID_36","BHI_ID_37","BHI_ID_38","BHI_ID_39","BHI_ID_40","BHI_ID_41","BHI_ID_42"
"NCST_A","Non-coastal area","ES5","Este (ES)","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"10849971","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES5","Este (ES)","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"11836853","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES51","Cataluña","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"8543968","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES51","Cataluña","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"8572974","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES51","Cataluña","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"9384841","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES52","Comunidad Valenciana","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"2032260","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES52","Comunidad Valenciana","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"2276997","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES52","Comunidad Valenciana","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"2452013","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES53","Illes Balears","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES53","Illes Balears","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES53","Illes Balears","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES6","Sur (ES)","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"15419328","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES6","Sur (ES)","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"15747263","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES6","Sur (ES)","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"17082702","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES61","Andalucía","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"14137625","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES61","Andalucía","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"14404903","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES61","Andalucía","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"15725305","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES62","Región de Murcia","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"1281703","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES62","Región de Murcia","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"1342360","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES62","Región de Murcia","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"1357399","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES63","Ciudad Autónoma de Ceuta (ES)","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES63","Ciudad Autónoma de Ceuta (ES)","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES63","Ciudad Autónoma de Ceuta (ES)","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES64","Ciudad Autónoma de Melilla (ES)","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES64","Ciudad Autónoma de Melilla (ES)","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES64","Ciudad Autónoma de Melilla (ES)","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES7","Canarias (ES)","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES7","Canarias (ES)","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES7","Canarias (ES)","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES70","Canarias (ES)","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES70","Canarias (ES)","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","ES70","Canarias (ES)","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR","France","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"268760343","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR","France","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"269049439","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR","France","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"265208790","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR1","Île de France","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"78104744","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR1","Île de France","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"77692454","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR1","Île de France","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"77743549","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR10","Île de France","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"78104744","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR10","Île de France","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"77692454","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR10","Île de France","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"77743549","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR2","Bassin Parisien","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"28602318","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR2","Bassin Parisien","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"28757590","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR2","Bassin Parisien","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"28854293","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR21","Champagne-Ardenne","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"3726418","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR21","Champagne-Ardenne","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"3936175","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR21","Champagne-Ardenne","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"3944937","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR22","Picardie","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"3827714","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR22","Picardie","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"3851554","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR22","Picardie","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"3827835","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR23","Haute-Normandie","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"3149104","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR23","Haute-Normandie","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"3180794","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR23","Haute-Normandie","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"3254968","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR24","Centre (FR)","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"9114939","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR24","Centre (FR)","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"9190287","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR24","Centre (FR)","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2014,2014,"9050865","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR25","Basse-Normandie","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2012,2012,"2225324","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NCST_A","Non-coastal area","FR25","Basse-Normandie","B006","Nights spent, total","NR","Number","I551-I553","Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",2013,2013,"2245547","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
