"rgn_id","species_name","IUCN"
32,"Zoarces viviparus","NT"
33,"Zoarces viviparus","NT"
34,"Zoarces viviparus","NT"
27,"Zoarces viviparus","NT"
28,"Zoarces viviparus","NT"
9,"Zoarces viviparus","NT"
10,"Zoarces viviparus","NT"
7,"Zoarces viviparus","NT"
8,"Zoarces viviparus","NT"
3,"Zoarces viviparus","NT"
3,"Zoarces viviparus","NT"
4,"Zoarces viviparus","NT"
41,"Zoarces viviparus","NT"
42,"Zoarces viviparus","NT"
39,"Zoarces viviparus","NT"
40,"Zoarces viviparus","NT"
37,"Zoarces viviparus","NT"
38,"Zoarces viviparus","NT"
35,"Zoarces viviparus","NT"
36,"Zoarces viviparus","NT"
29,"Zoarces viviparus","NT"
30,"Zoarces viviparus","NT"
31,"Zoarces viviparus","NT"
14,"Zoarces viviparus","NT"
15,"Zoarces viviparus","NT"
16,"Zoarces viviparus","NT"
17,"Zoarces viviparus","NT"
11,"Zoarces viviparus","NT"
12,"Zoarces viviparus","NT"
13,"Zoarces viviparus","NT"
36,"Zoarces viviparus","NT"
26,"Zoarces viviparus","NT"
20,"Zoarces viviparus","NT"
21,"Zoarces viviparus","NT"
22,"Zoarces viviparus","NT"
23,"Zoarces viviparus","NT"
24,"Zoarces viviparus","NT"
25,"Zoarces viviparus","NT"
