"basin_name_holas","basin_name_baltsem","basin_abb_baltsem","year","sal_surface"
"Arkona Basin","Arkona Basin","AR",2001,7.63550639753425
"Bay of Mecklenburg","Arkona Basin","AR",2001,7.63550639753425
"Arkona Basin","Arkona Basin","AR",2002,7.75317344027397
"Bay of Mecklenburg","Arkona Basin","AR",2002,7.75317344027397
"Arkona Basin","Arkona Basin","AR",2003,7.66242106424658
"Bay of Mecklenburg","Arkona Basin","AR",2003,7.66242106424658
"Arkona Basin","Arkona Basin","AR",2004,7.66981834112022
"Bay of Mecklenburg","Arkona Basin","AR",2004,7.66981834112022
"Arkona Basin","Arkona Basin","AR",2005,7.68881400342466
"Bay of Mecklenburg","Arkona Basin","AR",2005,7.68881400342466
"Arkona Basin","Arkona Basin","AR",2006,7.49309934616438
"Bay of Mecklenburg","Arkona Basin","AR",2006,7.49309934616438
"Arkona Basin","Arkona Basin","AR",2007,7.30786920520548
"Bay of Mecklenburg","Arkona Basin","AR",2007,7.30786920520548
"Arkona Basin","Arkona Basin","AR",2008,7.23133567978142
"Bay of Mecklenburg","Arkona Basin","AR",2008,7.23133567978142
"Arkona Basin","Arkona Basin","AR",2009,7.07236328616438
"Bay of Mecklenburg","Arkona Basin","AR",2009,7.07236328616438
"Arkona Basin","Arkona Basin","AR",2010,6.90001746136986
"Bay of Mecklenburg","Arkona Basin","AR",2010,6.90001746136986
"Arkona Basin","Arkona Basin","AR",2011,6.82130564493151
"Bay of Mecklenburg","Arkona Basin","AR",2011,6.82130564493151
"Arkona Basin","Arkona Basin","AR",2012,6.92893150983607
"Bay of Mecklenburg","Arkona Basin","AR",2012,6.92893150983607
"Arkona Basin","Arkona Basin","AR",2013,6.79769816589041
"Bay of Mecklenburg","Arkona Basin","AR",2013,6.79769816589041
"Arkona Basin","Arkona Basin","AR",2014,6.77222005739726
"Bay of Mecklenburg","Arkona Basin","AR",2014,6.77222005739726
"Bothnian Bay","Bothnian Bay","BB",1970,3.27884185890411
"Bothnian Bay","Bothnian Bay","BB",1971,3.23866861493151
"Bothnian Bay","Bothnian Bay","BB",1972,3.30360628934426
"Bothnian Bay","Bothnian Bay","BB",1973,3.36131308369863
"Bothnian Bay","Bothnian Bay","BB",1974,3.27577373917808
"Bothnian Bay","Bothnian Bay","BB",1975,3.31286539616438
"Bothnian Bay","Bothnian Bay","BB",1976,3.38838075218579
"Bothnian Bay","Bothnian Bay","BB",1977,3.32787525890411
"Bothnian Bay","Bothnian Bay","BB",1978,3.30020668794521
"Bothnian Bay","Bothnian Bay","BB",1979,3.3573583569863
"Bothnian Bay","Bothnian Bay","BB",1980,3.28373240273224
"Bothnian Bay","Bothnian Bay","BB",1981,3.28419727219178
"Bothnian Bay","Bothnian Bay","BB",1982,3.20244050136986
"Bothnian Bay","Bothnian Bay","BB",1983,3.24842816410959
"Bothnian Bay","Bothnian Bay","BB",1984,3.25111723442623
"Bothnian Bay","Bothnian Bay","BB",1985,3.16770785219178
"Bothnian Bay","Bothnian Bay","BB",1986,3.16059957136986
"Bothnian Bay","Bothnian Bay","BB",1987,3.09111928506849
"Bothnian Bay","Bothnian Bay","BB",1988,3.13195684057377
"Bothnian Bay","Bothnian Bay","BB",1989,3.07226856109589
"Bothnian Bay","Bothnian Bay","BB",1990,3.06314835849315
"Bothnian Bay","Bothnian Bay","BB",1991,3.06607600178082
"Bothnian Bay","Bothnian Bay","BB",1992,3.08220678838798
"Bothnian Bay","Bothnian Bay","BB",1993,2.95961433465753
"Bothnian Bay","Bothnian Bay","BB",1994,2.88177071589041
"Bothnian Bay","Bothnian Bay","BB",1995,2.99128061917808
"Bothnian Bay","Bothnian Bay","BB",1996,2.99287716256831
"Bothnian Bay","Bothnian Bay","BB",1997,2.96935460684931
"Bothnian Bay","Bothnian Bay","BB",1998,2.88947669767123
"Bothnian Bay","Bothnian Bay","BB",1999,2.84743874945205
"Bothnian Bay","Bothnian Bay","BB",2000,2.88764220765027
"Bothnian Bay","Bothnian Bay","BB",2001,2.75836936657534
"Bothnian Bay","Bothnian Bay","BB",2002,2.83220229273973
"Bothnian Bay","Bothnian Bay","BB",2003,2.79274024136986
"Bothnian Bay","Bothnian Bay","BB",2004,2.93210792431694
"Bothnian Bay","Bothnian Bay","BB",2005,2.97701934630137
"Bothnian Bay","Bothnian Bay","BB",2006,2.9109392630137
"Bothnian Bay","Bothnian Bay","BB",2007,2.91015362260274
"Bothnian Bay","Bothnian Bay","BB",2008,2.90492675806011
"Bothnian Bay","Bothnian Bay","BB",2009,2.89087145342466
"Bothnian Bay","Bothnian Bay","BB",2010,2.85726679616438
"Bothnian Bay","Bothnian Bay","BB",2011,2.86061243438356
"Bothnian Bay","Bothnian Bay","BB",2012,2.86862519644809
"Bothnian Bay","Bothnian Bay","BB",2013,2.6857405190411
"Bothnian Bay","Bothnian Bay","BB",2014,2.67095526616438
"Bornholm Basin","Bornholm Basin","BN",1970,7.45196922356164
"Gdansk Basin","Bornholm Basin","BN",1970,7.45196922356164
"Bornholm Basin","Bornholm Basin","BN",1971,7.63684462986301
"Gdansk Basin","Bornholm Basin","BN",1971,7.63684462986301
"Bornholm Basin","Bornholm Basin","BN",1972,7.7831205260929
"Gdansk Basin","Bornholm Basin","BN",1972,7.7831205260929
"Bornholm Basin","Bornholm Basin","BN",1973,7.80644251369863
"Gdansk Basin","Bornholm Basin","BN",1973,7.80644251369863
"Bornholm Basin","Bornholm Basin","BN",1974,7.86543219876712
"Gdansk Basin","Bornholm Basin","BN",1974,7.86543219876712
"Bornholm Basin","Bornholm Basin","BN",1975,7.89933171356164
"Gdansk Basin","Bornholm Basin","BN",1975,7.89933171356164
"Bornholm Basin","Bornholm Basin","BN",1976,8.05208862117486
"Gdansk Basin","Bornholm Basin","BN",1976,8.05208862117486
"Bornholm Basin","Bornholm Basin","BN",1977,7.89033186849315
"Gdansk Basin","Bornholm Basin","BN",1977,7.89033186849315
"Bornholm Basin","Bornholm Basin","BN",1978,7.98864183164384
"Gdansk Basin","Bornholm Basin","BN",1978,7.98864183164384
"Bornholm Basin","Bornholm Basin","BN",1979,7.91416544219178
"Gdansk Basin","Bornholm Basin","BN",1979,7.91416544219178
"Bornholm Basin","Bornholm Basin","BN",1980,7.80017910819672
"Gdansk Basin","Bornholm Basin","BN",1980,7.80017910819672
"Bornholm Basin","Bornholm Basin","BN",1981,7.81016782849315
"Gdansk Basin","Bornholm Basin","BN",1981,7.81016782849315
"Bornholm Basin","Bornholm Basin","BN",1982,7.69324613821918
"Gdansk Basin","Bornholm Basin","BN",1982,7.69324613821918
"Bornholm Basin","Bornholm Basin","BN",1983,7.81130257232877
"Gdansk Basin","Bornholm Basin","BN",1983,7.81130257232877
"Bornholm Basin","Bornholm Basin","BN",1984,7.89088123729508
"Gdansk Basin","Bornholm Basin","BN",1984,7.89088123729508
"Bornholm Basin","Bornholm Basin","BN",1985,7.7041279009589
"Gdansk Basin","Bornholm Basin","BN",1985,7.7041279009589
"Bornholm Basin","Bornholm Basin","BN",1986,7.54087824438356
"Gdansk Basin","Bornholm Basin","BN",1986,7.54087824438356
"Bornholm Basin","Bornholm Basin","BN",1987,7.49454604452055
"Gdansk Basin","Bornholm Basin","BN",1987,7.49454604452055
"Bornholm Basin","Bornholm Basin","BN",1988,7.35240504535519
"Gdansk Basin","Bornholm Basin","BN",1988,7.35240504535519
"Bornholm Basin","Bornholm Basin","BN",1989,7.41131697287671
"Gdansk Basin","Bornholm Basin","BN",1989,7.41131697287671
"Bornholm Basin","Bornholm Basin","BN",1990,7.56554345630137
"Gdansk Basin","Bornholm Basin","BN",1990,7.56554345630137
"Bornholm Basin","Bornholm Basin","BN",1991,7.48893853780822
"Gdansk Basin","Bornholm Basin","BN",1991,7.48893853780822
"Bornholm Basin","Bornholm Basin","BN",1992,7.53414036844262
"Gdansk Basin","Bornholm Basin","BN",1992,7.53414036844262
"Bornholm Basin","Bornholm Basin","BN",1993,7.57491983958904
"Gdansk Basin","Bornholm Basin","BN",1993,7.57491983958904
"Bornholm Basin","Bornholm Basin","BN",1994,7.43157206986301
"Gdansk Basin","Bornholm Basin","BN",1994,7.43157206986301
"Bornholm Basin","Bornholm Basin","BN",1995,7.47722106452055
"Gdansk Basin","Bornholm Basin","BN",1995,7.47722106452055
"Bornholm Basin","Bornholm Basin","BN",1996,7.29839933729508
"Gdansk Basin","Bornholm Basin","BN",1996,7.29839933729508
"Bornholm Basin","Bornholm Basin","BN",1997,7.31326100739726
"Gdansk Basin","Bornholm Basin","BN",1997,7.31326100739726
"Bornholm Basin","Bornholm Basin","BN",1998,7.23153112986301
"Gdansk Basin","Bornholm Basin","BN",1998,7.23153112986301
"Bornholm Basin","Bornholm Basin","BN",1999,7.13400181383562
"Gdansk Basin","Bornholm Basin","BN",1999,7.13400181383562
"Bornholm Basin","Bornholm Basin","BN",2000,7.27315732117486
"Gdansk Basin","Bornholm Basin","BN",2000,7.27315732117486
"Bornholm Basin","Bornholm Basin","BN",2001,7.14371267616438
"Gdansk Basin","Bornholm Basin","BN",2001,7.14371267616438
"Bornholm Basin","Bornholm Basin","BN",2002,7.19057989534247
"Gdansk Basin","Bornholm Basin","BN",2002,7.19057989534247
"Bornholm Basin","Bornholm Basin","BN",2003,7.08816540054795
"Gdansk Basin","Bornholm Basin","BN",2003,7.08816540054795
"Bornholm Basin","Bornholm Basin","BN",2004,7.08621521516393
"Gdansk Basin","Bornholm Basin","BN",2004,7.08621521516393
"Bornholm Basin","Bornholm Basin","BN",2005,7.15516005712329
"Gdansk Basin","Bornholm Basin","BN",2005,7.15516005712329
"Bornholm Basin","Bornholm Basin","BN",2006,7.0161893969863
"Gdansk Basin","Bornholm Basin","BN",2006,7.0161893969863
"Bornholm Basin","Bornholm Basin","BN",2007,7.06958015643836
"Gdansk Basin","Bornholm Basin","BN",2007,7.06958015643836
"Bornholm Basin","Bornholm Basin","BN",2008,7.00012105437158
"Gdansk Basin","Bornholm Basin","BN",2008,7.00012105437158
"Bornholm Basin","Bornholm Basin","BN",2009,6.90872365410959
"Gdansk Basin","Bornholm Basin","BN",2009,6.90872365410959
"Bornholm Basin","Bornholm Basin","BN",2010,6.72053195136986
"Gdansk Basin","Bornholm Basin","BN",2010,6.72053195136986
"Bornholm Basin","Bornholm Basin","BN",2011,6.6624670639726
"Gdansk Basin","Bornholm Basin","BN",2011,6.6624670639726
"Bornholm Basin","Bornholm Basin","BN",2012,6.78050627896175
"Gdansk Basin","Bornholm Basin","BN",2012,6.78050627896175
"Bornholm Basin","Bornholm Basin","BN",2013,6.62942417041096
"Gdansk Basin","Bornholm Basin","BN",2013,6.62942417041096
"Bornholm Basin","Bornholm Basin","BN",2014,6.60831333260274
"Gdansk Basin","Bornholm Basin","BN",2014,6.60831333260274
"Aland Sea","Bothnian Sea","BS",1970,5.44265433575342
"Bothnian Sea","Bothnian Sea","BS",1970,5.44265433575342
"The Quark","Bothnian Sea","BS",1970,5.44265433575342
"Aland Sea","Bothnian Sea","BS",1971,5.4818096
"Bothnian Sea","Bothnian Sea","BS",1971,5.4818096
"The Quark","Bothnian Sea","BS",1971,5.4818096
"Aland Sea","Bothnian Sea","BS",1972,5.41109308128415
"Bothnian Sea","Bothnian Sea","BS",1972,5.41109308128415
"The Quark","Bothnian Sea","BS",1972,5.41109308128415
"Aland Sea","Bothnian Sea","BS",1973,5.46186935
"Bothnian Sea","Bothnian Sea","BS",1973,5.46186935
"The Quark","Bothnian Sea","BS",1973,5.46186935
"Aland Sea","Bothnian Sea","BS",1974,5.44276214712329
"Bothnian Sea","Bothnian Sea","BS",1974,5.44276214712329
"The Quark","Bothnian Sea","BS",1974,5.44276214712329
"Aland Sea","Bothnian Sea","BS",1975,5.41397598068493
"Bothnian Sea","Bothnian Sea","BS",1975,5.41397598068493
"The Quark","Bothnian Sea","BS",1975,5.41397598068493
"Aland Sea","Bothnian Sea","BS",1976,5.5430099045082
"Bothnian Sea","Bothnian Sea","BS",1976,5.5430099045082
"The Quark","Bothnian Sea","BS",1976,5.5430099045082
"Aland Sea","Bothnian Sea","BS",1977,5.44475705547945
"Bothnian Sea","Bothnian Sea","BS",1977,5.44475705547945
"The Quark","Bothnian Sea","BS",1977,5.44475705547945
"Aland Sea","Bothnian Sea","BS",1978,5.43867400136986
"Bothnian Sea","Bothnian Sea","BS",1978,5.43867400136986
"The Quark","Bothnian Sea","BS",1978,5.43867400136986
"Aland Sea","Bothnian Sea","BS",1979,5.40452064493151
"Bothnian Sea","Bothnian Sea","BS",1979,5.40452064493151
"The Quark","Bothnian Sea","BS",1979,5.40452064493151
"Aland Sea","Bothnian Sea","BS",1980,5.31199463811475
"Bothnian Sea","Bothnian Sea","BS",1980,5.31199463811475
"The Quark","Bothnian Sea","BS",1980,5.31199463811475
"Aland Sea","Bothnian Sea","BS",1981,5.35512557849315
"Bothnian Sea","Bothnian Sea","BS",1981,5.35512557849315
"The Quark","Bothnian Sea","BS",1981,5.35512557849315
"Aland Sea","Bothnian Sea","BS",1982,5.2646715239726
"Bothnian Sea","Bothnian Sea","BS",1982,5.2646715239726
"The Quark","Bothnian Sea","BS",1982,5.2646715239726
"Aland Sea","Bothnian Sea","BS",1983,5.31843244054795
"Bothnian Sea","Bothnian Sea","BS",1983,5.31843244054795
"The Quark","Bothnian Sea","BS",1983,5.31843244054795
"Aland Sea","Bothnian Sea","BS",1984,5.29321539685792
"Bothnian Sea","Bothnian Sea","BS",1984,5.29321539685792
"The Quark","Bothnian Sea","BS",1984,5.29321539685792
"Aland Sea","Bothnian Sea","BS",1985,5.01797222328767
"Bothnian Sea","Bothnian Sea","BS",1985,5.01797222328767
"The Quark","Bothnian Sea","BS",1985,5.01797222328767
"Aland Sea","Bothnian Sea","BS",1986,5.04135154041096
"Bothnian Sea","Bothnian Sea","BS",1986,5.04135154041096
"The Quark","Bothnian Sea","BS",1986,5.04135154041096
"Aland Sea","Bothnian Sea","BS",1987,5.00570648136986
"Bothnian Sea","Bothnian Sea","BS",1987,5.00570648136986
"The Quark","Bothnian Sea","BS",1987,5.00570648136986
"Aland Sea","Bothnian Sea","BS",1988,5.0543567886612
"Bothnian Sea","Bothnian Sea","BS",1988,5.0543567886612
"The Quark","Bothnian Sea","BS",1988,5.0543567886612
"Aland Sea","Bothnian Sea","BS",1989,5.17272354534247
"Bothnian Sea","Bothnian Sea","BS",1989,5.17272354534247
"The Quark","Bothnian Sea","BS",1989,5.17272354534247
"Aland Sea","Bothnian Sea","BS",1990,5.14562606315068
"Bothnian Sea","Bothnian Sea","BS",1990,5.14562606315068
"The Quark","Bothnian Sea","BS",1990,5.14562606315068
"Aland Sea","Bothnian Sea","BS",1991,5.11038257232877
"Bothnian Sea","Bothnian Sea","BS",1991,5.11038257232877
"The Quark","Bothnian Sea","BS",1991,5.11038257232877
"Aland Sea","Bothnian Sea","BS",1992,5.16611365573771
"Bothnian Sea","Bothnian Sea","BS",1992,5.16611365573771
"The Quark","Bothnian Sea","BS",1992,5.16611365573771
"Aland Sea","Bothnian Sea","BS",1993,5.06353714315069
"Bothnian Sea","Bothnian Sea","BS",1993,5.06353714315069
"The Quark","Bothnian Sea","BS",1993,5.06353714315069
"Aland Sea","Bothnian Sea","BS",1994,4.96265454136986
"Bothnian Sea","Bothnian Sea","BS",1994,4.96265454136986
"The Quark","Bothnian Sea","BS",1994,4.96265454136986
"Aland Sea","Bothnian Sea","BS",1995,5.05241236630137
"Bothnian Sea","Bothnian Sea","BS",1995,5.05241236630137
"The Quark","Bothnian Sea","BS",1995,5.05241236630137
"Aland Sea","Bothnian Sea","BS",1996,5.04157127868852
"Bothnian Sea","Bothnian Sea","BS",1996,5.04157127868852
"The Quark","Bothnian Sea","BS",1996,5.04157127868852
"Aland Sea","Bothnian Sea","BS",1997,5.05972983821918
"Bothnian Sea","Bothnian Sea","BS",1997,5.05972983821918
"The Quark","Bothnian Sea","BS",1997,5.05972983821918
"Aland Sea","Bothnian Sea","BS",1998,4.95020620082192
"Bothnian Sea","Bothnian Sea","BS",1998,4.95020620082192
"The Quark","Bothnian Sea","BS",1998,4.95020620082192
"Aland Sea","Bothnian Sea","BS",1999,4.83985866547945
"Bothnian Sea","Bothnian Sea","BS",1999,4.83985866547945
"The Quark","Bothnian Sea","BS",1999,4.83985866547945
"Aland Sea","Bothnian Sea","BS",2000,4.87000531065574
"Bothnian Sea","Bothnian Sea","BS",2000,4.87000531065574
"The Quark","Bothnian Sea","BS",2000,4.87000531065574
"Aland Sea","Bothnian Sea","BS",2001,4.76373432178082
"Bothnian Sea","Bothnian Sea","BS",2001,4.76373432178082
"The Quark","Bothnian Sea","BS",2001,4.76373432178082
"Aland Sea","Bothnian Sea","BS",2002,4.77800631821918
"Bothnian Sea","Bothnian Sea","BS",2002,4.77800631821918
"The Quark","Bothnian Sea","BS",2002,4.77800631821918
"Aland Sea","Bothnian Sea","BS",2003,4.70406073616438
"Bothnian Sea","Bothnian Sea","BS",2003,4.70406073616438
"The Quark","Bothnian Sea","BS",2003,4.70406073616438
"Aland Sea","Bothnian Sea","BS",2004,4.82229451448087
"Bothnian Sea","Bothnian Sea","BS",2004,4.82229451448087
"The Quark","Bothnian Sea","BS",2004,4.82229451448087
"Aland Sea","Bothnian Sea","BS",2005,4.87471316561644
"Bothnian Sea","Bothnian Sea","BS",2005,4.87471316561644
"The Quark","Bothnian Sea","BS",2005,4.87471316561644
"Aland Sea","Bothnian Sea","BS",2006,4.84389764958904
"Bothnian Sea","Bothnian Sea","BS",2006,4.84389764958904
"The Quark","Bothnian Sea","BS",2006,4.84389764958904
"Aland Sea","Bothnian Sea","BS",2007,4.85827786534247
"Bothnian Sea","Bothnian Sea","BS",2007,4.85827786534247
"The Quark","Bothnian Sea","BS",2007,4.85827786534247
"Aland Sea","Bothnian Sea","BS",2008,4.80518531352459
"Bothnian Sea","Bothnian Sea","BS",2008,4.80518531352459
"The Quark","Bothnian Sea","BS",2008,4.80518531352459
"Aland Sea","Bothnian Sea","BS",2009,4.77848568136986
"Bothnian Sea","Bothnian Sea","BS",2009,4.77848568136986
"The Quark","Bothnian Sea","BS",2009,4.77848568136986
"Aland Sea","Bothnian Sea","BS",2010,4.71783188013699
"Bothnian Sea","Bothnian Sea","BS",2010,4.71783188013699
"The Quark","Bothnian Sea","BS",2010,4.71783188013699
"Aland Sea","Bothnian Sea","BS",2011,4.66050034109589
"Bothnian Sea","Bothnian Sea","BS",2011,4.66050034109589
"The Quark","Bothnian Sea","BS",2011,4.66050034109589
"Aland Sea","Bothnian Sea","BS",2012,4.6834957226776
"Bothnian Sea","Bothnian Sea","BS",2012,4.6834957226776
"The Quark","Bothnian Sea","BS",2012,4.6834957226776
"Aland Sea","Bothnian Sea","BS",2013,4.55327295780822
"Bothnian Sea","Bothnian Sea","BS",2013,4.55327295780822
"The Quark","Bothnian Sea","BS",2013,4.55327295780822
"Aland Sea","Bothnian Sea","BS",2014,4.55889425232877
"Bothnian Sea","Bothnian Sea","BS",2014,4.55889425232877
"The Quark","Bothnian Sea","BS",2014,4.55889425232877
"Kattegat","Central Kattegat","CK",1970,22.1013357657534
"Kattegat","Central Kattegat","CK",1971,22.9600392027397
"Kattegat","Central Kattegat","CK",1972,22.8382415915301
"Kattegat","Central Kattegat","CK",1973,22.8409154958904
"Kattegat","Central Kattegat","CK",1974,22.9402812424658
"Kattegat","Central Kattegat","CK",1975,22.1180991
"Kattegat","Central Kattegat","CK",1976,22.6368131571038
"Kattegat","Central Kattegat","CK",1977,22.6753098287671
"Kattegat","Central Kattegat","CK",1978,22.508573530137
"Kattegat","Central Kattegat","CK",1979,22.6257260068493
"Kattegat","Central Kattegat","CK",1980,22.4393076748634
"Kattegat","Central Kattegat","CK",1981,21.9910311452055
"Kattegat","Central Kattegat","CK",1982,21.2661692643836
"Kattegat","Central Kattegat","CK",1983,22.5814113027397
"Kattegat","Central Kattegat","CK",1984,22.3889556338798
"Kattegat","Central Kattegat","CK",1985,22.6528347191781
"Kattegat","Central Kattegat","CK",1986,22.8832790410959
"Kattegat","Central Kattegat","CK",1987,21.5255808739726
"Kattegat","Central Kattegat","CK",1988,22.2980036734973
"Kattegat","Central Kattegat","CK",1989,22.8192690410959
"Kattegat","Central Kattegat","CK",1990,22.8144467136986
"Kattegat","Central Kattegat","CK",1991,23.1417043136986
"Kattegat","Central Kattegat","CK",1992,23.3025701803279
"Kattegat","Central Kattegat","CK",1993,22.3486470972603
"Kattegat","Central Kattegat","CK",1994,22.5018339027397
"Kattegat","Central Kattegat","CK",1995,21.6667362438356
"Kattegat","Central Kattegat","CK",1996,23.8588430778689
"Kattegat","Central Kattegat","CK",1997,22.6499871205479
"Kattegat","Central Kattegat","CK",1998,22.5892457054795
"Kattegat","Central Kattegat","CK",1999,21.6997847452055
"Kattegat","Central Kattegat","CK",2000,22.0464840245902
"Kattegat","Central Kattegat","CK",2001,22.680665460274
"Kattegat","Central Kattegat","CK",2002,21.7687363315069
"Kattegat","Central Kattegat","CK",2003,23.9734270205479
"Kattegat","Central Kattegat","CK",2004,23.8858803333333
"Kattegat","Central Kattegat","CK",2005,22.6504698780822
"Kattegat","Central Kattegat","CK",2006,23.4598809712329
"Kattegat","Central Kattegat","CK",2007,20.8155004068493
"Kattegat","Central Kattegat","CK",2008,20.4741693442623
"Kattegat","Central Kattegat","CK",2009,20.3203939041096
"Kattegat","Central Kattegat","CK",2010,20.4347534027397
"Kattegat","Central Kattegat","CK",2011,20.7504614438356
"Kattegat","Central Kattegat","CK",2012,19.3546033073771
"Kattegat","Central Kattegat","CK",2013,20.6606428041096
"Kattegat","Central Kattegat","CK",2014,19.7262840561644
"Kiel Bay","Fehmarn Belt","FB",1970,13.2608053865753
"Kiel Bay","Fehmarn Belt","FB",1971,13.8485179767123
"Kiel Bay","Fehmarn Belt","FB",1972,14.0837777034153
"Kiel Bay","Fehmarn Belt","FB",1973,13.7083594664384
"Kiel Bay","Fehmarn Belt","FB",1974,13.9568280767123
"Kiel Bay","Fehmarn Belt","FB",1975,13.3865471536986
"Kiel Bay","Fehmarn Belt","FB",1976,13.5777162322404
"Kiel Bay","Fehmarn Belt","FB",1977,13.3205076516438
"Kiel Bay","Fehmarn Belt","FB",1978,13.7411640068493
"Kiel Bay","Fehmarn Belt","FB",1979,13.1064017228767
"Kiel Bay","Fehmarn Belt","FB",1980,13.5219910717213
"Kiel Bay","Fehmarn Belt","FB",1981,12.8168153667123
"Kiel Bay","Fehmarn Belt","FB",1982,12.1601478732877
"Kiel Bay","Fehmarn Belt","FB",1983,13.6490886442466
"Kiel Bay","Fehmarn Belt","FB",1984,13.4853659849727
"Kiel Bay","Fehmarn Belt","FB",1985,13.5018505621918
"Kiel Bay","Fehmarn Belt","FB",1986,13.5324450454795
"Kiel Bay","Fehmarn Belt","FB",1987,12.3894210258904
"Kiel Bay","Fehmarn Belt","FB",1988,13.5631430136612
"Kiel Bay","Fehmarn Belt","FB",1989,13.6623565594521
"Kiel Bay","Fehmarn Belt","FB",1990,13.4642346626027
"Kiel Bay","Fehmarn Belt","FB",1991,13.5604702184932
"Kiel Bay","Fehmarn Belt","FB",1992,14.1265238075137
"Kiel Bay","Fehmarn Belt","FB",1993,12.9249014672603
"Kiel Bay","Fehmarn Belt","FB",1994,13.1219362523288
"Kiel Bay","Fehmarn Belt","FB",1995,12.6051995832877
"Kiel Bay","Fehmarn Belt","FB",1996,14.1145203381148
"Kiel Bay","Fehmarn Belt","FB",1997,13.1747484756164
"Kiel Bay","Fehmarn Belt","FB",1998,12.9381896017808
"Kiel Bay","Fehmarn Belt","FB",1999,12.5538280378082
"Kiel Bay","Fehmarn Belt","FB",2000,12.6341340407104
