name_csv,plan,BSPA_ID,mgmt_status,implem_date,name_shape,BHI_ID,country,mpa_area,date_est,eez_area_km2
	Tammisaari and Hanko Archipelago-and Pojo Bay marine proteciton area,Tammisaaren ja Hangon itaeisen saariston hoito- ja kaeyttoesuunnitelma,144,Implemented,NA,Tammisaaren ja Hangon saariston ja Pohjanpitäjänlahden merensuojelualue /Tammisaari and Hanko Archipelago-and Pojo Bay marine proteciton area,32,Finland,52630,19.9.2005,9549.67733
	Eastern Gulf of Finland Archipelago and waters,Itaeisen Suomenlahden kansallispuiston ja Natura 2000 -alueen hoito- ja kaeyttoesuunnitelma,145,Implemented,NA,Itäisen Suomenlahden saaristo ja vedet/ Eastern Gulf of Finland Archipelago and waters,32,Finland,95628,19.9.2005,9549.67733
	Eastern Gulf of Finland Archipelago and waters,Itaeisen Suomenlahden kansallispuiston ja Natura 2000 -alueen hoito- ja kaeyttoesuunnitelma,145,Implemented,NA,Itäisen Suomenlahden saaristo ja vedet/ Eastern Gulf of Finland Archipelago and waters,33,Finland,95628,19.9.2005,11571.59858
	Rahja Archipelago,Kalajoen rannikon Natura 2000 -alueiden hoito- ja kaeyttoesuunnitelma 2012�2022,151,Implemented,NA,Rahjan saaristo/Rahja Archipelago,42,Finland,8381,19.9.2005,14930.90472
	Kokkola Archipelago,Kokkolan saariston hoito -  ja kaeyttoesuunnitelma,152,Implemented,NA,Kokkolan saaristo/Kokkola Archipelago,42,Finland,14955,22.11.2006,14930.90472
	Luoto Archipelago,Skoetsel- och anvaendningsplan foer Larsmo skaergard,153,Implemented,NA,Luodon saaristo/Luoto Archipelago,42,Finland,14457,19.9.2005,14930.90472
	Tulliniemi bird protection area,Tulliniemen linnustonsuojelualueen ja Bengtsarin lehdon hoito- ja kaeyttoesuunnitelma,157,Implemented,NA,Tulliniemen linnustonsuojelualue/ Tulliniemi bird protection area,36,Finland,2566,19.9.2005,12405.68538
	Tulliniemi bird protection area,Tulliniemen linnustonsuojelualueen ja Bengtsarin lehdon hoito- ja kaeyttoesuunnitelma,157,Implemented,NA,Tulliniemen linnustonsuojelualue/ Tulliniemi bird protection area,32,Finland,2566,19.9.2005,9549.67733
	Tulliniemi bird protection area,Tulliniemen linnustonsuojelualueen ja Bengtsarin lehdon hoito- ja kaeyttoesuunnitelma,157,Implemented,NA,Tulliniemen linnustonsuojelualue/ Tulliniemi bird protection area,30,Finland,2566,19.9.2005,9800.24404
Ertholmene,Natura 2000-plan 2010-2015. Ertholmene - Natura 2000-omrade nr. 189 - Habitatomrade H210 - Fuglebeskyttelsesomrade F79,184,Implemented,08.12.2011,Bornholm: Ertholmene,15,Denmark,1256,14.7.2005,7152.79836
Kirkegrund,Natura 2000 omrade nr. 170 Kirkegrund,185,Implemented,08.12.0011,Kirkegrund,3,Denmark,1761,22.8.2005,10369.11323
Havet og kysten mellem Karrebaek Fjord og Knudshoved Odde,Natura 2000 omrade nr. 169 Havet og kysten mellem Karrebaek Fjord og Knudshoved Odde,186,Implemented,08.12.0011,Havet og kysten mellem Karrebæk Fjord og Knudshoved Odde,3,Denmark,18871,22.8.2005,10369.11323
"Smalandsfarvandet nord for Lolland, Guldborg Sund, Boetoe Nor og Hyllekrog-Roedsand","Natura 2000 omrade nr. 173 Smalandsfarvandet nord for Lolland, Guldborgsund, Boetoe Nor og Hyllekrog-Roedsand",187,Implemented,08.12.0011,"Smålandsfarvandet nord for Lolland, Guldborg Sund, Bøtø Nor og Hyllekrog-Rødsand",9,Denmark,77848,22.8.2005,1144.29301
"Smalandsfarvandet nord for Lolland, Guldborg Sund, Boetoe Nor og Hyllekrog-Roedsand","Natura 2000 omrade nr. 173 Smalandsfarvandet nord for Lolland, Guldborgsund, Boetoe Nor og Hyllekrog-Roedsand",187,Implemented,08.12.0011,"Smålandsfarvandet nord for Lolland, Guldborg Sund, Bøtø Nor og Hyllekrog-Rødsand",3,Denmark,77848,22.8.2005,10369.11323
"Smalandsfarvandet nord for Lolland, Guldborg Sund, Boetoe Nor og Hyllekrog-Roedsand","Natura 2000 omrade nr. 173 Smalandsfarvandet nord for Lolland, Guldborgsund, Boetoe Nor og Hyllekrog-Roedsand",187,Implemented,08.12.0011,"Smålandsfarvandet nord for Lolland, Guldborg Sund, Bøtø Nor og Hyllekrog-Rødsand",7,Denmark,77848,22.8.2005,1208.87616
Kronoeren,Foerordnande om naturreservat foer Kronoeren,189,Implemented,02.10.2002,Kronören,37,Sweden,5834,16.9.2008,31735.90809
Axmar,Bevarandeplan Natura 2000 Axmar-Gasholma,190,Implemented,15.12.2006,Axmar,37,Sweden,7225,16.9.2008,31735.90809
Bulleroe-Bytta,Langviksskaer naturreservat,191,Implemented,03.07.2007,Bullerö-Bytta,29,Sweden,14385,16.9.2008,17728.40167
Bulleroe-Bytta,Langskaer naturreservat,191,Implemented,10.08.2010,Bullerö-Bytta,29,Sweden,14385,16.9.2008,17728.40167
Bulleroe-Bytta,Biskopsoe naturreservat,191,Implemented,07.03.1986,Bullerö-Bytta,29,Sweden,14385,16.9.2008,17728.40167
Bulleroe-Bytta,Bulleroe naturreservat,191,Implemented,13.02.2008,Bullerö-Bytta,29,Sweden,14385,16.9.2008,17728.40167
Vaernanaes Archipelago,Bevarandeplan foer Natura 2000-omradet Vaernanaes skaergard,192,Implemented,22.02.2006,Värnanäs Archipelago,26,Sweden,1552,6.10.2008,27456.05692
Lundakrabukten,Lundakrabukten,193,Implemented,16.12.2005,Lundåkrabukten,5,Sweden,1963,30.9.2008,612.66514
Lundakrabukten,Saxans mynning-Jaeravallen,193,Implemented,16.12.2005,Lundåkrabukten,5,Sweden,1963,30.9.2008,612.66514
Lundakrabukten,Osen vid Saxans mynning,193,Implemented,NA,Lundåkrabukten,5,Sweden,1963,30.9.2008,612.66514
Lundakrabukten,Jaeravallen,193,Implemented,15.02.1991,Lundåkrabukten,5,Sweden,1963,30.9.2008,612.66514
Hallands Vaederoe,Hallands Vaederoe,194,Implemented,16.12.2005,Hallands Väderö,1,Sweden,1836,30.9.2008,6739.5362
Hallands Vaederoe,Hallands Vaederoe,194,Implemented,11.11.1999,Hallands Väderö,1,Sweden,1836,30.9.2008,6739.5362
Havet omkring Nordre Roenner,Natura 2000 omrade nr. 20 Havet omkring Nordre Roenner,188,Implemented,08.12.0011,Havet omkring Nordre Rønner,2,Denmark,18535,14.7.2005,15300.69996
Laesoe Trindel og Toenneberg Banke,Natura 2000-plan 2009-2015,136,Implemented,NA,Læsø Trindel og Tønneberg Banke,2,Denmark,8659.70019531,14.7.2005,15300.69996
Store Middelgrund,Natura 2000 omrade nr. 193 Store Middelgrund,132,Implemented,08.12.0011,Store Middelgrund,2,Denmark,2137,14.7.2005,15300.69996
Store Middelgrund,Natura 2000 omrade nr. 193 Store Middelgrund,132,Implemented,08.12.0011,Store Middelgrund,1,Denmark,2137,14.7.2005,6739.5362
"Hirsholmene, havet vest herfor og Ellinge A's udloeb","Natura 2000-omrade nr. 4 Hirsholmene, havet vest herfor og Ellinge A�s udloeb",135,Implemented,08.11.0011,"Hirsholmene, havet vest herfor og Ellinge Å's udløb",2,Denmark,9500,14.7.2005,15300.69996
Strandenge pa Laesoe og havet syd herfor,Natura 2000-omrade nr. 9 Strandenge pa Laesoe og havet syd herfor,134,Implemented,08.12.0011,Strandenge på Læsø og havet syd herfor,2,Denmark,102714,14.7.2005,15300.69996
Anholt og havet nord for,Natura 2000-plan 2010-2015. Anholt og havet nord for,244,Implemented,08.12.2011,Anholt og havet nord for,2,Denmark,47878,6.4.2009,15300.69996
Centrale Storebaelt og Vresen,"Natura 2000-plan 2010-2015. Centrale Storebaelt og Vresen. Natura2000-omrade nr. 116 -Habitatomrade H100, Fuglebeskyttelsesomrader F98 og F73",249,Implemented,08.12.0011,Centrale Storebælt og Vresen,3,Denmark,62311,10.9.2009,10369.11323
Kursiu Marios Biosphere Polygon,-0,310,Implemented,NA,Kursiu Marios Biosphere Polygon,23,Lithuania,31138,17.9.2009,6139.73941
Kursiu Marios Biosphere Polygon,-0,310,Implemented,NA,Kursiu Marios Biosphere Polygon,22,Lithuania,31138,17.9.2009,9466.30104
Vistula Spit,-0,164,In development,NA,Vistula Spit Landscape Park (northern part),19,Russia,4000,NA,2138.41462
Ostoja Slowinska,Pobrzeze Slowinskie PLB220003 protection plan,85,In development,NA,Ostoja Slowinska,17,Poland,32955.30078125,13.7.2005,17334.97259
Ostoja Slowinska,Przybrzezne Wody Baltyku PLB990002 protection plan,85,In development,NA,Ostoja Slowinska,17,Poland,32955.30078125,13.7.2005,17334.97259
Ostoja Slowinska,Ostoja Slowinska PLH220023 protection plan,85,In development,NA,Ostoja Slowinska,17,Poland,32955.30078125,13.7.2005,17334.97259
Ostoja Slowinska,Pobrzeze Slowinskie PLB220003 protection plan,85,In development,NA,Ostoja Slowinska,21,Poland,32955.30078125,13.7.2005,11013.8982
Ostoja Slowinska,Przybrzezne Wody Baltyku PLB990002 protection plan,85,In development,NA,Ostoja Slowinska,21,Poland,32955.30078125,13.7.2005,11013.8982
Ostoja Slowinska,Ostoja Slowinska PLH220023 protection plan,85,In development,NA,Ostoja Slowinska,21,Poland,32955.30078125,13.7.2005,11013.8982
Zalew Wislany i Mierzeja Wislana,Zalew Wislany i Mierzeja Wislana PLH280007 protection plan,83,In development,NA,Zalew Wislany i Mierzeja Wislana,18,Poland,40862.6015625,13.7.2005,3682.83573
Zalew Wislany i Mierzeja Wislana,Zalew Wislany PLB280010 protection plan,83,In development,NA,Zalew Wislany i Mierzeja Wislana,18,Poland,40862.6015625,13.7.2005,3682.83573
Zalew Wislany i Mierzeja Wislana,Zalew Wislany i Mierzeja Wislana PLH280007 protection plan,83,In development,NA,Zalew Wislany i Mierzeja Wislana,19,Poland,40862.6015625,13.7.2005,2138.41462
Zalew Wislany i Mierzeja Wislana,Zalew Wislany PLB280010 protection plan,83,In development,NA,Zalew Wislany i Mierzeja Wislana,19,Poland,40862.6015625,13.7.2005,2138.41462
Ujscie Odry i Zalew Szczecinski,Zalew Szczecinski PLB320009 protection plan,301,In development,NA,Ujscie Odry i Zalew Szczecinski,16,Poland,52612,31.12.2009,2566.81091
Ujscie Odry i Zalew Szczecinski,Zalew Kamienski i Dziwna PLB320011 protection plan,301,In development,NA,Ujscie Odry i Zalew Szczecinski,16,Poland,52612,31.12.2009,2566.81091
Ujscie Odry i Zalew Szczecinski,Ujscie Odry i Zalew Szczecinski PLH320018 protection plan,301,In development,NA,Ujscie Odry i Zalew Szczecinski,16,Poland,52612,31.12.2009,2566.81091
Ujscie Odry i Zalew Szczecinski,Zalew Szczecinski PLB320009 protection plan,301,In development,NA,Ujscie Odry i Zalew Szczecinski,17,Poland,52612,31.12.2009,17334.97259
Ujscie Odry i Zalew Szczecinski,Zalew Kamienski i Dziwna PLB320011 protection plan,301,In development,NA,Ujscie Odry i Zalew Szczecinski,17,Poland,52612,31.12.2009,17334.97259
Ujscie Odry i Zalew Szczecinski,Ujscie Odry i Zalew Szczecinski PLH320018 protection plan,301,In development,NA,Ujscie Odry i Zalew Szczecinski,17,Poland,52612,31.12.2009,17334.97259
Wolin i Uznam,Wolin i Uznam PLH320019 protection plan,86,In development,NA,Wolin i Uznam,16,Poland,30792,14.7.2005,2566.81091
Wolin i Uznam,Delta Swiny PLB320002 protection plan,86,In development,NA,Wolin i Uznam,16,Poland,30792,14.7.2005,2566.81091
Wolin i Uznam,Zalew Kamienski i Dziwna PLB320011 protection plan,86,In development,NA,Wolin i Uznam,16,Poland,30792,14.7.2005,2566.81091
Wolin i Uznam,Wolin i Uznam PLH320019 protection plan,86,In development,NA,Wolin i Uznam,17,Poland,30792,14.7.2005,17334.97259
Wolin i Uznam,Delta Swiny PLB320002 protection plan,86,In development,NA,Wolin i Uznam,17,Poland,30792,14.7.2005,17334.97259
Wolin i Uznam,Zalew Kamienski i Dziwna PLB320011 protection plan,86,In development,NA,Wolin i Uznam,17,Poland,30792,14.7.2005,17334.97259
Zatoka Pomorska,Ostoja na Zatoce Pomorskiej PLH990002 protection plan,170,In development,NA,Zatoka Pomorska,16,Poland,309155,31.12.2009,2566.81091
Zatoka Pomorska,Zatoka Pomorska PLB990003 protection plan,170,In development,NA,Zatoka Pomorska,16,Poland,309155,31.12.2009,2566.81091
Zatoka Pomorska,Ostoja na Zatoce Pomorskiej PLH990002 protection plan,170,In development,NA,Zatoka Pomorska,17,Poland,309155,31.12.2009,17334.97259
Zatoka Pomorska,Zatoka Pomorska PLB990003 protection plan,170,In development,NA,Zatoka Pomorska,17,Poland,309155,31.12.2009,17334.97259
Przybrzezne Wody Baltyku,Przybrzezne Wody Baltyku PLB990002 protection plan,179,In development,NA,Przybrzezne Wody Baltyku,17,Poland,194627,31.12.2009,17334.97259
Przybrzezne Wody Baltyku,Przybrzezne Wody Baltyku PLB990002 protection plan,179,In development,NA,Przybrzezne Wody Baltyku,21,Poland,194627,31.12.2009,11013.8982
Przybrzezne Wody Baltyku,Przybrzezne Wody Baltyku PLB990002 protection plan,179,In development,NA,Przybrzezne Wody Baltyku,18,Poland,194627,31.12.2009,3682.83573
Zatoka Pucka,Zatoka Pucka PLB220005 protection plan,84,In development,NA,Zatoka Pucka,18,Poland,62430.3984375,13.7.2005,3682.83573
Zatoka Pucka,Zatoka Pucka PLH220032 protection plan,84,In development,NA,Zatoka Pucka,18,Poland,62430.3984375,13.7.2005,3682.83573
Ujscie Wisly,Ostoja w Ujsciu Wisly PLH220044 protection plan,302,In development,NA,Ujscie Wisly,18,Poland,1748.09997558,31.12.2009,3682.83573
Ujscie Wisly,Ujscie Wisly PLB220004 protection plan,302,In development,NA,Ujscie Wisly,18,Poland,1748.09997558,31.12.2009,3682.83573
Mejl Flak,Forslag til Natura 2000-plan 2015-2021 for Mejl Flak Natura 2000-omrade nr. 194 Habitatomrade H170,286,In development,NA,Mejl Flak,3,Denmark,3907,16.12.2009,10369.11323
Adler Grund og Roenne Banke,Udkast til Natura 2000 plan 2016-21 for Adler Grund og Roenne Banke,275,In development,NA,Adler Grund og Rønne Banke,12,Denmark,31910,16.12.2009,6272.53375
Adler Grund og Roenne Banke,Udkast til Natura 2000 plan 2016-21 for Adler Grund og Roenne Banke,275,In development,NA,Adler Grund og Rønne Banke,13,Denmark,31910,16.12.2009,7071.49776
Femern Baelt,Udkast til Natura 2000-plan 2016-2021 for Femern Baelt - Natura 2000-omrade nr. 251 - Habitatomrade H260,278,In development,NA,Femern Bælt,3,Denmark,11456,16.12.2009,10369.11323
Femern Baelt,Udkast til Natura 2000-plan 2016-2021 for Femern Baelt - Natura 2000-omrade nr. 251 - Habitatomrade H260,278,In development,NA,Femern Bælt,7,Denmark,11456,16.12.2009,1208.87616
Femern Baelt,Udkast til Natura 2000-plan 2016-2021 for Femern Baelt - Natura 2000-omrade nr. 251 - Habitatomrade H260,278,In development,NA,Femern Bælt,8,Denmark,11456,16.12.2009,2079.47971
Gilleleje Flak og Tragten,Forslag til Natura 2000-plan 2016-2021 for Gilleleje Flak og Tragten Natura 2000-omrade nr. 195 Habitatomrade H171,279,In development,NA,Gilleleje Flak og Tragten,2,Denmark,15034,16.12.2009,15300.69996
Gilleleje Flak og Tragten,Forslag til Natura 2000-plan 2016-2021 for Gilleleje Flak og Tragten Natura 2000-omrade nr. 195 Habitatomrade H171,279,In development,NA,Gilleleje Flak og Tragten,6,Denmark,15034,16.12.2009,588.38712
Gilleleje Flak og Tragten,Forslag til Natura 2000-plan 2016-2021 for Gilleleje Flak og Tragten Natura 2000-omrade nr. 195 Habitatomrade H171,279,In development,NA,Gilleleje Flak og Tragten,5,Denmark,15034,16.12.2009,612.66514
Northern Midsjoebanken,-0,116,In development,NA,Northern Midsjöbanken,14,Sweden,98400,9.11.2009,15096.6004
Northern Midsjoebanken,-0,116,In development,NA,Northern Midsjöbanken,20,Sweden,98400,9.11.2009,21941.00756
Northern Midsjoebanken,-0,116,In development,NA,Northern Midsjöbanken,26,Sweden,98400,9.11.2009,27456.05692
Morups Bank,-0,295,In development,NA,Morups Bank,1,Sweden,567,9.11.2009,6739.5362
Stora Middelgrund och Roede Bank,-0,296,In development,NA,Stora Middelgrund och Röde Bank,2,Sweden,11425,9.11.2009,15300.69996
Stora Middelgrund och Roede Bank,-0,296,In development,NA,Stora Middelgrund och Röde Bank,1,Sweden,11425,9.11.2009,6739.5362
Haparanda Archipelago,Haparanda-skaergard Nature reserve,101,In development,NA,Haparanda Archipelago,42,Sweden,46296,24.9.2008,14930.90472
Haparanda Archipelago,Haparanda-skaergard Nature reserve,101,In development,NA,Haparanda Archipelago,41,Sweden,46296,24.9.2008,17335.82956
Stora Nassa-Sv. Hoegarna,Svenska Hoegarnas marina naturreservat,106,In development,NA,Stora Nassa-Sv. Högarna,29,Sweden,29852,16.9.2008,17728.40167
The state Baltic sea marine reserve,-0,125,In development,NA,The state Baltic sea marine reserve,23,Lithuania,14027,25.5.2005,6139.73941
	Outer Bothnian Threshold Archipelago (The Quark),No Plan,140,In development,NA,Merenkurkun saaristo /Outer Bothnian Threshold Archipelago (The Quark),38,Finland,128162,19.9.2005,28136.78846
	Outer Bothnian Threshold Archipelago (The Quark),No Plan,140,In development,NA,Merenkurkun saaristo /Outer Bothnian Threshold Archipelago (The Quark),40,Finland,128162,19.9.2005,4932.99666
	Hailuoto northshore,Hailuodon Natura 2000 -alueiden hoito- ja kaeyttoesuunnitelma 2013�2027,147,In development,NA,"Hailuoto, pohjoisranta/ Hailuoto northshore",42,Finland,3671,19.9.2005,14930.90472
Kirkkosalmi,Hailuodon Natura 2000 -alueiden hoito- ja kaeyttoesuunnitelma 2013�2027,148,In development,NA,Kirkkosalmi,42,Finland,1019,19.9.2005,14930.90472
Isomatala-Maasyvaenlahti,Hailuodon Natura 2000 -alueiden hoito- ja kaeyttoesuunnitelma 2013�2027,149,In development,NA,Isomatala-Maasyvänlahti,42,Finland,1531,19.9.2005,14930.90472
	Soederskaer and Langoeren Archipelago,Soederskaerin ja Langoerenin saaristojen hoito ja kaeyttoesuunnitelma,159,In development,NA,Söderskärin ja Långörenin saaristo /Söderskär and Långören Archipelago,32,Finland,18219,19.9.2005,9549.67733
	Porvoonjoki estuary-Stensboele,No Plan,160,In development,NA,Porvoonjoen suisto - Stensböle /Porvoonjoki estuary-Stensböle,32,Finland,1331,19.9.2005,9549.67733
Pommersche Bucht-Roennebank,-0,172,In development,NA,Pommersche Bucht-Rönnebank,13,Germany,209018,1.4.2004,7071.49776
Pommersche Bucht-Roennebank,-0,172,In development,NA,Pommersche Bucht-Rönnebank,16,Germany,209018,1.4.2004,2566.81091
Pommersche Bucht-Roennebank,-0,172,In development,NA,Pommersche Bucht-Rönnebank,17,Germany,209018,1.4.2004,17334.97259
"Kuestenbereiche Flensburger Foerde von Flensburg bis Geltinger Birk, Flengurger Foerde",-0,173,In development,NA,"Küstenbereiche Flensburger Förde von Flensburg bis Geltinger Birk, Flengurger Förde",3,Germany,23362,1.4.2009,10369.11323
"Kuestenbereiche Flensburger Foerde von Flensburg bis Geltinger Birk, Flengurger Foerde",-0,173,In development,NA,"Küstenbereiche Flensburger Förde von Flensburg bis Geltinger Birk, Flengurger Förde",4,Germany,23362,1.4.2009,140.98877
"Kuestenbereiche Flensburger Foerde von Flensburg bis Geltinger Birk, Flengurger Foerde",-0,173,In development,NA,"Küstenbereiche Flensburger Förde von Flensburg bis Geltinger Birk, Flengurger Förde",8,Germany,23362,1.4.2009,2079.47971
Schlei incl. Schleimuende und vorgelagerter Flachgruende,-0,174,In development,NA,Schlei incl. Schleimünde und vorgelagerter Flachgründe,8,Germany,17434,1.2.2006,2079.47971
"Eckernfoerder Bucht mit Flachgruenden, Suedkueste der Eckernfoerder Bucht und vorgelagerte Flachgruende",-0,175,In development,NA,"Eckernförder Bucht mit Flachgründen, Südküste der Eckernförder Bucht und vorgelagerte Flachgründe",8,Germany,20302,1.3.2009,2079.47971
"Kuestenlandschaft Bottsand - Marzkamp u. vorgelagerte Flachgruende, Oestlichen Kieler Bucht",-0,176,In development,NA,"Küstenlandschaft Bottsand - Marzkamp u. vorgelagerte Flachgründe, Östlichen Kieler Bucht",8,Germany,142003,1.3.2009,2079.47971
"Staberhuk, Grossenbrode Meeresbereiche, Wagrien, Sagas-Bank",-0,177,In development,NA,"Staberhuk, Großenbrode Meeresbereiche, Wagrien, Sagas-Bank",10,Germany,46055,1.3.2009,3438.82204
"Staberhuk, Grossenbrode Meeresbereiche, Wagrien, Sagas-Bank",-0,177,In development,NA,"Staberhuk, Großenbrode Meeresbereiche, Wagrien, Sagas-Bank",8,Germany,46055,1.3.2009,2079.47971
Lundakrabukten,Lundakrabukten,193,In development,NA,Lundåkrabukten,5,Sweden,1963,30.9.2008,612.66514
Vaeinameri,-0,207,In development,NA,Väinameri,28,Estonia,271297,1.4.2009,10774.55332
Vaeinameri,-0,207,In development,NA,Väinameri,31,Estonia,271297,1.4.2009,11841.39906
Nida-Perkone,"Aizsargajamas juras teritorijas Nida-Perkone"" dabas aizsardzibas plans""",309,In development,NA,Nida-Perkone,24,Latvia,36703,16.1.2013,20977.58487
Rigas lica rietumu piekraste,AIZSARGAJAMAS JURAS TERITORIJAS �RIGAS LICA RIETUMU PIEKRASTE� DABAS AIZSARDZBAS PLANS,306,In development,NA,Rigas lica rietumu piekraste,27,Latvia,132172,16.1.2013,7993.91788
	Oura Archipelago,No plan,141,No plan,NA,Ouran saaristo /Oura Archipelago,38,Finland,3073,19.9.2005,28136.78846
	Uusikaupunki Archipelago,No Plan,142,No plan,NA,Uudenkaupungin saaristo/ Uusikaupunki Archipelago,36,Finland,55992,19.9.2005,12405.68538
	Uusikaupunki Archipelago,No Plan,142,No plan,NA,Uudenkaupungin saaristo/ Uusikaupunki Archipelago,38,Finland,55992,19.9.2005,28136.78846
	Archipelago Sea,No Plan,143,No plan,NA,Saaristomeri /Archipelago Sea,36,Finland,59842,19.9.2005,12405.68538
	Archipelago Sea,No Plan,143,No plan,NA,Saaristomeri /Archipelago Sea,30,Finland,59842,19.9.2005,9800.24404
	Liminganlahti,No Plan,150,No plan,NA,Liminka Bay /Liminganlahti,42,Finland,11823,19.9.2005,14930.90472
	Uusikaarlepyy Archipelago,No Plan,154,No plan,NA,Uudenkaarlepyyn saaristo /Uusikaarlepyy Archipelago,42,Finland,3210,19.9.2005,14930.90472
	Uusikaarlepyy Archipelago,No Plan,154,No plan,NA,Uudenkaarlepyyn saaristo /Uusikaarlepyy Archipelago,40,Finland,3210,19.9.2005,4932.99666
	Naerpioe Archipelago,No Plan,155,No plan,NA,Närpiön saaristo /Närpiö Archipelago,38,Finland,11828,19.9.2005,28136.78846
	Kristiinankaupunki Archipelago,No Plan,156,No plan,NA,Kristiinankaupungin saaristo /Kristiinankaupunki Archipelago,38,Finland,8059,19.9.2005,28136.78846
	Kirkkonummi Archipelago,No plan,158,No plan,NA,Kirkkonummen saaristo/ Kirkkonummi Archipelago,32,Finland,1750,19.9.2005,9549.67733
	Pernajabay and Pernaja Archipelago marine protection areas,No Plan,161,No plan,NA,Pernajanlahtien ja Pernajan saariston merensuojelualue /Pernajabay and Pernaja Archipelago marine protection areas,32,Finland,65755,22.11.2006,9549.67733
NA,NA,95,NA,NA,Kura Kurk,25,Estonia,197300,1.4.2009,5414.05646
NA,NA,95,NA,NA,Kura Kurk,28,Estonia,197300,1.4.2009,10774.55332
NA,NA,95,NA,NA,Kura Kurk,24,Estonia,197300,1.4.2009,20977.58487
NA,NA,95,NA,NA,Kura Kurk,27,Estonia,197300,1.4.2009,7993.91788
NA,NA,94,NA,NA,Pärnu lahe,28,Estonia,114400,1.4.2009,10774.55332
NA,NA,2,NA,NA,Jasmund National Park,13,Germany,3003,13.7.2005,7071.49776
NA,NA,3,NA,NA,Vorpommersche Boddenlandshaft National Park (West-Pommeranian Lagoon National Park),13,Germany,80500,13.7.2005,7071.49776
NA,NA,3,NA,NA,Vorpommersche Boddenlandshaft National Park (West-Pommeranian Lagoon National Park),10,Germany,80500,13.7.2005,3438.82204
NA,NA,110,NA,NA,Torhamns Archipelago,14,Sweden,10557,25.9.2008,15096.6004
NA,NA,171,NA,NA,Walkyriengrund,10,Germany,2224,1.3.2009,3438.82204
NA,NA,178,NA,NA,Ostseeküste am Brodtener Ufer,10,Germany,2084,1.3.2009,3438.82204
NA,NA,180,NA,NA,Fehmarnbelt,7,Germany,27992,21.5.2008,1208.87616
NA,NA,180,NA,NA,Fehmarnbelt,10,Germany,27992,21.5.2008,3438.82204
NA,NA,180,NA,NA,Fehmarnbelt,8,Germany,27992,21.5.2008,2079.47971
NA,NA,181,NA,NA,Kadetrinne,12,Germany,10007,1.4.2004,6272.53375
NA,NA,181,NA,NA,Kadetrinne,9,Germany,10007,1.4.2004,1144.29301
NA,NA,181,NA,NA,Kadetrinne,13,Germany,10007,1.4.2004,7071.49776
NA,NA,181,NA,NA,Kadetrinne,10,Germany,10007,1.4.2004,3438.82204
NA,NA,303,NA,NA,Ainazi-Salacgriva,28,Latvia,7113,16.1.2013,10774.55332
NA,NA,303,NA,NA,Ainazi-Salacgriva,27,Latvia,7113,16.1.2013,7993.91788
NA,NA,308,NA,NA,Akmensrags,24,Latvia,25829,16.1.2013,20977.58487
NA,NA,307,NA,NA,Irbes saurums,25,Latvia,172412,16.1.2013,5414.05646
NA,NA,307,NA,NA,Irbes saurums,28,Latvia,172412,16.1.2013,10774.55332
NA,NA,307,NA,NA,Irbes saurums,24,Latvia,172412,16.1.2013,20977.58487
NA,NA,307,NA,NA,Irbes saurums,27,Latvia,172412,16.1.2013,7993.91788
NA,NA,305,NA,NA,Selga uz rietumiem no Tujas,27,Latvia,58600,16.1.2013,7993.91788
NA,NA,304,NA,NA,Vitrupe-Tuja,27,Latvia,3577,16.1.2013,7993.91788
NA,NA,87,NA,NA,Lawica Slupska,17,Poland,80050.296875,31.12.2009,17334.97259
NA,NA,311,NA,NA,Baltic Sea Biosphere Polygon,23,Lithuania,31959,23.5.2013,6139.73941
NA,NA,311,NA,NA,Baltic Sea Biosphere Polygon,22,Lithuania,31959,23.5.2013,9466.30104
