BSPA_ID,status_csv,status_shape,BHI_ID,country,weight_csv,weight_shape,score
271,Designated_and_managed,Managed,7,Denmark,1,1,0
289,Designated_and_managed,Managed,2,Denmark,1,1,0
273,Designated_and_managed,Managed,12,Denmark,1,1,0
281,Designated_and_managed,Managed,12,Denmark,1,1,0
253,Designated_and_managed,Managed,2,Denmark,1,1,0
268,Designated_and_managed,Managed,3,Denmark,1,1,0
292,Designated_and_managed,Managed,2,Denmark,1,1,0
280,Designated_and_managed,Managed,2,Denmark,1,1,0
264,Designated_and_managed,Managed,12,Denmark,1,1,0
258,Designated_and_managed,Managed,12,Denmark,1,1,0
263,Designated_and_managed,Managed,3,Denmark,1,1,0
291,Designated_and_managed,Managed,12,Denmark,1,1,0
266,Designated_and_managed,Managed,3,Denmark,1,1,0
252,Designated_and_managed,Managed,3,Denmark,1,1,0
248,Designated_and_managed,Managed,3,Denmark,1,1,0
262,Designated_and_managed,Managed,3,Denmark,1,1,0
270,Designated_and_managed,Managed,12,Denmark,1,1,0
247,Designated_and_managed,Managed,12,Denmark,1,1,0
256,Designated_and_managed,Managed,12,Denmark,1,1,0
256,Designated_and_managed,Managed,15,Denmark,1,1,0
245,Designated_and_managed,Managed,12,Denmark,1,1,0
261,Designated_and_managed,Managed,3,Denmark,1,1,0
283,Designated_and_managed,Managed,3,Denmark,1,1,0
284,Designated_and_managed,Managed,3,Denmark,1,1,0
284,Designated_and_managed,Managed,2,Denmark,1,1,0
282,Designated_and_managed,Managed,2,Denmark,1,1,0
272,Designated_and_managed,Managed,3,Denmark,1,1,0
274,Designated_and_managed,Managed,2,Denmark,1,1,0
286,Designated,Designated,3,Denmark,0.3,0.3,0
275,Designated,Designated,12,Denmark,0.3,0.3,0
275,Designated,Designated,13,Denmark,0.3,0.3,0
257,Designated_and_managed,Managed,2,Denmark,1,1,0
255,Designated_and_managed,Managed,3,Denmark,1,1,0
260,Designated_and_managed,Managed,2,Denmark,1,1,0
288,Designated_and_managed,Managed,3,Denmark,1,1,0
278,Designated,Designated,3,Denmark,0.3,0.3,0
278,Designated,Designated,7,Denmark,0.3,0.3,0
278,Designated,Designated,8,Denmark,0.3,0.3,0
279,Designated,Designated,2,Denmark,0.3,0.3,0
279,Designated,Designated,6,Denmark,0.3,0.3,0
279,Designated,Designated,5,Denmark,0.3,0.3,0
267,Designated_and_managed,Managed,2,Denmark,1,1,0
250,Designated_and_managed,Managed,3,Denmark,1,1,0
250,Designated_and_managed,Managed,7,Denmark,1,1,0
250,Designated_and_managed,Managed,4,Denmark,1,1,0
250,Designated_and_managed,Managed,8,Denmark,1,1,0
277,Designated_and_managed,Managed,2,Denmark,1,1,0
285,Designated_and_managed,Managed,2,Denmark,1,1,0
116,Designated,Designated,14,Sweden,0.3,0.3,0
116,Designated,Designated,20,Sweden,0.3,0.3,0
116,Designated,Designated,26,Sweden,0.3,0.3,0
295,Designated,Designated,1,Sweden,0.3,0.3,0
296,Designated,Designated,2,Sweden,0.3,0.3,0
296,Designated,Designated,1,Sweden,0.3,0.3,0
297,Designated_and_managed,Designated,37,Sweden,1,0.3,0.2
298,Designated_and_managed,Managed,37,Sweden,1,1,0
299,Designated_and_managed,Managed,41,Sweden,1,1,0
300,Designated_and_managed,Managed,26,Sweden,1,1,0
95,Designated,Designated,25,Estonia,0.3,0.3,0
95,Designated,Designated,28,Estonia,0.3,0.3,0
95,Designated,Designated,24,Estonia,0.3,0.3,0
95,Designated,Designated,27,Estonia,0.3,0.3,0
94,Designated,Designated,28,Estonia,0.3,0.3,0
206,Designated_and_managed,Managed,34,Estonia,1,1,0
2,NA,Managed,13,Germany,1,1,0
3,NA,Managed,13,Germany,1,1,0
3,NA,Managed,10,Germany,1,1,0
88,Designated_and_managed,Managed,34,Estonia,1,1,0
90,Designated_and_managed,Managed,31,Estonia,1,1,0
91,Designated_and_managed,Managed,25,Estonia,1,1,0
91,Designated_and_managed,Managed,31,Estonia,1,1,0
101,Designated_and_partly_managed,Designated,42,Sweden,0.6,0.3,0.2
101,Designated_and_partly_managed,Designated,41,Sweden,0.6,0.3,0.2
103,Designated_and_managed,Managed,39,Sweden,1,1,0
104,Designated_and_managed,Managed,37,Sweden,1,1,0
105,Designated_and_managed,Managed,35,Sweden,1,1,0
106,Designated_and_partly_managed,Managed,29,Sweden,0.6,1,-0.2
107,Designated_and_managed,Managed,29,Sweden,1,1,0
108,Designated_and_managed,Managed,26,Sweden,1,1,0
109,Designated_and_managed,Managed,20,Sweden,1,1,0
109,Designated_and_managed,Managed,29,Sweden,1,1,0
109,Designated_and_managed,Managed,26,Sweden,1,1,0
110,NA,Designated,14,Sweden,0.3,0.3,0
111,Designated_and_managed,Managed,11,Sweden,1,1,0
112,Designated_and_managed,Managed,1,Sweden,1,1,0
112,Designated_and_managed,Managed,5,Sweden,1,1,0
113,Designated_and_managed,Managed,1,Sweden,1,1,0
115,Designated_and_managed,Managed,20,Sweden,1,1,0
115,Designated_and_managed,Managed,26,Sweden,1,1,0
118,Designated_and_managed,Managed,1,Sweden,1,1,0
119,Designated_and_managed,Managed,1,Sweden,1,1,0
122,Designated_and_managed,Managed,23,Lithuania,1,1,0
122,Designated_and_managed,Managed,22,Lithuania,1,1,0
123,Designated_and_managed,Managed,23,Lithuania,1,1,0
124,Designated_and_managed,Managed,23,Lithuania,1,1,0
124,Designated_and_managed,Managed,22,Lithuania,1,1,0
125,Designated,Designated,23,Lithuania,0.3,0.3,0
126,Designated_and_managed,Managed,15,Denmark,1,1,0
128,Designated_and_managed,Managed,3,Denmark,1,1,0
129,Designated_and_managed,Managed,12,Denmark,1,1,0
129,Designated_and_managed,Managed,6,Denmark,1,1,0
130,Designated_and_managed,Managed,3,Denmark,1,1,0
131,Designated_and_managed,Managed,2,Denmark,1,1,0
133,Designated_and_managed,Managed,2,Denmark,1,1,0
137,Designated_and_managed,Managed,2,Denmark,1,1,0
139,Designated_and_managed,Managed,42,Finland,1,1,0
140,Designated,Designated,38,Finland,0.3,0.3,0
140,Designated,Designated,40,Finland,0.3,0.3,0
141,Designated,Designated,38,Finland,0.3,0.3,0
142,Designated,Designated,36,Finland,0.3,0.3,0
142,Designated,Designated,38,Finland,0.3,0.3,0
143,Designated,Managed,36,Finland,0.3,1,-0.2
143,Designated,Managed,30,Finland,0.3,1,-0.2
144,Designated_and_managed,Managed,32,Finland,1,1,0
145,Designated_and_managed,Managed,32,Finland,1,1,0
145,Designated_and_managed,Managed,33,Finland,1,1,0
147,Designated,Designated,42,Finland,0.3,0.3,0
148,Designated,Designated,42,Finland,0.3,0.3,0
149,Designated,Designated,42,Finland,0.3,0.3,0
150,Designated,Managed,42,Finland,0.3,1,-0.2
151,Designated_and_managed,Managed,42,Finland,1,1,0
152,Designated_and_managed,Managed,42,Finland,1,1,0
153,Designated_and_managed,Managed,42,Finland,1,1,0
154,Designated,Designated,42,Finland,0.3,0.3,0
154,Designated,Designated,40,Finland,0.3,0.3,0
155,Designated,Designated,38,Finland,0.3,0.3,0
156,Designated,Designated,38,Finland,0.3,0.3,0
157,Designated,Managed,36,Finland,0.3,1,-0.2
157,Designated,Managed,32,Finland,0.3,1,-0.2
157,Designated,Managed,30,Finland,0.3,1,-0.2
158,Designated,Designated,32,Finland,0.3,0.3,0
159,Designated,Designated,32,Finland,0.3,0.3,0
160,Designated,Managed,32,Finland,0.3,1,-0.2
161,Designated,Managed,32,Finland,0.3,1,-0.2
171,NA,Designated,10,Germany,0.3,0.3,0
172,Designated,Designated,13,Germany,0.3,0.3,0
172,Designated,Designated,16,Germany,0.3,0.3,0
172,Designated,Designated,17,Germany,0.3,0.3,0
173,Designated,Designated,3,Germany,0.3,0.3,0
173,Designated,Designated,4,Germany,0.3,0.3,0
173,Designated,Designated,8,Germany,0.3,0.3,0
174,Designated,Designated,8,Germany,0.3,0.3,0
175,Designated,Designated,8,Germany,0.3,0.3,0
176,Designated,Designated,8,Germany,0.3,0.3,0
177,Designated,Designated,10,Germany,0.3,0.3,0
177,Designated,Designated,8,Germany,0.3,0.3,0
178,NA,Designated,10,Germany,0.3,0.3,0
180,NA,Designated,7,Germany,0.3,0.3,0
180,NA,Designated,10,Germany,0.3,0.3,0
180,NA,Designated,8,Germany,0.3,0.3,0
181,NA,Designated,12,Germany,0.3,0.3,0
181,NA,Designated,9,Germany,0.3,0.3,0
181,NA,Designated,13,Germany,0.3,0.3,0
181,NA,Designated,10,Germany,0.3,0.3,0
184,Designated_and_managed,Managed,15,Denmark,1,1,0
185,Designated_and_managed,Managed,3,Denmark,1,1,0
186,Designated_and_managed,Managed,3,Denmark,1,1,0
187,Designated_and_managed,Managed,9,Denmark,1,1,0
187,Designated_and_managed,Managed,3,Denmark,1,1,0
187,Designated_and_managed,Managed,7,Denmark,1,1,0
189,Designated_and_managed,Managed,37,Sweden,1,1,0
190,Designated_and_managed,Managed,37,Sweden,1,1,0
191,Designated_and_managed,Managed,29,Sweden,1,1,0
192,Designated_and_managed,Managed,26,Sweden,1,1,0
193,Designated_and_partly_managed,Designated,5,Sweden,0.6,0.3,0.2
194,Designated_and_managed,Managed,1,Sweden,1,1,0
207,Designated,Designated,28,Estonia,0.3,0.3,0
207,Designated,Designated,31,Estonia,0.3,0.3,0
188,Designated_and_managed,Managed,2,Denmark,1,1,0
136,Designated_and_managed,Managed,2,Denmark,1,1,0
132,Designated_and_managed,Managed,2,Denmark,1,1,0
132,Designated_and_managed,Managed,1,Denmark,1,1,0
135,Designated_and_managed,Managed,2,Denmark,1,1,0
134,Designated_and_managed,Managed,2,Denmark,1,1,0
303,Designated,Designated,28,Latvia,0.3,0.3,0
303,Designated,Designated,27,Latvia,0.3,0.3,0
308,Designated,Designated,24,Latvia,0.3,0.3,0
307,Designated,Designated,25,Latvia,0.3,0.3,0
307,Designated,Designated,28,Latvia,0.3,0.3,0
307,Designated,Designated,24,Latvia,0.3,0.3,0
307,Designated,Designated,27,Latvia,0.3,0.3,0
309,Designated,Managed,24,Latvia,0.3,1,-0.2
305,Designated,Designated,27,Latvia,0.3,0.3,0
304,Designated,Designated,27,Latvia,0.3,0.3,0
306,Designated,Managed,27,Latvia,0.3,1,-0.2
87,Designated,Designated,17,Poland,0.3,0.3,0
244,Designated_and_managed,Managed,2,Denmark,1,1,0
249,Designated_and_managed,Managed,3,Denmark,1,1,0
310,Designated_and_managed,Managed,23,Lithuania,1,1,0
310,Designated_and_managed,Managed,22,Lithuania,1,1,0
311,Designated,Designated,23,Lithuania,0.3,0.3,0
311,Designated,Designated,22,Lithuania,0.3,0.3,0
