Country;Year;PARAM;MUNIT;DETLI;LMQNT
Finland;2002;CB28;ug/kg;0.04;
Finland;2002;CB101;ug/kg;0.014;
Finland;2002;CB118;ug/kg;0.015;
Finland;2002;CB138;ug/kg;0.04;
Finland;2002;CB153;ug/kg;0.026;
Finland;2002;CB180;ug/kg;0.0091;
Finland;2002;CB28;ug/kg;0.034;
Finland;2002;CB52;ug/kg;0.015;
Finland;2002;CB101;ug/kg;0.018;
Finland;2002;CB118;ug/kg;0.019;
Finland;2002;CB138;ug/kg;0.051;
Finland;2002;CB153;ug/kg;0.034;
Finland;2002;CB180;ug/kg;0.012;
Finland;2002;CB28;ug/kg;0.043;
Finland;2002;CB52;ug/kg;0.019;
Finland;2002;CB101;ug/kg;0.013;
Finland;2002;CB118;ug/kg;0.014;
Finland;2002;CB138;ug/kg;0.036;
Finland;2002;CB153;ug/kg;0.024;
Finland;2002;CB180;ug/kg;0.0082;
Finland;2002;CB28;ug/kg;0.031;
Finland;2001;CB101;ug/kg;0.069;
Finland;2001;CB118;ug/kg;0.033;
Finland;2001;CB138;ug/kg;0.019;
Finland;2001;CB153;ug/kg;0.013;
Finland;2001;CB180;ug/kg;0.011;
Finland;2001;CB28;ug/kg;0.015;
Finland;2001;CB52;ug/kg;0.064;
Finland;2001;CB101;ug/kg;0.11;
Finland;2001;CB118;ug/kg;0.051;
Finland;2001;CB138;ug/kg;0.029;
Finland;2001;CB153;ug/kg;0.02;
Finland;2001;CB180;ug/kg;0.017;
Finland;2001;CB28;ug/kg;0.023;
Finland;2001;CB52;ug/kg;0.1;
Finland;2001;CB101;ug/kg;0.08;
Finland;2001;CB118;ug/kg;0.038;
Finland;2001;CB138;ug/kg;0.022;
Finland;2001;CB153;ug/kg;0.015;
Finland;2001;CB180;ug/kg;0.013;
Finland;2001;CB28;ug/kg;0.017;
Finland;2001;CB52;ug/kg;0.074;
Finland;2001;CB101;ug/kg;0.082;
Finland;2001;CB118;ug/kg;0.039;
Finland;2001;CB153;ug/kg;0.016;
Finland;2001;CB28;ug/kg;0.018;
Finland;2001;CB52;ug/kg;0.076;
Finland;2001;CB101;ug/kg;0.12;
Finland;2001;CB118;ug/kg;0.059;
Finland;2001;CB138;ug/kg;0.033;
Finland;2001;CB153;ug/kg;0.024;
Finland;2001;CB180;ug/kg;0.02;
Finland;2001;CB28;ug/kg;0.027;
Finland;2001;CB52;ug/kg;0.11;
Finland;2001;CB101;ug/kg;0.068;
Finland;2001;CB118;ug/kg;0.032;
Finland;2001;CB138;ug/kg;0.018;
Finland;2001;CB52;ug/kg;0.063;
Finland;2001;CB101;ug/kg;0.076;
Finland;2001;CB118;ug/kg;0.036;
Finland;2001;CB138;ug/kg;0.021;
Finland;2001;CB180;ug/kg;0.012;
Finland;2001;CB28;ug/kg;0.016;
Finland;2001;CB52;ug/kg;0.07;
Finland;2001;CB101;ug/kg;0.043;
Finland;2001;CB118;ug/kg;0.021;
Finland;2001;CB138;ug/kg;0.012;
Finland;2001;CB153;ug/kg;0.0082;
Finland;2001;CB180;ug/kg;0.0069;
Finland;2001;CB28;ug/kg;0.0093;
Finland;2001;CB52;ug/kg;0.04;
Finland;2001;CB101;ug/kg;0.052;
Finland;2001;CB118;ug/kg;0.025;
Finland;2001;CB138;ug/kg;0.014;
Finland;2001;CB153;ug/kg;0.0099;
Finland;2001;CB180;ug/kg;0.0083;
Finland;2001;CB28;ug/kg;0.011;
Finland;2001;CB52;ug/kg;0.048;
Finland;2001;CB101;ug/kg;0.031;
Finland;2001;CB118;ug/kg;0.015;
Finland;2001;CB138;ug/kg;0.0083;
Finland;2001;CB153;ug/kg;0.0059;
Finland;2001;CB180;ug/kg;0.005;
Finland;2001;CB28;ug/kg;0.0066;
Finland;2001;CB52;ug/kg;0.029;
Finland;1999;CB101;ug/kg;1.2;
Finland;1999;CB118;ug/kg;0.85;
Finland;1999;CB138;ug/kg;0.739;
Finland;1999;CB153;ug/kg;0.929;
Finland;1999;CB180;ug/kg;0.45;
Finland;1999;CB28;ug/kg;0.79;
Finland;1999;CB52;ug/kg;1.45;
Finland;2007;CB101;ug/kg;0.2;
Finland;2007;CB118;ug/kg;0.2;
Finland;2007;CB138;ug/kg;0.2;
Finland;2007;CB153;ug/kg;0.2;
Finland;2007;CB180;ug/kg;0.2;
Finland;2007;CB28;ug/kg;0.2;
Finland;2007;CB52;ug/kg;0.2;
Poland;1998;CB28;ug/kg;0.01;
Poland;1998;CB52;ug/kg;0.01;
Poland;1998;CB101;ug/kg;0.01;
Poland;1998;CB118;ug/kg;0.01;
Poland;1998;CB138;ug/kg;0.01;
Poland;1998;CB153;ug/kg;0.01;
Poland;1998;CB180;ug/kg;0.01;
Poland;2008;CB28;ug/kg;0.01;
Poland;2008;CB52;ug/kg;0.01;
Poland;2008;CB101;ug/kg;0.01;
Poland;2008;CB118;ug/kg;0.01;
Poland;2008;CB138;ug/kg;0.01;
Poland;2008;CB153;ug/kg;0.01;
Poland;2008;CB180;ug/kg;0.01;
Poland;2007;CB28;ug/kg;0.01;
Poland;2007;CB52;ug/kg;0.01;
Poland;2007;CB101;ug/kg;0.01;
Poland;2007;CB118;ug/kg;0.01;
Poland;2007;CB138;ug/kg;0.01;
Poland;2007;CB153;ug/kg;0.01;
Poland;2007;CB180;ug/kg;0.01;
Poland;2006;CB28;ug/kg;0.01;
Poland;2006;CB52;ug/kg;0.01;
Poland;2006;CB101;ug/kg;0.01;
Poland;2006;CB118;ug/kg;0.01;
Poland;2006;CB138;ug/kg;0.01;
Poland;2006;CB153;ug/kg;0.01;
Poland;2006;CB180;ug/kg;0.01;
Poland;2005;CB28;ug/kg;0.01;
Poland;2005;CB52;ug/kg;0.01;
Poland;2005;CB101;ug/kg;0.01;
Poland;2005;CB118;ug/kg;0.01;
Poland;2005;CB138;ug/kg;0.01;
Poland;2005;CB153;ug/kg;0.01;
Poland;2005;CB180;ug/kg;0.01;
Poland;2004;CB28;ug/kg;0.01;
Poland;2004;CB52;ug/kg;0.01;
Poland;2004;CB101;ug/kg;0.01;
Poland;2004;CB118;ug/kg;0.01;
Poland;2004;CB138;ug/kg;0.01;
Poland;2004;CB153;ug/kg;0.01;
Poland;2004;CB180;ug/kg;0.01;
Estonia;2006;CB52;ug/kg;;
Estonia;2006;CB180;ug/kg;;
Estonia;2006;CB153;ug/kg;;
Estonia;2006;CB101;ug/kg;;
Estonia;2006;CB28;ug/kg;;
Estonia;2006;CB118;ug/kg;;
Estonia;2006;CB138;ug/kg;;
Estonia;2007;CB52;ug/kg;;
Estonia;2007;CB138;ug/kg;;
Estonia;2007;CB101;ug/kg;;
Estonia;2007;CB28;ug/kg;;
Estonia;2007;CB180;ug/kg;;
Estonia;2007;CB118;ug/kg;;
Estonia;2007;CB153;ug/kg;;
Estonia;2008;CB101;ug/kg;;
Estonia;2008;CB180;ug/kg;;
Estonia;2008;CB138;ug/kg;;
Estonia;2008;CB52;ug/kg;;
Estonia;2008;CB28;ug/kg;;
Estonia;2008;CB118;ug/kg;;
Estonia;2008;CB153;ug/kg;;
Latvia;2002;CB52;ug/kg;;
Latvia;2002;CB101;ug/kg;;
Latvia;2002;CB118;ug/kg;;
Latvia;2002;CB138;ug/kg;;
Latvia;2002;CB153;ug/kg;;
Latvia;2002;CB180;ug/kg;;
Poland;2009;CB28;ng/g;;0.01
Poland;2009;CB52;ng/g;;0.07
Poland;2009;CB101;ng/g;;0.14
Poland;2009;CB118;ng/g;;0.21
Poland;2009;CB153;ng/g;;
Poland;2009;CB138;ng/g;;
Poland;2009;CB180;ng/g;;0.07
Poland;2009;CB153;ng/g;;0.06
Poland;2009;CB138;ng/g;;0.06
Poland;2009;CB28;ng/g;;0.13
Poland;2010;CB180;ng/g;;0.04
Poland;2010;CB28;ng/g;;0.12
Poland;2010;CB153;ng/g;;0.06
Poland;2010;CB138;ng/g;;0.05
Poland;2010;CB118;ng/g;;0.15
Poland;2010;CB101;ng/g;;0.08
Poland;2010;CB52;ng/g;;0.02
Germany;2006;CB101;ug/kg;0.03;0.08
Germany;2006;CB118;ug/kg;0.02;0.07
Germany;2006;CB138;ug/kg;0.02;0.06
Germany;2006;CB153;ug/kg;0.03;0.08
Germany;2006;CB180;ug/kg;0.01;0.04
Germany;2006;CB28;ug/kg;0.01;0.04
Germany;2006;CB52;ug/kg;0.03;0.09
Germany;2007;CB101;ug/kg;0.03;0.08
Germany;2007;CB118;ug/kg;0.02;0.07
Germany;2007;CB138;ug/kg;0.02;0.06
Germany;2007;CB153;ug/kg;0.03;0.08
Germany;2007;CB180;ug/kg;0.01;0.04
Germany;2007;CB28;ug/kg;0.01;0.04
Germany;2007;CB52;ug/kg;0.03;0.09
Germany;2010;CB101;ug/kg;0.03;0.08
Germany;2010;CB118;ug/kg;0.02;0.07
Germany;2010;CB138;ug/kg;0.02;0.06
Germany;2010;CB180;ug/kg;0.01;0.04
Germany;2010;CB28;ug/kg;0.01;0.04
Germany;2010;CB52;ug/kg;0.03;0.09
Germany;2010;CB153;ug/kg;0.03;0.08
Germany;2009;CB118;ug/kg;0.02;0.07
Germany;2009;CB138;ug/kg;0.02;0.06
Germany;2009;CB153;ug/kg;0.03;0.08
Germany;2009;CB180;ug/kg;0.01;0.04
Germany;2009;CB28;ug/kg;0.01;0.04
Germany;2009;CB52;ug/kg;0.03;0.09
Germany;2009;CB101;ug/kg;0.03;0.08
Germany;2008;CB101;ug/kg;0.03;0.08
Germany;2008;CB118;ug/kg;0.02;0.07
Germany;2008;CB138;ug/kg;0.02;0.06
Germany;2008;CB153;ug/kg;0.03;0.08
Germany;2008;CB180;ug/kg;0.01;0.04
Germany;2008;CB28;ug/kg;0.01;0.04
Germany;2008;CB52;ug/kg;0.03;0.09
Germany;2005;CB101;ug/kg;0.03;0.08
Germany;2005;CB118;ug/kg;0.02;0.07
Germany;2005;CB138;ug/kg;0.02;0.06
Germany;2005;CB153;ug/kg;0.03;0.08
Germany;2005;CB180;ug/kg;0.01;0.04
Germany;2005;CB28;ug/kg;0.01;0.04
Germany;2005;CB52;ug/kg;0.03;0.09
Poland;2011;CB101;ng/g;;0.02
Poland;2011;CB118;ng/g;;0.01
Poland;2011;CB138;ng/g;;0.06
Poland;2011;CB153;ng/g;;0.06
Poland;2011;CB180;ng/g;;0.03
Poland;2011;CB28;ng/g;;0.02
Poland;2011;CB52;ng/g;;0.01
Finland;2008;CB101;ug/kg;;
Finland;2008;CB101;ug/kg;;0.04
Finland;2008;CB118;ug/kg;;
Finland;2008;CB138;ug/kg;;
Finland;2008;CB138;ug/kg;;0.06
Finland;2008;CB153;ug/kg;;
Finland;2008;CB180;ug/kg;;
Finland;2008;CB180;ug/kg;;0.06
Finland;2008;CB28;ug/kg;;0.04
Finland;2008;CB28;ug/kg;;
Finland;2008;CB52;ug/kg;;0.04
Finland;2008;CB52;ug/kg;;
Finland;2009;CB101;ug/kg;;
Finland;2009;CB101;ug/kg;;0.04
Finland;2009;CB118;ug/kg;;
Finland;2009;CB118;ug/kg;;0.07
Finland;2009;CB138;ug/kg;;
Finland;2009;CB153;ug/kg;;
Finland;2009;CB180;ug/kg;;
Finland;2009;CB180;ug/kg;;0.06
Finland;2009;CB28;ug/kg;;0.04
Finland;2009;CB28;ug/kg;;
Finland;2009;CB52;ug/kg;;0.04
Finland;2009;CB52;ug/kg;;
Finland;2010;CB101;ug/kg;;
Finland;2010;CB118;ug/kg;;
Finland;2010;CB138;ug/kg;;
Finland;2010;CB153;ug/kg;;
Finland;2010;CB180;ug/kg;;
Finland;2010;CB180;ug/kg;;0.06
Finland;2010;CB28;ug/kg;;
Finland;2010;CB28;ug/kg;;0.04
Finland;2010;CB52;ug/kg;;0.04
Finland;2010;CB52;ug/kg;;
Sweden;2006;CB101;ug/kg;4;
Sweden;2006;CB118;ug/kg;5;
Sweden;2006;CB138;ug/kg;6;
Sweden;2006;CB153;ug/kg;5;
Sweden;2006;CB180;ug/kg;4;
Sweden;2006;CB28;ug/kg;4;
Sweden;2006;CB52;ug/kg;4;
Finland;2011;CB153;ug/kg;;
Finland;2011;CB101;ug/kg;;
Finland;2011;CB180;ug/kg;;
Finland;2011;CB180;ug/kg;;0.06
Finland;2011;CB118;ug/kg;;
Finland;2011;CB118;ug/kg;;0.07
Finland;2011;CB52;ug/kg;;
Finland;2011;CB52;ug/kg;;0.04
Finland;2011;CB28;ug/kg;;0.04
Finland;2011;CB28;ug/kg;;
Finland;2011;CB138;ug/kg;;
Finland;2012;CB101;ug/kg;;
Finland;2012;CB52;ug/kg;;
Finland;2012;CB52;ug/kg;;0.04
Finland;2012;CB28;ug/kg;;0.04
Finland;2012;CB28;ug/kg;;
Finland;2012;CB180;ug/kg;;
Finland;2012;CB153;ug/kg;;
Finland;2012;CB138;ug/kg;;
Finland;2012;CB138;ug/kg;;0.06
Finland;2012;CB118;ug/kg;;
Finland;2012;CB101;ug/kg;;0.04
Poland;2012;CB138;ng/g;;0.05
Poland;2012;CB28;ng/g;;0.02
Poland;2012;CB52;ng/g;;0.02
Poland;2012;CB118;ng/g;;0.02
Poland;2012;CB180;ng/g;;0.03
Poland;2012;CB101;ng/g;;0.02
Poland;2012;CB153;ng/g;;0.04
Sweden;2011;CB153;mg/kg;0.005;
Sweden;2011;CB138;mg/kg;0.006;
Sweden;2011;CB52;mg/kg;0.004;
Sweden;2011;CB52;mg/kg;0.0035;
Sweden;2011;CB52;mg/kg;0.0045;
Sweden;2011;CB52;mg/kg;0.0041;
Sweden;2011;CB52;mg/kg;0.0038;
Sweden;2011;CB118;mg/kg;0.005;
Sweden;2011;CB180;mg/kg;0.004;
Sweden;2011;CB180;mg/kg;0.0021;
Sweden;2011;CB180;mg/kg;0.0033;
Sweden;2011;CB180;mg/kg;0.0023;
Sweden;2011;CB180;mg/kg;0.0029;
Sweden;2011;CB180;mg/kg;0.0036;
Sweden;2011;CB180;mg/kg;0.003;
Sweden;2011;CB180;mg/kg;0.0037;
Sweden;2011;CB101;mg/kg;0.004;
Sweden;2011;CB28;mg/kg;0.007;
Sweden;2011;CB28;mg/kg;0.0085;
Sweden;2011;CB28;mg/kg;0.0027;
Sweden;2011;CB28;mg/kg;0.0033;
Sweden;2011;CB28;mg/kg;0.0045;
Sweden;2011;CB28;mg/kg;0.004;
Sweden;2011;CB28;mg/kg;0.0039;
Sweden;2011;CB28;mg/kg;0.0036;
Sweden;2011;CB28;mg/kg;0.0037;
Sweden;2011;CB28;mg/kg;0.0017;
Sweden;2011;CB28;mg/kg;0.0016;
Sweden;2011;CB28;mg/kg;0.0028;
Sweden;2011;CB28;mg/kg;0.0035;
Sweden;2011;CB28;mg/kg;0.0032;
Sweden;2011;CB28;mg/kg;0.0031;
Sweden;2011;CB28;mg/kg;0.003;
Sweden;2011;CB28;mg/kg;0.0034;
Sweden;2011;CB28;mg/kg;0.002;
Sweden;2011;CB28;mg/kg;0.0021;
Sweden;2011;CB28;mg/kg;0.0071;
Sweden;2011;CB28;mg/kg;0.0042;
Sweden;2011;CB28;mg/kg;0.0038;
Sweden;2011;CB28;mg/kg;0.0026;
Sweden;2011;CB28;mg/kg;0.0025;
Sweden;2011;CB28;mg/kg;0.0023;
Sweden;2011;CB28;mg/kg;0.0022;
Sweden;2011;CB28;mg/kg;0.0041;
Sweden;2011;CB52;mg/kg;0.0028;
Sweden;2011;CB52;mg/kg;0.0033;
Sweden;2011;CB52;mg/kg;0.0039;
Sweden;2011;CB52;mg/kg;0.0034;
Sweden;2011;CB52;mg/kg;0.0029;
Sweden;2011;CB52;mg/kg;0.0037;
Sweden;2010;CB153;mg/kg;0.005;
Sweden;2010;CB138;mg/kg;0.006;
Sweden;2010;CB118;mg/kg;0.005;
Sweden;2010;CB118;mg/kg;0.0043;
Sweden;2010;CB180;mg/kg;0.004;
Sweden;2010;CB180;mg/kg;0.0018;
Sweden;2010;CB180;mg/kg;0.0026;
Sweden;2010;CB180;mg/kg;0.0016;
Sweden;2010;CB180;mg/kg;0.0023;
Sweden;2010;CB180;mg/kg;0.0034;
Sweden;2010;CB180;mg/kg;0.0033;
Sweden;2010;CB180;mg/kg;0.003;
Sweden;2010;CB180;mg/kg;0.0019;
Sweden;2010;CB101;mg/kg;0.004;
Sweden;2010;CB28;mg/kg;0.004;
Sweden;2010;CB28;mg/kg;0.0036;
Sweden;2010;CB28;mg/kg;0.0045;
Sweden;2010;CB28;mg/kg;0.0043;
Sweden;2010;CB28;mg/kg;0.0046;
Sweden;2010;CB28;mg/kg;0.0038;
Sweden;2010;CB28;mg/kg;0.0054;
Sweden;2010;CB28;mg/kg;0.0015;
Sweden;2010;CB28;mg/kg;0.002;
Sweden;2010;CB28;mg/kg;0.0047;
Sweden;2010;CB28;mg/kg;0.0033;
Sweden;2010;CB28;mg/kg;0.0041;
Sweden;2010;CB28;mg/kg;0.0048;
Sweden;2010;CB28;mg/kg;0.0034;
Sweden;2010;CB28;mg/kg;0.0031;
Sweden;2010;CB28;mg/kg;0.005;
Sweden;2010;CB28;mg/kg;0.0027;
Sweden;2010;CB28;mg/kg;0.0035;
Sweden;2010;CB28;mg/kg;0.003;
Sweden;2010;CB28;mg/kg;0.0039;
Sweden;2010;CB28;mg/kg;0.0037;
Sweden;2010;CB28;mg/kg;0.0032;
Sweden;2010;CB28;mg/kg;0.0044;
Sweden;2010;CB28;mg/kg;0.0026;
Sweden;2010;CB28;mg/kg;0.0024;
Sweden;2010;CB28;mg/kg;0.0018;
Sweden;2010;CB28;mg/kg;0.0016;
Sweden;2010;CB28;mg/kg;0.0022;
