Provplats;Stat Id;Län;Art;Organ;Original Id;Provdatum;;Ålder (år);Längd (cm);Vikt (g);Torrvikt %;Extrlip (fetthalt) %;PCB-28 mg/kg lw;*;PCB-52 mg/kg lw;*;PCB-101 mg/kg lw;*;PCB-118 mg/kg lw;*;PCB-138 mg/kg lw;*;PCB-153 mg/kg lw;*;PCB-180 mg/kg lw;*;Summa PCB (kapillär kolonn) mg/kg lw;*;Summa PCB (packad kolonn) mg/kg lw;*;PCB-31 mg/kg lw;*;PCB-77 mg/kg lw;*;PCB-105 mg/kg lw;*;PCB-110 mg/kg lw;*;PCB-126 mg/kg lw;*;PCB-149 mg/kg lw;*;PCB-156 mg/kg lw;*;PCB-157 mg/kg lw;*;PCB-158 mg/kg lw;*;PCB-167 mg/kg lw;*;PCB-169 mg/kg lw;*
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1993/02919;24/09/93;;4;17;31;21.6;2.52;0.008;;0.026;;0.078;;0.082;;0.16;;0.18;;0.07;;0.6;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1993/02910;24/09/93;;4;19;39;20;2.35;0.017;;0.031;;0.095;;0.098;;0.19;;0.22;;0.066;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1993/02916;24/09/93;;4;17;28;31.6;1.92;0.007;;0.018;;0.055;;0.057;;0.12;;0.13;;0.039;;0.41;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1993/02905;24/09/93;;4;18;36;19.1;2.28;0.016;;0.029;;0.13;;0.16;;0.28;;0.36;;0.11;;1.1;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1993/02923;24/09/93;;4;18;36;21.2;2.39;0.008;;0.023;;0.069;;0.058;;0.12;;0.13;;0.043;;0.45;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1993/02909;24/09/93;;5;19;36;20.3;2.2;0.012;;0.028;;0.11;;0.15;;0.27;;0.33;;0.11;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1993/02913;24/09/93;;4;17;36;23.8;4.44;0.011;;0.017;;0.056;;0.05;;0.093;;0.11;;0.027;;0.36;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1993/02908;24/09/93;;5;19;39;20.9;2.51;0.016;;0.042;;0.14;;0.14;;0.27;;0.32;;0.1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1993/02911;24/09/93;;4;17;37;22.6;3.73;0.012;;0.025;;0.064;;0.047;;0.095;;0.11;;0.026;;0.36;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1993/02904;24/09/93;;5;18;42;21.5;2.44;0.014;;0.027;;0.086;;0.099;;0.18;;0.22;;0.076;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1993/02921;24/09/93;;4;18;42;21.1;2.3;0.013;;0.033;;0.1;;0.08;;0.17;;0.18;;0.055;;0.62;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1993/02915;24/09/93;;4;18;40;21.1;2.33;0.015;;0.04;;0.11;;0.11;;0.21;;0.24;;0.096;;0.79;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1993/02907;24/09/93;;4;19;44;22.8;5.08;0.013;;0.026;;0.052;;0.032;;0.068;;0.072;;0.019;;0.27;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1993/02914;24/09/93;;4;15;26;21.1;3.57;0.011;;0.027;;0.068;;0.06;;0.13;;0.13;;0.053;;0.47;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1993/02912;24/09/93;;4;18;46;20.8;3.82;0.012;;0.028;;0.084;;0.063;;0.13;;0.14;;0.036;;0.49;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1993/02917;24/09/93;;4;18;40;19.9;2.2;0.013;;0.039;;0.11;;0.086;;0.18;;0.19;;0.052;;0.66;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1993/02906;24/09/93;;5;19;41;24.9;5.12;0.01;;0.022;;0.046;;0.034;;0.068;;0.076;;0.024;;0.27;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1993/02918;24/09/93;;4;18;42;21.1;3.56;0.01;;0.02;;0.081;;0.093;;0.18;;0.21;;0.061;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
Landsort;6725;Stockholms län;Sill/strömming;Muskel;P1993/02922;24/09/93;;4;18;40;20.7;2.49;0.012;;0.031;;0.14;;0.18;;0.34;;0.39;;0.11;;1.2;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1993/03885;28/09/93;;4;17;34;22.7;3.81;0.006;;;;0.095;;0.097;;0.23;;0.28;;0.13;;0.83;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1993/03878;28/09/93;;4;20;50;18.3;1.89;0.006;;;;0.049;;0.076;;0.17;;0.21;;0.089;;0.6;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1993/03873;28/09/93;;4;18;39;21.2;3.1;0.004;;;;0.037;;0.041;;0.095;;0.12;;0.052;;0.34;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1993/03880;28/09/93;;4;18;44;19.4;2.29;0.003;;;;0.023;;0.041;;0.083;;0.12;;0.059;;0.32;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1993/03889;28/09/93;;4;17;30;21.2;2.63;0.006;;;;0.058;;0.056;;0.13;;0.16;;0.078;;0.48;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1993/03884;28/09/93;;4;18;39;23.1;3.94;0.006;;;;0.047;;0.03;;0.073;;0.084;;0.036;;0.27;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1993/03890;28/09/93;;4;16;29;24;4.49;0.005;;;;0.039;;0.03;;0.077;;0.085;;0.034;;0.27;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1993/03874;28/09/93;;4;17;28;22;4;0.009;;;;0.056;;0.037;;0.096;;0.11;;0.033;;0.33;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1993/03882;28/09/93;;4;19;42;22.2;3.78;0.006;;;;0.05;;0.033;;0.084;;0.092;;0.034;;0.29;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1993/03876;28/09/93;;4;17;35;20.8;2.53;0.008;;;;0.11;;0.1;;0.27;;0.29;;0.13;;0.89;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1993/03881;28/09/93;;4;17;41;25.7;5.88;0.005;;;;0.032;;0.03;;0.076;;0.086;;0.041;;0.27;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1993/03883;28/09/93;;4;16;26;19.9;1.59;0.006;;;;0.1;;0.11;;0.28;;0.33;;0.19;;1;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1993/03888;28/09/93;;4;15;25;23.9;4.7;0.006;;;;0.042;;0.037;;0.095;;0.11;;0.039;;0.32;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1993/03886;28/09/93;;4;18;31;20.7;2.14;0.007;;;;0.058;;0.057;;0.14;;0.16;;0.075;;0.5;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1993/03879;28/09/93;;4;18;35;21.8;3.56;0.007;;;;0.053;;0.043;;0.12;;0.12;;0.055;;0.39;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1993/03872;28/09/93;;4;20;52;19.6;0.91;0.007;;;;0.069;;0.1;;0.23;;0.29;;0.17;;0.86;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1993/03891;28/09/93;;4;16;30;23.9;4.12;0.003;;;;0.026;;0.025;;0.063;;0.07;;0.032;;0.22;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1993/03877;28/09/93;;4;16;26;18.1;1.2;0.007;;;;0.083;;0.073;;0.19;;0.2;;0.071;;0.62;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1993/03875;28/09/93;;4;17;34;19.5;1.54;;;;;0.029;;0.053;;0.11;;0.15;;0.063;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1993/03887;28/09/93;;4;18;36;21.2;2.38;0.005;;;;0.058;;0.078;;0.18;;0.22;;0.088;;0.62;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1993/02289;03/10/93;;3;15;25;22.8;3.35;;;0.005;;0.022;;0.019;;0.042;;0.05;;0.018;;0.16;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1993/02298;03/10/93;;3;15;26;24.7;3.51;;;0.005;;0.026;;0.021;;0.05;;0.06;;0.022;;0.19;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1993/02308;03/10/93;;3;16;26;23.9;4.04;;;0.006;;0.023;;0.02;;0.042;;0.05;;0.016;;0.16;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1993/02295;03/10/93;;3;17;33;22.6;2.54;;;0.007;;0.017;;0.019;;0.039;;0.043;;0.017;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1993/02303;03/10/93;;3;16;28;22.7;3.18;;;0.005;;0.024;;0.02;;0.043;;0.053;;0.018;;0.16;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1993/02290;03/10/93;;3;16;29;22.6;3.24;;;0.008;;0.032;;0.027;;0.055;;0.066;;0.023;;0.21;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1993/02294;03/10/93;;3;16;27;22.6;2.94;;;0.004;;0.013;;0.012;;0.034;;0.038;;0.018;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1993/02296;03/10/93;;3;16;26;22.7;2.66;;;0.007;;0.029;;0.025;;0.058;;0.069;;0.026;;0.21;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1993/02306;03/10/93;;3;17;34;24.9;4.32;;;0.006;;0.026;;0.022;;0.045;;0.054;;0.017;;0.17;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1993/02300;03/10/93;;3;17;29;23.7;3.62;;;0.006;;0.024;;0.02;;0.042;;0.051;;0.017;;0.16;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1993/02292;03/10/93;;3;16;31;23.6;3.54;;;0.005;;0.02;;0.018;;0.039;;0.046;;0.016;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1993/02304;03/10/93;;3;16;26;22.9;3.2;;;0.005;;0.02;;0.018;;0.038;;0.045;;0.016;;0.14;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1993/02307;03/10/93;;3;15;24;24.7;4.45;;;0.004;;0.014;;0.013;;0.028;;0.034;;0.011;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1993/02302;03/10/93;;3;17;33;21.7;3.21;;;0.005;;0.022;;0.019;;0.041;;0.047;;0.017;;0.15;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1993/02293;03/10/93;;3;15;24;22.4;2.75;;;0.004;;0.017;;0.015;;0.033;;0.039;;0.015;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1993/02291;03/10/93;;3;16;28;23.3;3.76;;;0.006;;0.022;;0.018;;0.041;;0.047;;0.017;;0.15;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1993/02297;03/10/93;;3;15;26;25.7;5.14;;;0.003;;0.015;;0.011;;0.03;;0.034;;0.012;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1993/02301;03/10/93;;3;16;26;23.6;3.63;;;0.004;;0.02;;0.018;;0.041;;0.049;;0.017;;0.15;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1993/02305;03/10/93;;3;16;27;23.6;3.87;;;0.003;;0.013;;0.012;;0.026;;0.03;;0.011;;0.095;;;;;;;;;;;;;;;;;;;;;;;;;
Harufjärden;3723;Norrbottens län;Sill/strömming;Muskel;P1993/02299;03/10/93;;3;16;30;24.7;5.94;;;0.005;;0.019;;0.015;;0.032;;0.038;;0.012;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1993/02033;26/10/93;;5;18;37;21.9;2.17;0.005;;0.017;;0.064;;0.065;;0.11;;0.12;;0.034;;0.42;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1993/02040;26/10/93;;4;18;33;20.4;2.65;0.005;;0.013;;0.076;;0.053;;0.089;;0.1;;0.029;;0.36;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1993/02038;26/10/93;;4;19;38;22.3;3.69;0.008;;0.015;;0.046;;0.037;;0.064;;0.071;;0.019;;0.25;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1993/02034;26/10/93;;4;18;32;20.4;1.67;0.007;;0.025;;0.093;;0.095;;0.17;;0.18;;0.053;;0.62;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1993/02049;26/10/93;;4;19;40;;2.54;0.008;;0.022;;0.055;;0.047;;0.081;;0.09;;0.024;;0.32;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1993/02036;26/10/93;;5;18;37;21.2;2.67;0.007;;0.021;;0.063;;0.052;;0.087;;0.098;;0.024;;0.34;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1993/02051;26/10/93;;4;18;34;;1.99;0.007;;0.019;;0.073;;0.059;;0.11;;0.11;;0.03;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1993/02044;26/10/93;;4;18;35;;4.01;0.005;;0.013;;0.036;;0.029;;0.056;;0.055;;0.014;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1993/02043;26/10/93;;4;18;41;;3.53;0.007;;0.02;;0.046;;0.037;;0.069;;0.07;;0.018;;0.26;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1993/02047;26/10/93;;4;18;35;;1.88;0.006;;0.027;;0.079;;0.073;;0.13;;0.14;;0.039;;0.48;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1993/02032;26/10/93;;5;19;37;21.4;2.24;0.008;;0.026;;0.11;;0.13;;0.23;;0.25;;0.075;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1993/02048;26/10/93;;4;18;33;;1.74;0.006;;0.017;;0.051;;0.051;;0.084;;0.097;;0.025;;0.33;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1993/02035;26/10/93;;4;18;32;19.2;1.39;0.006;;0.023;;0.083;;0.082;;0.14;;0.16;;0.046;;0.54;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1993/02037;26/10/93;;4;18;31;19.1;1.98;0.008;;0.041;;0.19;;0.19;;0.33;;0.36;;0.11;;1.2;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1993/02045;26/10/93;;4;17;27;;1.94;0.007;;0.021;;0.072;;0.065;;0.11;;0.13;;0.031;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1993/02042;26/10/93;;4;17;34;;3.63;0.007;;0.016;;0.052;;0.034;;0.061;;0.065;;0.017;;0.24;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1993/02046;26/10/93;;4;18;29;;1.22;0.007;;0.028;;0.11;;0.13;;0.21;;0.24;;0.068;;0.79;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1993/02050;26/10/93;;4;17;32;;2.06;0.006;;0.018;;0.073;;0.078;;0.13;;0.15;;0.036;;0.48;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1993/02041;26/10/93;;4;19;47;25.4;4.71;0.005;;0.012;;0.041;;0.029;;0.049;;0.055;;0.016;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1993/02039;26/10/93;;4;17;30;21.3;2.43;0.006;;0.018;;0.063;;0.071;;0.11;;0.14;;0.038;;0.44;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1994/01001;18/04/94;;3;19;43;;1.71;;;0.028;;0.082;;0.063;;0.15;;0.19;;0.052;;0.57;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1994/01006;18/04/94;;3;19;42;;1.65;0.013;;0.034;;0.098;;0.072;;0.16;;0.2;;0.049;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1994/01007;18/04/94;;3;17;31;;2.19;0.015;;0.041;;0.13;;0.12;;0.24;;0.3;;0.1;;0.95;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1994/01017;18/04/94;;3;18;36;;1.15;0.013;;0.037;;0.11;;0.089;;0.21;;0.25;;0.07;;0.78;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1994/01015;18/04/94;;3;19;42;;1.67;0.01;;0.027;;0.1;;0.081;;0.19;;0.24;;0.049;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1994/01016;18/04/94;;3;18;34;;1.39;0.014;;0.031;;0.098;;0.074;;0.18;;0.22;;0.055;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1994/01008;18/04/94;;3;19;45;;3.02;0.01;;0.034;;0.092;;0.075;;0.15;;0.18;;0.043;;0.58;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1994/01002;18/04/94;;3;19;44;;1.73;0.013;;0.043;;0.12;;0.099;;0.2;;0.25;;0.055;;0.79;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1994/01009;18/04/94;;3;19;42;;1.99;0.012;;0.028;;0.095;;0.072;;0.17;;0.21;;0.053;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1994/01004;18/04/94;;3;19;40;;1.47;0.014;;0.046;;0.13;;0.1;;0.21;;0.26;;0.058;;0.81;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1994/01005;18/04/94;;3;19;45;;1.6;0.015;;0.047;;0.15;;0.12;;0.25;;0.3;;0.074;;0.95;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1994/01013;18/04/94;;3;17;31;;1.51;0.01;;0.037;;0.1;;0.091;;0.18;;0.23;;0.057;;0.71;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1994/01003;18/04/94;;3;18;35;;2.98;0.011;;0.025;;0.076;;0.074;;0.12;;0.14;;0.037;;0.48;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1994/01011;18/04/94;;3;18;39;;1.59;0.014;;0.04;;0.11;;0.081;;0.17;;0.21;;0.047;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1994/01018;18/04/94;;3;19;42;;0.89;;;0.034;;0.13;;0.1;;0.24;;0.31;;0.076;;0.89;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1994/01010;18/04/94;;3;19;43;;2.73;0.011;;0.025;;0.074;;0.055;;0.13;;0.15;;0.036;;0.48;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1994/01012;18/04/94;;3;19;47;;2.04;0.013;;0.034;;0.1;;0.085;;0.16;;0.2;;0.049;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1994/01019;18/04/94;;3;20;42;;1.44;0.013;;0.048;;0.13;;0.1;;0.24;;0.32;;0.11;;0.97;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1994/01020;18/04/94;;3;18;37;;1.2;0.018;;0.053;;0.17;;0.14;;0.29;;0.37;;0.083;;1.1;;;;;;;;;;;;;;;;;;;;;;;;;
Utlängan;3720;Blekinge län;Sill/strömming;Muskel;P1994/01014;18/04/94;;3;19;42;;1.41;0.012;;0.031;;0.095;;0.078;;0.18;;0.22;;0.047;;0.66;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1994/01093;17/05/94;;4;19;50;;4.48;0.006;;0.02;;0.061;;0.061;;0.13;;0.16;;0.051;;0.48;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1994/01084;17/05/94;;4;20;41;;2.93;0.011;;0.045;;0.14;;0.14;;0.22;;0.25;;0.068;;0.88;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1994/01085;17/05/94;;4;21;54;;3.7;0.005;;0.023;;0.058;;0.032;;0.12;;0.14;;0.052;;0.42;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1994/01083;17/05/94;;4;18;46;;6.08;0.006;;0.033;;0.086;;0.081;;0.17;;0.22;;0.08;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1994/01077;17/05/94;;4;19;39;;3.41;0.004;;0.021;;0.059;;0.051;;0.12;;0.14;;0.051;;0.44;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1994/01087;17/05/94;;4;18;45;;3.87;0.009;;0.03;;0.075;;0.066;;0.15;;0.17;;0.066;;0.57;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1994/01078;17/05/94;;4;19;46;;3.04;0.006;;0.039;;0.091;;0.09;;0.19;;0.22;;0.089;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1994/01079;17/05/94;;4;19;46;;3.41;;;0.024;;0.071;;0.053;;0.16;;0.2;;0.11;;0.62;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1994/01080;17/05/94;;4;20;50;;4.74;0.01;;0.05;;0.13;;0.13;;0.29;;0.37;;0.14;;1.1;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1994/01086;17/05/94;;4;20;52;;6.71;0.009;;0.031;;0.094;;0.088;;0.18;;0.24;;0.083;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1994/01094;17/05/94;;4;19;44;;3.09;0.009;;0.034;;0.09;;0.082;;0.19;;0.23;;0.099;;0.74;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1994/01082;17/05/94;;4;20;49;;3.52;0.009;;0.04;;0.19;;0.19;;0.49;;0.62;;0.25;;1.8;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1994/01088;17/05/94;;4;17;28;;2.27;0.006;;0.015;;0.04;;0.043;;0.099;;0.12;;0.05;;0.37;;;;;;;;;;;;;;;;;;;;;;;;;
Ängskärsklubb;3731;Uppsala län;Sill/strömming;Muskel;P1994/01089;17/05/94;;4;19;40;;5.02;0.007;;0.026;;0.059;;0.06;;0.12;;0.14;;0.054;;0.46;;;;;;;;;;;;;;;;;;;;;;;;;
