"TIME","GEO","GEO_LABEL","UNIT","NA_ITEM","NA_ITEM_LABEL","Value","Flag and Footnotes"
1975,"AT","Austria","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1975,"PL","Poland","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"PL","Poland","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"PL","Poland","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1975,"PT","Portugal","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"PT","Portugal","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"PT","Portugal","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1975,"RO","Romania","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"RO","Romania","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"RO","Romania","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1975,"SI","Slovenia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"SI","Slovenia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"SI","Slovenia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1975,"SK","Slovakia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"SK","Slovakia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"SK","Slovakia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1975,"FI","Finland","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"FI","Finland","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"FI","Finland","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1975,"SE","Sweden","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"SE","Sweden","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"SE","Sweden","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1975,"UK","United Kingdom","Current prices, million euro","B1GQ","Gross domestic product at market prices",195121.7,""
1975,"UK","United Kingdom","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",816662.7,""
1975,"UK","United Kingdom","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",45,""
1975,"IS","Iceland","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"IS","Iceland","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"IS","Iceland","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1975,"NO","Norway","Current prices, million euro","B1GQ","Gross domestic product at market prices",26553.1,""
1975,"NO","Norway","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",119874.2,""
1975,"NO","Norway","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",37,""
1975,"CH","Switzerland","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"CH","Switzerland","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"CH","Switzerland","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1975,"ME","Montenegro","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"ME","Montenegro","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"ME","Montenegro","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1975,"MK","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"MK","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"MK","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1975,"AL","Albania","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"AL","Albania","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"AL","Albania","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1975,"RS","Serbia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"RS","Serbia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"RS","Serbia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1975,"XK","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"XK","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1975,"XK","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"BE","Belgium","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"BE","Belgium","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"BE","Belgium","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"BG","Bulgaria","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"BG","Bulgaria","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"BG","Bulgaria","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"CZ","Czech Republic","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"CZ","Czech Republic","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"CZ","Czech Republic","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"DK","Denmark","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"DK","Denmark","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"DK","Denmark","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"DE","Germany (until 1990 former territory of the FRG)","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"DE","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"DE","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"EE","Estonia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"EE","Estonia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"EE","Estonia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"IE","Ireland","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"IE","Ireland","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"IE","Ireland","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"EL","Greece","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"EL","Greece","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"EL","Greece","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"ES","Spain","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"ES","Spain","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"ES","Spain","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"FR","France","Current prices, million euro","B1GQ","Gross domestic product at market prices",335547.9,""
1976,"FR","France","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",995547,""
1976,"FR","France","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",49.8,""
1976,"HR","Croatia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"HR","Croatia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"HR","Croatia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"IT","Italy","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"IT","Italy","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"IT","Italy","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"CY","Cyprus","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"CY","Cyprus","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"CY","Cyprus","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"LV","Latvia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"LV","Latvia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"LV","Latvia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"LT","Lithuania","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"LT","Lithuania","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"LT","Lithuania","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"LU","Luxembourg","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"LU","Luxembourg","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"LU","Luxembourg","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"HU","Hungary","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"HU","Hungary","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"HU","Hungary","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"MT","Malta","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"MT","Malta","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"MT","Malta","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"NL","Netherlands","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"NL","Netherlands","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"NL","Netherlands","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"AT","Austria","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"AT","Austria","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"AT","Austria","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"PL","Poland","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"PL","Poland","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"PL","Poland","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"PT","Portugal","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"PT","Portugal","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"PT","Portugal","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"RO","Romania","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"RO","Romania","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"RO","Romania","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"SI","Slovenia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"SI","Slovenia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"SI","Slovenia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"SK","Slovakia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"SK","Slovakia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"SK","Slovakia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"FI","Finland","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"FI","Finland","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"FI","Finland","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"SE","Sweden","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"SE","Sweden","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"SE","Sweden","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"UK","United Kingdom","Current prices, million euro","B1GQ","Gross domestic product at market prices",208259.6,""
1976,"UK","United Kingdom","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",841393.6,""
1976,"UK","United Kingdom","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",46.4,""
1976,"IS","Iceland","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"IS","Iceland","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"IS","Iceland","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"NO","Norway","Current prices, million euro","B1GQ","Gross domestic product at market prices",32161.7,""
1976,"NO","Norway","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",126857.5,""
1976,"NO","Norway","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",39.2,""
1976,"CH","Switzerland","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"CH","Switzerland","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"CH","Switzerland","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"ME","Montenegro","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"ME","Montenegro","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"ME","Montenegro","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"MK","Former Yugoslav Republic of Macedonia, the","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"MK","Former Yugoslav Republic of Macedonia, the","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"MK","Former Yugoslav Republic of Macedonia, the","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"AL","Albania","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"AL","Albania","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"AL","Albania","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"RS","Serbia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"RS","Serbia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"RS","Serbia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1976,"XK","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"XK","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1976,"XK","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1977,"BE","Belgium","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"BE","Belgium","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"BE","Belgium","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1977,"BG","Bulgaria","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"BG","Bulgaria","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"BG","Bulgaria","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1977,"CZ","Czech Republic","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"CZ","Czech Republic","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"CZ","Czech Republic","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1977,"DK","Denmark","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"DK","Denmark","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"DK","Denmark","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1977,"DE","Germany (until 1990 former territory of the FRG)","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"DE","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"DE","Germany (until 1990 former territory of the FRG)","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1977,"EE","Estonia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"EE","Estonia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"EE","Estonia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1977,"IE","Ireland","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"IE","Ireland","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"IE","Ireland","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1977,"EL","Greece","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"EL","Greece","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"EL","Greece","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1977,"ES","Spain","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"ES","Spain","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"ES","Spain","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1977,"FR","France","Current prices, million euro","B1GQ","Gross domestic product at market prices",360026.1,""
1977,"FR","France","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",1029907,""
1977,"FR","France","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",51.5,""
1977,"HR","Croatia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"HR","Croatia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"HR","Croatia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1977,"IT","Italy","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"IT","Italy","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"IT","Italy","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1977,"CY","Cyprus","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"CY","Cyprus","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"CY","Cyprus","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1977,"LV","Latvia","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"LV","Latvia","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"LV","Latvia","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1977,"LT","Lithuania","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"LT","Lithuania","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"LT","Lithuania","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1977,"LU","Luxembourg","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"LU","Luxembourg","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"LU","Luxembourg","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1977,"HU","Hungary","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"HU","Hungary","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"HU","Hungary","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1977,"MT","Malta","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"MT","Malta","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"MT","Malta","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1977,"NL","Netherlands","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"NL","Netherlands","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"NL","Netherlands","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1977,"AT","Austria","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"AT","Austria","Chain linked volumes (2010), million euro","B1GQ","Gross domestic product at market prices",NA,""
1977,"AT","Austria","Chain linked volumes, index 2010=100","B1GQ","Gross domestic product at market prices",NA,""
1977,"PL","Poland","Current prices, million euro","B1GQ","Gross domestic product at market prices",NA,""
