"rgn_id","basin","year","variable","value","unit","data_descrip","bhi_goal"
2,"Kattegat",2000,9,7.9,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,9,7.4,"secchi depth m","summer secchi observations","eut"
1,"Kattegat",2000,9,7.9,"secchi depth m","summer secchi observations","eut"
1,"Kattegat",2000,9,10.8,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,9,9.9,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,9,12.2,"secchi depth m","summer secchi observations","eut"
1,"Kattegat",2000,9,9.2,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2000,6,12.8,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2000,6,8.4,"secchi depth m","summer secchi observations","eut"
15,"Bornholm Basin",2000,7,8.1,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2000,7,9,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2000,8,6.9,"secchi depth m","summer secchi observations","eut"
15,"Bornholm Basin",2000,8,8,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2000,8,8.8,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2000,8,11.5,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2000,9,12.2,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2000,6,7,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2000,6,8,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2000,6,5.8,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2000,7,7,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2000,7,5.2,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2000,7,5.8,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2000,7,6.1,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2000,8,6.8,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2000,8,7,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2000,8,7,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2000,8,7,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2000,9,8,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2000,9,7.3,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,6,7.2,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,6,5.3,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,6,5.3,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,6,4.9,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,6,4,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,7,3,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,7,6.8,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,7,9,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,7,9,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,8,10,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,8,14.2,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,8,9,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,8,7.6,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,8,8.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,8,8,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,9,11,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,9,8.1,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,9,7.2,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,9,9.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,9,9.5,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2000,6,8,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2000,7,7.5,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2000,7,7.7,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2000,7,7.7,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2000,7,8.3,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2000,8,7.6,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2000,8,8,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2000,8,7.4,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2000,8,6.9,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2000,8,7.8,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2000,9,10.5,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2000,9,6.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,9,8.3,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2000,9,7.3,"secchi depth m","summer secchi observations","eut"
1,"Kattegat",2001,8,10.3,"secchi depth m","summer secchi observations","eut"
7,"Kiel Bay",2001,8,9.7,"secchi depth m","summer secchi observations","eut"
7,"Kiel Bay",2001,8,9,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2001,8,9,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2001,8,9.2,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2001,8,8.5,"secchi depth m","summer secchi observations","eut"
7,"Kiel Bay",2001,8,7.6,"secchi depth m","summer secchi observations","eut"
10,"Bay of Mecklenburg",2001,8,6.2,"secchi depth m","summer secchi observations","eut"
10,"Bay of Mecklenburg",2001,8,6.4,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2001,8,6.2,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2001,8,6.5,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2001,9,7.7,"secchi depth m","summer secchi observations","eut"
13,"Arkona Basin",2001,9,8.4,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2001,9,7.2,"secchi depth m","summer secchi observations","eut"
10,"Bay of Mecklenburg",2001,9,9.4,"secchi depth m","summer secchi observations","eut"
10,"Bay of Mecklenburg",2001,9,7.2,"secchi depth m","summer secchi observations","eut"
7,"Kiel Bay",2001,9,6.8,"secchi depth m","summer secchi observations","eut"
7,"Kiel Bay",2001,9,8.6,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2001,9,8.9,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2001,9,10.6,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,9,13.6,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,9,10.8,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,9,7.8,"secchi depth m","summer secchi observations","eut"
1,"Kattegat",2001,9,8.1,"secchi depth m","summer secchi observations","eut"
1,"Kattegat",2001,9,7.8,"secchi depth m","summer secchi observations","eut"
1,"Kattegat",2001,9,11,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,9,10,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,9,9.4,"secchi depth m","summer secchi observations","eut"
15,"Bornholm Basin",2001,6,10.2,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2001,6,11.2,"secchi depth m","summer secchi observations","eut"
15,"Bornholm Basin",2001,7,10.1,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2001,7,8.2,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2001,7,7.8,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2001,8,10,"secchi depth m","summer secchi observations","eut"
15,"Bornholm Basin",2001,8,17.5,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2001,9,9.7,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2001,9,10.3,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2001,6,8,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2001,6,8.5,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2001,6,8,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2001,6,6.5,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2001,7,8,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2001,7,7.5,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2001,7,7,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2001,8,9,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2001,8,8.8,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2001,8,8,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2001,8,8,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2001,8,8,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2001,9,12.5,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2001,9,10,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2001,9,8,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,6,4.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,6,4,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,6,8,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,6,9,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,6,8.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,7,9,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,7,8.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,7,9.7,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,7,9.8,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,7,10.8,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,8,11,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,8,11.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,8,10.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,8,11.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,8,11.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,9,11.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,9,8.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,9,7,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,9,7.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,6,8.8,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,6,9.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,6,9,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,7,8.8,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,8,8.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,8,8.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,8,8,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,9,8,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2001,9,11,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2002,8,6,"secchi depth m","summer secchi observations","eut"
13,"Arkona Basin",2002,8,6.6,"secchi depth m","summer secchi observations","eut"
10,"Bay of Mecklenburg",2002,8,7.8,"secchi depth m","summer secchi observations","eut"
10,"Bay of Mecklenburg",2002,8,7.8,"secchi depth m","summer secchi observations","eut"
7,"Kiel Bay",2002,8,6.6,"secchi depth m","summer secchi observations","eut"
7,"Kiel Bay",2002,8,10.2,"secchi depth m","summer secchi observations","eut"
7,"Kiel Bay",2002,8,7.8,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2002,8,7.8,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,8,6.6,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,8,6.6,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,8,7.3,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,8,7.8,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,8,8.6,"secchi depth m","summer secchi observations","eut"
1,"Kattegat",2002,8,9.4,"secchi depth m","summer secchi observations","eut"
1,"Kattegat",2002,8,11.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,8,10,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,8,9.2,"secchi depth m","summer secchi observations","eut"
1,"Kattegat",2002,8,9.5,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2002,9,7.8,"secchi depth m","summer secchi observations","eut"
13,"Arkona Basin",2002,9,7.8,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2002,9,6.8,"secchi depth m","summer secchi observations","eut"
10,"Bay of Mecklenburg",2002,9,6.5,"secchi depth m","summer secchi observations","eut"
7,"Kiel Bay",2002,9,6.2,"secchi depth m","summer secchi observations","eut"
7,"Kiel Bay",2002,9,7,"secchi depth m","summer secchi observations","eut"
7,"Kiel Bay",2002,9,8.9,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2002,9,8.7,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,9,12.8,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,9,11,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,9,9.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,9,11.2,"secchi depth m","summer secchi observations","eut"
1,"Kattegat",2002,9,9.9,"secchi depth m","summer secchi observations","eut"
1,"Kattegat",2002,9,12.7,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,9,10.6,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,9,9.8,"secchi depth m","summer secchi observations","eut"
1,"Kattegat",2002,9,10.7,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2002,6,12,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2002,6,16.5,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2002,7,6.2,"secchi depth m","summer secchi observations","eut"
15,"Bornholm Basin",2002,7,7.8,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2002,7,8.7,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2002,8,7,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2002,8,9.8,"secchi depth m","summer secchi observations","eut"
15,"Bornholm Basin",2002,8,7,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2002,9,9.3,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2002,9,9.1,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2002,6,6.5,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2002,6,8.5,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2002,7,7,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2002,7,7,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2002,7,7,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2002,8,7.5,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2002,8,8,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2002,8,9.3,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2002,8,9,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2002,8,7.5,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2002,9,8.8,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2002,9,7.8,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2002,9,9.5,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2002,9,9.3,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,6,8.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,6,8,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,6,8,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,7,7.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,7,6.1,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,7,8.3,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,7,3.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,7,10,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,8,9,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,8,9.7,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,8,11,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,8,11,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,8,13,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,8,8.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,9,8.1,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,9,9.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,9,8,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,9,9.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,9,9,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2002,9,11.3,"secchi depth m","summer secchi observations","eut"
1,"Kattegat",2003,8,7.8,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,8,7.6,"secchi depth m","summer secchi observations","eut"
1,"Kattegat",2003,8,7.6,"secchi depth m","summer secchi observations","eut"
1,"Kattegat",2003,8,7.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,8,9.6,"secchi depth m","summer secchi observations","eut"
7,"Kiel Bay",2003,8,8.4,"secchi depth m","summer secchi observations","eut"
7,"Kiel Bay",2003,8,6.6,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2003,8,7.5,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2003,9,7.2,"secchi depth m","summer secchi observations","eut"
13,"Arkona Basin",2003,9,6.8,"secchi depth m","summer secchi observations","eut"
10,"Bay of Mecklenburg",2003,9,7.5,"secchi depth m","summer secchi observations","eut"
10,"Bay of Mecklenburg",2003,9,8.2,"secchi depth m","summer secchi observations","eut"
7,"Kiel Bay",2003,9,7.5,"secchi depth m","summer secchi observations","eut"
7,"Kiel Bay",2003,9,7.7,"secchi depth m","summer secchi observations","eut"
7,"Kiel Bay",2003,9,6.5,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2003,9,8.2,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,9,9.2,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,9,7.3,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,9,6.3,"secchi depth m","summer secchi observations","eut"
1,"Kattegat",2003,9,9.5,"secchi depth m","summer secchi observations","eut"
1,"Kattegat",2003,9,9.1,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,9,7.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,9,8.1,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2003,6,10,"secchi depth m","summer secchi observations","eut"
15,"Bornholm Basin",2003,7,7,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2003,7,13,"secchi depth m","summer secchi observations","eut"
15,"Bornholm Basin",2003,7,8,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2003,8,11,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2003,8,11.3,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2003,9,14.1,"secchi depth m","summer secchi observations","eut"
15,"Bornholm Basin",2003,9,11,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2003,6,8.5,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2003,6,7.5,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2003,6,10,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2003,6,8,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2003,7,7.2,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2003,7,8,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2003,7,7,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2003,7,7,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2003,8,8,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2003,8,8.2,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2003,8,9,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2003,8,9.2,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2003,9,8.5,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2003,9,7.5,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2003,9,9.2,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2003,9,7,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2003,9,6.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,6,8.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,6,7,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,6,9.1,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,6,6.3,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,7,8,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,7,7,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,7,9.1,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,7,10.6,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,7,9.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,7,10,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,7,10.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,8,10,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,8,10.7,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,8,13,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,8,8.2,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,8,10,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,8,7.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,9,9,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,9,6.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,9,10,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,6,7,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,6,10.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,6,9.1,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,7,9.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,8,10.8,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,8,11,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,8,8.5,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,9,7.1,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2003,9,8,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2004,9,7,"secchi depth m","summer secchi observations","eut"
13,"Arkona Basin",2004,9,9.1,"secchi depth m","summer secchi observations","eut"
10,"Bay of Mecklenburg",2004,9,5.6,"secchi depth m","summer secchi observations","eut"
10,"Bay of Mecklenburg",2004,9,7.8,"secchi depth m","summer secchi observations","eut"
7,"Kiel Bay",2004,9,4.1,"secchi depth m","summer secchi observations","eut"
7,"Kiel Bay",2004,9,6.3,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2004,9,7,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2004,9,7.7,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2004,9,7.7,"secchi depth m","summer secchi observations","eut"
1,"Kattegat",2004,9,7.2,"secchi depth m","summer secchi observations","eut"
1,"Kattegat",2004,9,6.6,"secchi depth m","summer secchi observations","eut"
1,"Kattegat",2004,9,8.4,"secchi depth m","summer secchi observations","eut"
1,"Kattegat",2004,9,9.2,"secchi depth m","summer secchi observations","eut"
2,"Kattegat",2004,9,8.1,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2004,6,13,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2004,7,10.5,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2004,7,7.8,"secchi depth m","summer secchi observations","eut"
15,"Bornholm Basin",2004,7,8.7,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2004,7,9,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2004,8,8,"secchi depth m","summer secchi observations","eut"
15,"Bornholm Basin",2004,8,10,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2004,8,8,"secchi depth m","summer secchi observations","eut"
15,"Bornholm Basin",2004,8,8.8,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2004,8,8.1,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2004,9,9,"secchi depth m","summer secchi observations","eut"
12,"Arkona Basin",2004,9,11,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2004,6,5.9,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2004,6,6.4,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2004,6,5,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2004,6,6.4,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2004,6,6,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2004,7,9.8,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2004,7,7.1,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2004,7,6.7,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2004,7,6,"secchi depth m","summer secchi observations","eut"
3,"Great Belt",2004,8,7,"secchi depth m","summer secchi observations","eut"
