"lat","lon","data_descrip","bhi_goal"
54.4665,12.2162,"summer secchi unique sampling locations 2000-2013","eut"
54.7233,12.7847,"summer secchi unique sampling locations 2000-2013","eut"
54.9252,13.4992,"summer secchi unique sampling locations 2000-2013","eut"
55,14.082,"summer secchi unique sampling locations 2000-2013","eut"
54.9253,13.5005,"summer secchi unique sampling locations 2000-2013","eut"
54.3152,11.55,"summer secchi unique sampling locations 2000-2013","eut"
55.8682,20.3342,"summer secchi unique sampling locations 2000-2013","eut"
55.5508,21.0678,"summer secchi unique sampling locations 2000-2013","eut"
56.0178,20.8333,"summer secchi unique sampling locations 2000-2013","eut"
55.7515,20.8842,"summer secchi unique sampling locations 2000-2013","eut"
57.2962,23.8522,"summer secchi unique sampling locations 2000-2013","eut"
57.3523,24.0805,"summer secchi unique sampling locations 2000-2013","eut"
57.1653,23.6678,"summer secchi unique sampling locations 2000-2013","eut"
57.3997,23.4838,"summer secchi unique sampling locations 2000-2013","eut"
57.6153,23.6165,"summer secchi unique sampling locations 2000-2013","eut"
57.33,23.854,"summer secchi unique sampling locations 2000-2013","eut"
57.1713,23.6735,"summer secchi unique sampling locations 2000-2013","eut"
57.3002,23.8503,"summer secchi unique sampling locations 2000-2013","eut"
57.4107,23.4998,"summer secchi unique sampling locations 2000-2013","eut"
57.567,22.9828,"summer secchi unique sampling locations 2000-2013","eut"
57.6175,23.618,"summer secchi unique sampling locations 2000-2013","eut"
57.5997,24.1173,"summer secchi unique sampling locations 2000-2013","eut"
57.3485,24.0777,"summer secchi unique sampling locations 2000-2013","eut"
57.2993,23.8497,"summer secchi unique sampling locations 2000-2013","eut"
57.5673,22.9825,"summer secchi unique sampling locations 2000-2013","eut"
57.6165,23.6173,"summer secchi unique sampling locations 2000-2013","eut"
57.6,24.12,"summer secchi unique sampling locations 2000-2013","eut"
57.3502,24.0825,"summer secchi unique sampling locations 2000-2013","eut"
57.2998,23.8495,"summer secchi unique sampling locations 2000-2013","eut"
57.167,23.6668,"summer secchi unique sampling locations 2000-2013","eut"
57.2997,23.8508,"summer secchi unique sampling locations 2000-2013","eut"
57.3503,24.0827,"summer secchi unique sampling locations 2000-2013","eut"
57.5995,24.117,"summer secchi unique sampling locations 2000-2013","eut"
57.6178,23.6165,"summer secchi unique sampling locations 2000-2013","eut"
57.57,22.983,"summer secchi unique sampling locations 2000-2013","eut"
57.3998,23.4838,"summer secchi unique sampling locations 2000-2013","eut"
57.166,23.6657,"summer secchi unique sampling locations 2000-2013","eut"
57.17,23.67,"summer secchi unique sampling locations 2000-2013","eut"
57.4013,23.484,"summer secchi unique sampling locations 2000-2013","eut"
57.57,22.9828,"summer secchi unique sampling locations 2000-2013","eut"
57.62,23.617,"summer secchi unique sampling locations 2000-2013","eut"
57.5995,24.1168,"summer secchi unique sampling locations 2000-2013","eut"
57.3432,24.0835,"summer secchi unique sampling locations 2000-2013","eut"
57.35,24.0828,"summer secchi unique sampling locations 2000-2013","eut"
57.5998,24.1175,"summer secchi unique sampling locations 2000-2013","eut"
57.6173,23.6173,"summer secchi unique sampling locations 2000-2013","eut"
57.5663,22.9837,"summer secchi unique sampling locations 2000-2013","eut"
57.167,23.6675,"summer secchi unique sampling locations 2000-2013","eut"
57.3005,23.8492,"summer secchi unique sampling locations 2000-2013","eut"
57.6163,23.6168,"summer secchi unique sampling locations 2000-2013","eut"
57.17,23.6668,"summer secchi unique sampling locations 2000-2013","eut"
57.3997,23.4832,"summer secchi unique sampling locations 2000-2013","eut"
57.57,22.9848,"summer secchi unique sampling locations 2000-2013","eut"
57.6003,23.618,"summer secchi unique sampling locations 2000-2013","eut"
57.5998,24.117,"summer secchi unique sampling locations 2000-2013","eut"
57.35,24.0823,"summer secchi unique sampling locations 2000-2013","eut"
57.3045,23.8547,"summer secchi unique sampling locations 2000-2013","eut"
57.616,23.6162,"summer secchi unique sampling locations 2000-2013","eut"
57.2995,23.8503,"summer secchi unique sampling locations 2000-2013","eut"
57.17,23.6672,"summer secchi unique sampling locations 2000-2013","eut"
57.4002,23.4828,"summer secchi unique sampling locations 2000-2013","eut"
57.567,22.983,"summer secchi unique sampling locations 2000-2013","eut"
57.6,24.1172,"summer secchi unique sampling locations 2000-2013","eut"
57.3492,24.0865,"summer secchi unique sampling locations 2000-2013","eut"
57.3493,24.0828,"summer secchi unique sampling locations 2000-2013","eut"
57.6067,24.1177,"summer secchi unique sampling locations 2000-2013","eut"
57.5667,22.8995,"summer secchi unique sampling locations 2000-2013","eut"
57.4,23.4833,"summer secchi unique sampling locations 2000-2013","eut"
57.1667,23.6672,"summer secchi unique sampling locations 2000-2013","eut"
57.3328,23.8497,"summer secchi unique sampling locations 2000-2013","eut"
57.2997,23.8507,"summer secchi unique sampling locations 2000-2013","eut"
57.1668,23.6667,"summer secchi unique sampling locations 2000-2013","eut"
57.5668,22.9842,"summer secchi unique sampling locations 2000-2013","eut"
57.4003,23.4848,"summer secchi unique sampling locations 2000-2013","eut"
57.5988,24.1165,"summer secchi unique sampling locations 2000-2013","eut"
57.3005,23.8495,"summer secchi unique sampling locations 2000-2013","eut"
57.3502,24.083,"summer secchi unique sampling locations 2000-2013","eut"
57.4167,23.7677,"summer secchi unique sampling locations 2000-2013","eut"
57.6177,23.6193,"summer secchi unique sampling locations 2000-2013","eut"
57.2997,23.85,"summer secchi unique sampling locations 2000-2013","eut"
57.3485,24.0847,"summer secchi unique sampling locations 2000-2013","eut"
57.6003,24.118,"summer secchi unique sampling locations 2000-2013","eut"
57.8562,24.3058,"summer secchi unique sampling locations 2000-2013","eut"
57.8837,24.2383,"summer secchi unique sampling locations 2000-2013","eut"
57.8833,24.0667,"summer secchi unique sampling locations 2000-2013","eut"
57.8482,23.9158,"summer secchi unique sampling locations 2000-2013","eut"
57.6163,23.6167,"summer secchi unique sampling locations 2000-2013","eut"
57.4332,23.7672,"summer secchi unique sampling locations 2000-2013","eut"
57.4,23.4853,"summer secchi unique sampling locations 2000-2013","eut"
57.5667,22.9833,"summer secchi unique sampling locations 2000-2013","eut"
57.7953,22.8723,"summer secchi unique sampling locations 2000-2013","eut"
57.166,23.6653,"summer secchi unique sampling locations 2000-2013","eut"
57.3002,23.8505,"summer secchi unique sampling locations 2000-2013","eut"
57.2995,23.8495,"summer secchi unique sampling locations 2000-2013","eut"
57.3462,24.083,"summer secchi unique sampling locations 2000-2013","eut"
57.608,24.1162,"summer secchi unique sampling locations 2000-2013","eut"
57.6173,23.6162,"summer secchi unique sampling locations 2000-2013","eut"
57.5667,22.9828,"summer secchi unique sampling locations 2000-2013","eut"
57.4023,23.4897,"summer secchi unique sampling locations 2000-2013","eut"
57.4167,23.7672,"summer secchi unique sampling locations 2000-2013","eut"
57.2998,23.8502,"summer secchi unique sampling locations 2000-2013","eut"
57.158,23.6662,"summer secchi unique sampling locations 2000-2013","eut"
57.3,23.8495,"summer secchi unique sampling locations 2000-2013","eut"
57.3005,23.8477,"summer secchi unique sampling locations 2000-2013","eut"
57.3367,24.0837,"summer secchi unique sampling locations 2000-2013","eut"
57.5997,24.1167,"summer secchi unique sampling locations 2000-2013","eut"
57.6163,23.6178,"summer secchi unique sampling locations 2000-2013","eut"
57.5653,22.9823,"summer secchi unique sampling locations 2000-2013","eut"
57.3998,23.4835,"summer secchi unique sampling locations 2000-2013","eut"
57.1663,23.6703,"summer secchi unique sampling locations 2000-2013","eut"
57.304,24.1915,"summer secchi unique sampling locations 2000-2013","eut"
57.2967,23.8505,"summer secchi unique sampling locations 2000-2013","eut"
57.3493,24.0837,"summer secchi unique sampling locations 2000-2013","eut"
57.5998,24.1168,"summer secchi unique sampling locations 2000-2013","eut"
57.6162,23.6158,"summer secchi unique sampling locations 2000-2013","eut"
57.5662,22.9833,"summer secchi unique sampling locations 2000-2013","eut"
57.3995,23.4835,"summer secchi unique sampling locations 2000-2013","eut"
57.1667,23.6663,"summer secchi unique sampling locations 2000-2013","eut"
57.2993,23.8528,"summer secchi unique sampling locations 2000-2013","eut"
57.2995,23.8498,"summer secchi unique sampling locations 2000-2013","eut"
57.3498,24.0835,"summer secchi unique sampling locations 2000-2013","eut"
57.6002,24.1158,"summer secchi unique sampling locations 2000-2013","eut"
57.8553,24.2848,"summer secchi unique sampling locations 2000-2013","eut"
57.8835,24.24,"summer secchi unique sampling locations 2000-2013","eut"
57.873,24.0687,"summer secchi unique sampling locations 2000-2013","eut"
57.8397,23.9178,"summer secchi unique sampling locations 2000-2013","eut"
57.6167,23.606,"summer secchi unique sampling locations 2000-2013","eut"
57.7952,22.8705,"summer secchi unique sampling locations 2000-2013","eut"
57.5667,22.933,"summer secchi unique sampling locations 2000-2013","eut"
57.4,23.4947,"summer secchi unique sampling locations 2000-2013","eut"
57.4168,23.767,"summer secchi unique sampling locations 2000-2013","eut"
57.1662,23.6675,"summer secchi unique sampling locations 2000-2013","eut"
57.2997,23.8533,"summer secchi unique sampling locations 2000-2013","eut"
57.3495,24.082,"summer secchi unique sampling locations 2000-2013","eut"
57.5998,24.1165,"summer secchi unique sampling locations 2000-2013","eut"
57.6162,23.6165,"summer secchi unique sampling locations 2000-2013","eut"
57.5667,22.9835,"summer secchi unique sampling locations 2000-2013","eut"
57.4003,23.4842,"summer secchi unique sampling locations 2000-2013","eut"
57.417,23.77,"summer secchi unique sampling locations 2000-2013","eut"
57.302,23.855,"summer secchi unique sampling locations 2000-2013","eut"
57.1665,23.6677,"summer secchi unique sampling locations 2000-2013","eut"
57.2948,23.8487,"summer secchi unique sampling locations 2000-2013","eut"
57.2998,23.852,"summer secchi unique sampling locations 2000-2013","eut"
57.4413,24.313,"summer secchi unique sampling locations 2000-2013","eut"
57.3498,24.0843,"summer secchi unique sampling locations 2000-2013","eut"
57.2992,23.8515,"summer secchi unique sampling locations 2000-2013","eut"
57.3488,24.0805,"summer secchi unique sampling locations 2000-2013","eut"
57.5902,24.1388,"summer secchi unique sampling locations 2000-2013","eut"
57.1665,23.6657,"summer secchi unique sampling locations 2000-2013","eut"
57.7958,22.8803,"summer secchi unique sampling locations 2000-2013","eut"
57.832,22.4108,"summer secchi unique sampling locations 2000-2013","eut"
56.9575,20.9898,"summer secchi unique sampling locations 2000-2013","eut"
57.5333,23.8167,"summer secchi unique sampling locations 2000-2013","eut"
57.5663,22.9833,"summer secchi unique sampling locations 2000-2013","eut"
57.3998,23.4837,"summer secchi unique sampling locations 2000-2013","eut"
57.5987,24.115,"summer secchi unique sampling locations 2000-2013","eut"
57.8838,24.2387,"summer secchi unique sampling locations 2000-2013","eut"
57.8832,24.0665,"summer secchi unique sampling locations 2000-2013","eut"
57.8495,23.9162,"summer secchi unique sampling locations 2000-2013","eut"
57.616,23.6152,"summer secchi unique sampling locations 2000-2013","eut"
57.35,24.0825,"summer secchi unique sampling locations 2000-2013","eut"
57.1698,23.6712,"summer secchi unique sampling locations 2000-2013","eut"
57.4,23.4842,"summer secchi unique sampling locations 2000-2013","eut"
57.5673,22.983,"summer secchi unique sampling locations 2000-2013","eut"
57.35,24.08,"summer secchi unique sampling locations 2000-2013","eut"
57.6002,24.116,"summer secchi unique sampling locations 2000-2013","eut"
57.457,21.5307,"summer secchi unique sampling locations 2000-2013","eut"
56.6297,20.9882,"summer secchi unique sampling locations 2000-2013","eut"
57.797,22.88,"summer secchi unique sampling locations 2000-2013","eut"
57.5665,22.9835,"summer secchi unique sampling locations 2000-2013","eut"
57.4002,23.4847,"summer secchi unique sampling locations 2000-2013","eut"
57.1685,23.668,"summer secchi unique sampling locations 2000-2013","eut"
57.6158,23.6165,"summer secchi unique sampling locations 2000-2013","eut"
57.8485,23.922,"summer secchi unique sampling locations 2000-2013","eut"
57.883,24.0632,"summer secchi unique sampling locations 2000-2013","eut"
57.8823,24.2408,"summer secchi unique sampling locations 2000-2013","eut"
57.8587,24.3048,"summer secchi unique sampling locations 2000-2013","eut"
57.601,24.1173,"summer secchi unique sampling locations 2000-2013","eut"
57.3488,24.0768,"summer secchi unique sampling locations 2000-2013","eut"
57.4163,23.7635,"summer secchi unique sampling locations 2000-2013","eut"
57.2982,23.8493,"summer secchi unique sampling locations 2000-2013","eut"
56.6308,20.9952,"summer secchi unique sampling locations 2000-2013","eut"
57.3,23.848,"summer secchi unique sampling locations 2000-2013","eut"
57.1673,23.663,"summer secchi unique sampling locations 2000-2013","eut"
57.4015,23.4873,"summer secchi unique sampling locations 2000-2013","eut"
57.7952,22.8747,"summer secchi unique sampling locations 2000-2013","eut"
57.566,22.9818,"summer secchi unique sampling locations 2000-2013","eut"
56.6317,20.982,"summer secchi unique sampling locations 2000-2013","eut"
57.877,24.24,"summer secchi unique sampling locations 2000-2013","eut"
57.3008,23.8497,"summer secchi unique sampling locations 2000-2013","eut"
57.598,24.128,"summer secchi unique sampling locations 2000-2013","eut"
57.3655,24.0785,"summer secchi unique sampling locations 2000-2013","eut"
56.6255,20.9893,"summer secchi unique sampling locations 2000-2013","eut"
57.2983,23.8483,"summer secchi unique sampling locations 2000-2013","eut"
57.5667,21.6117,"summer secchi unique sampling locations 2000-2013","eut"
56.63,20.9867,"summer secchi unique sampling locations 2000-2013","eut"
56.6238,20.9895,"summer secchi unique sampling locations 2000-2013","eut"
56.625,20.9883,"summer secchi unique sampling locations 2000-2013","eut"
56.7017,19.8717,"summer secchi unique sampling locations 2000-2013","eut"
57.3267,19.9717,"summer secchi unique sampling locations 2000-2013","eut"
57.3917,21.095,"summer secchi unique sampling locations 2000-2013","eut"
57.565,21.615,"summer secchi unique sampling locations 2000-2013","eut"
57.8433,22.4083,"summer secchi unique sampling locations 2000-2013","eut"
57.795,22.8817,"summer secchi unique sampling locations 2000-2013","eut"
57.5683,22.9817,"summer secchi unique sampling locations 2000-2013","eut"
57.1667,23.665,"summer secchi unique sampling locations 2000-2013","eut"
57.35,24.0817,"summer secchi unique sampling locations 2000-2013","eut"
57.4167,23.7667,"summer secchi unique sampling locations 2000-2013","eut"
57.6,24.1167,"summer secchi unique sampling locations 2000-2013","eut"
57.85,23.9117,"summer secchi unique sampling locations 2000-2013","eut"
57.8783,24.2433,"summer secchi unique sampling locations 2000-2013","eut"
57.6167,23.615,"summer secchi unique sampling locations 2000-2013","eut"
57.3,23.8483,"summer secchi unique sampling locations 2000-2013","eut"
57.5688,21.6135,"summer secchi unique sampling locations 2000-2013","eut"
57.2983,23.85,"summer secchi unique sampling locations 2000-2013","eut"
57.1633,23.666,"summer secchi unique sampling locations 2000-2013","eut"
56.6183,20.975,"summer secchi unique sampling locations 2000-2013","eut"
56.6258,20.9903,"summer secchi unique sampling locations 2000-2013","eut"
56.4817,20.9433,"summer secchi unique sampling locations 2000-2013","eut"
56.3133,20.93,"summer secchi unique sampling locations 2000-2013","eut"
57.165,23.6633,"summer secchi unique sampling locations 2000-2013","eut"
57.3483,24.075,"summer secchi unique sampling locations 2000-2013","eut"
57.85,23.915,"summer secchi unique sampling locations 2000-2013","eut"
57.3917,21.0983,"summer secchi unique sampling locations 2000-2013","eut"
57.3317,19.9733,"summer secchi unique sampling locations 2000-2013","eut"
56.7067,19.8783,"summer secchi unique sampling locations 2000-2013","eut"
56.625,20.99,"summer secchi unique sampling locations 2000-2013","eut"
56.6167,20.4483,"summer secchi unique sampling locations 2000-2013","eut"
57.0283,21.3517,"summer secchi unique sampling locations 2000-2013","eut"
57.565,21.61,"summer secchi unique sampling locations 2000-2013","eut"
57.8433,22.41,"summer secchi unique sampling locations 2000-2013","eut"
57.795,22.8833,"summer secchi unique sampling locations 2000-2013","eut"
57.565,22.985,"summer secchi unique sampling locations 2000-2013","eut"
57.615,23.6183,"summer secchi unique sampling locations 2000-2013","eut"
57.3983,23.4833,"summer secchi unique sampling locations 2000-2013","eut"
57.4167,23.765,"summer secchi unique sampling locations 2000-2013","eut"
56.6217,20.9817,"summer secchi unique sampling locations 2000-2013","eut"
57.8417,22.41,"summer secchi unique sampling locations 2000-2013","eut"
57.7983,22.8767,"summer secchi unique sampling locations 2000-2013","eut"
57.5667,22.9767,"summer secchi unique sampling locations 2000-2013","eut"
57.3983,23.4817,"summer secchi unique sampling locations 2000-2013","eut"
57.2983,23.8467,"summer secchi unique sampling locations 2000-2013","eut"
57.6,24.1133,"summer secchi unique sampling locations 2000-2013","eut"
57.8483,23.9167,"summer secchi unique sampling locations 2000-2013","eut"
57.615,23.615,"summer secchi unique sampling locations 2000-2013","eut"
57.415,23.765,"summer secchi unique sampling locations 2000-2013","eut"
57.03,21.35,"summer secchi unique sampling locations 2000-2013","eut"
56.62,20.99,"summer secchi unique sampling locations 2000-2013","eut"
57.57,21.61,"summer secchi unique sampling locations 2000-2013","eut"
57.84,22.41,"summer secchi unique sampling locations 2000-2013","eut"
57.8,22.88,"summer secchi unique sampling locations 2000-2013","eut"
57.62,23.62,"summer secchi unique sampling locations 2000-2013","eut"
57.42,23.77,"summer secchi unique sampling locations 2000-2013","eut"
57.4,23.48,"summer secchi unique sampling locations 2000-2013","eut"
57.4142,23.7747,"summer secchi unique sampling locations 2000-2013","eut"
57.2987,23.852,"summer secchi unique sampling locations 2000-2013","eut"
54.5,19.12,"summer secchi unique sampling locations 2000-2013","eut"
54.83,19.33,"summer secchi unique sampling locations 2000-2013","eut"
54.88,18.37,"summer secchi unique sampling locations 2000-2013","eut"
54.83,17.53,"summer secchi unique sampling locations 2000-2013","eut"
54.63,16.8,"summer secchi unique sampling locations 2000-2013","eut"
54.33,16.08,"summer secchi unique sampling locations 2000-2013","eut"
53.95,14.27,"summer secchi unique sampling locations 2000-2013","eut"
54.07,14.7,"summer secchi unique sampling locations 2000-2013","eut"
55.3,18,"summer secchi unique sampling locations 2000-2013","eut"
54.07,14.25,"summer secchi unique sampling locations 2000-2013","eut"
54.25,15.53,"summer secchi unique sampling locations 2000-2013","eut"
54.88,18.08,"summer secchi unique sampling locations 2000-2013","eut"
54.67,18.83,"summer secchi unique sampling locations 2000-2013","eut"
54.05,14.72,"summer secchi unique sampling locations 2000-2013","eut"
54.75,15.13,"summer secchi unique sampling locations 2000-2013","eut"
55.22,17.07,"summer secchi unique sampling locations 2000-2013","eut"
54.65,19.3,"summer secchi unique sampling locations 2000-2013","eut"
54.5,19.1,"summer secchi unique sampling locations 2000-2013","eut"
54.65,19.28,"summer secchi unique sampling locations 2000-2013","eut"
54.87,18.08,"summer secchi unique sampling locations 2000-2013","eut"
54.07,14.68,"summer secchi unique sampling locations 2000-2013","eut"
54.17,15.27,"summer secchi unique sampling locations 2000-2013","eut"
54.45,16.33,"summer secchi unique sampling locations 2000-2013","eut"
55.28,18,"summer secchi unique sampling locations 2000-2013","eut"
54.73,15.13,"summer secchi unique sampling locations 2000-2013","eut"
54.45,15.98,"summer secchi unique sampling locations 2000-2013","eut"
54.92,16.45,"summer secchi unique sampling locations 2000-2013","eut"
55.555,18.4,"summer secchi unique sampling locations 2000-2013","eut"
55.2917,18,"summer secchi unique sampling locations 2000-2013","eut"
55.23,17.0733,"summer secchi unique sampling locations 2000-2013","eut"
55.25,15.9833,"summer secchi unique sampling locations 2000-2013","eut"
54.0667,14.25,"summer secchi unique sampling locations 2000-2013","eut"
53.948,14.263,"summer secchi unique sampling locations 2000-2013","eut"
54.0667,14.6917,"summer secchi unique sampling locations 2000-2013","eut"
54.2567,15.5333,"summer secchi unique sampling locations 2000-2013","eut"
54.45,15.9833,"summer secchi unique sampling locations 2000-2013","eut"
54.93,16.462,"summer secchi unique sampling locations 2000-2013","eut"
54.6333,16.8,"summer secchi unique sampling locations 2000-2013","eut"
54.8333,17.535,"summer secchi unique sampling locations 2000-2013","eut"
54.875,18.0833,"summer secchi unique sampling locations 2000-2013","eut"
54.8333,19.3333,"summer secchi unique sampling locations 2000-2013","eut"
54.6507,19.2853,"summer secchi unique sampling locations 2000-2013","eut"
54.5,19.1133,"summer secchi unique sampling locations 2000-2013","eut"
54.8833,18.3667,"summer secchi unique sampling locations 2000-2013","eut"
54.4083,19.4417,"summer secchi unique sampling locations 2000-2013","eut"
54.6667,18.8333,"summer secchi unique sampling locations 2000-2013","eut"
54.5998,19.1432,"summer secchi unique sampling locations 2000-2013","eut"
54.8328,19.317,"summer secchi unique sampling locations 2000-2013","eut"
55.1185,19.1008,"summer secchi unique sampling locations 2000-2013","eut"
55.0057,18.666,"summer secchi unique sampling locations 2000-2013","eut"
55.6022,18.4355,"summer secchi unique sampling locations 2000-2013","eut"
54.9993,18.3338,"summer secchi unique sampling locations 2000-2013","eut"
55.1662,18.0002,"summer secchi unique sampling locations 2000-2013","eut"
55.1662,18.3005,"summer secchi unique sampling locations 2000-2013","eut"
55.334,18.3343,"summer secchi unique sampling locations 2000-2013","eut"
55.334,17.9997,"summer secchi unique sampling locations 2000-2013","eut"
55.3173,17.6687,"summer secchi unique sampling locations 2000-2013","eut"
55.1675,17.6673,"summer secchi unique sampling locations 2000-2013","eut"
55.1665,17.3342,"summer secchi unique sampling locations 2000-2013","eut"
55.2357,17.3342,"summer secchi unique sampling locations 2000-2013","eut"
55.3323,17.3332,"summer secchi unique sampling locations 2000-2013","eut"
55.3327,17.0032,"summer secchi unique sampling locations 2000-2013","eut"
55.2362,17.0042,"summer secchi unique sampling locations 2000-2013","eut"
55.1663,16.6668,"summer secchi unique sampling locations 2000-2013","eut"
55.2835,16.501,"summer secchi unique sampling locations 2000-2013","eut"
55.4993,16.3337,"summer secchi unique sampling locations 2000-2013","eut"
55.6653,16.3323,"summer secchi unique sampling locations 2000-2013","eut"
55.6663,16.0007,"summer secchi unique sampling locations 2000-2013","eut"
55.4957,15.9987,"summer secchi unique sampling locations 2000-2013","eut"
55.5943,15.6672,"summer secchi unique sampling locations 2000-2013","eut"
55.6663,14.9752,"summer secchi unique sampling locations 2000-2013","eut"
55.6697,14.6933,"summer secchi unique sampling locations 2000-2013","eut"
55.5138,14.6687,"summer secchi unique sampling locations 2000-2013","eut"
55.4722,15.0338,"summer secchi unique sampling locations 2000-2013","eut"
55.3323,15.0003,"summer secchi unique sampling locations 2000-2013","eut"
55.3335,15.3303,"summer secchi unique sampling locations 2000-2013","eut"
55.5047,15.3397,"summer secchi unique sampling locations 2000-2013","eut"
55.5002,15.6682,"summer secchi unique sampling locations 2000-2013","eut"
55.3352,15.6557,"summer secchi unique sampling locations 2000-2013","eut"
55.3353,15.997,"summer secchi unique sampling locations 2000-2013","eut"
55.1658,15.3352,"summer secchi unique sampling locations 2000-2013","eut"
55.0037,15.3388,"summer secchi unique sampling locations 2000-2013","eut"
54.8383,15.3352,"summer secchi unique sampling locations 2000-2013","eut"
54.6678,15.0018,"summer secchi unique sampling locations 2000-2013","eut"
54.665,15.3315,"summer secchi unique sampling locations 2000-2013","eut"
54.4998,15.6667,"summer secchi unique sampling locations 2000-2013","eut"
54.6673,15.6685,"summer secchi unique sampling locations 2000-2013","eut"
54.6675,15.9985,"summer secchi unique sampling locations 2000-2013","eut"
54.8327,15.666,"summer secchi unique sampling locations 2000-2013","eut"
54.8335,16.0003,"summer secchi unique sampling locations 2000-2013","eut"
54.9997,16.3315,"summer secchi unique sampling locations 2000-2013","eut"
55,15.9993,"summer secchi unique sampling locations 2000-2013","eut"
54.999,15.6668,"summer secchi unique sampling locations 2000-2013","eut"
55.1495,15.6665,"summer secchi unique sampling locations 2000-2013","eut"
55.1667,15.9997,"summer secchi unique sampling locations 2000-2013","eut"
55.2318,16.2127,"summer secchi unique sampling locations 2000-2013","eut"
55.2317,15.9993,"summer secchi unique sampling locations 2000-2013","eut"
55.2332,15.9818,"summer secchi unique sampling locations 2000-2013","eut"
55.2978,16.3338,"summer secchi unique sampling locations 2000-2013","eut"
54.4992,15.6722,"summer secchi unique sampling locations 2000-2013","eut"
54.9968,16.0002,"summer secchi unique sampling locations 2000-2013","eut"
55.2348,15.9823,"summer secchi unique sampling locations 2000-2013","eut"
55.2832,16.5008,"summer secchi unique sampling locations 2000-2013","eut"
55.2338,17.3343,"summer secchi unique sampling locations 2000-2013","eut"
55.3333,17.9993,"summer secchi unique sampling locations 2000-2013","eut"
54.633,16.8,"summer secchi unique sampling locations 2000-2013","eut"
55.291,18,"summer secchi unique sampling locations 2000-2013","eut"
55.216,17.066,"summer secchi unique sampling locations 2000-2013","eut"
55.25,15.983,"summer secchi unique sampling locations 2000-2013","eut"
54.741,15.133,"summer secchi unique sampling locations 2000-2013","eut"
54.066,14.25,"summer secchi unique sampling locations 2000-2013","eut"
54.066,14.691,"summer secchi unique sampling locations 2000-2013","eut"
54.256,15.533,"summer secchi unique sampling locations 2000-2013","eut"
54.45,15.983,"summer secchi unique sampling locations 2000-2013","eut"
54.925,16.45,"summer secchi unique sampling locations 2000-2013","eut"
54.833,17.535,"summer secchi unique sampling locations 2000-2013","eut"
54.875,18.083,"summer secchi unique sampling locations 2000-2013","eut"
54.833,19.333,"summer secchi unique sampling locations 2000-2013","eut"
54.5,19.113,"summer secchi unique sampling locations 2000-2013","eut"
54.651,19.293,"summer secchi unique sampling locations 2000-2013","eut"
54.666,18.833,"summer secchi unique sampling locations 2000-2013","eut"
54.408,19.441,"summer secchi unique sampling locations 2000-2013","eut"
54.883,18.37,"summer secchi unique sampling locations 2000-2013","eut"
55.2503,19.0153,"summer secchi unique sampling locations 2000-2013","eut"
54.5367,18.9718,"summer secchi unique sampling locations 2000-2013","eut"
55.4332,17.3285,"summer secchi unique sampling locations 2000-2013","eut"
55.553,18.4,"summer secchi unique sampling locations 2000-2013","eut"
55.2883,18,"summer secchi unique sampling locations 2000-2013","eut"
55.2167,17.0667,"summer secchi unique sampling locations 2000-2013","eut"
54.7383,15.1333,"summer secchi unique sampling locations 2000-2013","eut"
53.9422,14.2578,"summer secchi unique sampling locations 2000-2013","eut"
54.0667,14.6883,"summer secchi unique sampling locations 2000-2013","eut"
54.254,15.5333,"summer secchi unique sampling locations 2000-2013","eut"
54.9217,16.45,"summer secchi unique sampling locations 2000-2013","eut"
54.8333,17.5343,"summer secchi unique sampling locations 2000-2013","eut"
54.8717,18.0833,"summer secchi unique sampling locations 2000-2013","eut"
54.651,19.2893,"summer secchi unique sampling locations 2000-2013","eut"
54.5,19.108,"summer secchi unique sampling locations 2000-2013","eut"
54.8833,18.3687,"summer secchi unique sampling locations 2000-2013","eut"
54.405,19.4383,"summer secchi unique sampling locations 2000-2013","eut"
54.5988,19.1435,"summer secchi unique sampling locations 2000-2013","eut"
54.8333,19.3182,"summer secchi unique sampling locations 2000-2013","eut"
54.8342,19.0007,"summer secchi unique sampling locations 2000-2013","eut"
54.9998,19.0002,"summer secchi unique sampling locations 2000-2013","eut"
55.1162,19.0993,"summer secchi unique sampling locations 2000-2013","eut"
55.6,18.4348,"summer secchi unique sampling locations 2000-2013","eut"
55.4997,18.3333,"summer secchi unique sampling locations 2000-2013","eut"
55.3332,18.3333,"summer secchi unique sampling locations 2000-2013","eut"
55.1668,18.3,"summer secchi unique sampling locations 2000-2013","eut"
55,18.3335,"summer secchi unique sampling locations 2000-2013","eut"
55.167,18.0005,"summer secchi unique sampling locations 2000-2013","eut"
55.3332,18.0002,"summer secchi unique sampling locations 2000-2013","eut"
55.3333,17.334,"summer secchi unique sampling locations 2000-2013","eut"
55.35,17.0832,"summer secchi unique sampling locations 2000-2013","eut"
55.2342,17.0002,"summer secchi unique sampling locations 2000-2013","eut"
55.2337,16.7998,"summer secchi unique sampling locations 2000-2013","eut"
55.3503,16.8002,"summer secchi unique sampling locations 2000-2013","eut"
55.3338,16.6663,"summer secchi unique sampling locations 2000-2013","eut"
55.1667,16.667,"summer secchi unique sampling locations 2000-2013","eut"
55.1247,16.5003,"summer secchi unique sampling locations 2000-2013","eut"
55.2828,16.4983,"summer secchi unique sampling locations 2000-2013","eut"
55.7918,16.5007,"summer secchi unique sampling locations 2000-2013","eut"
55.792,16.2497,"summer secchi unique sampling locations 2000-2013","eut"
