"lat","lon","data_descrip","bhi_goal"
56.8567,10.7915,"summer secchi unique sampling locations 2000-2013","eut"
56.8637,10.7815,"summer secchi unique sampling locations 2000-2013","eut"
56.0928,11.2113,"summer secchi unique sampling locations 2000-2013","eut"
56.1312,11.1568,"summer secchi unique sampling locations 2000-2013","eut"
56.1313,11.158,"summer secchi unique sampling locations 2000-2013","eut"
56.1305,11.1563,"summer secchi unique sampling locations 2000-2013","eut"
57.2097,10.6992,"summer secchi unique sampling locations 2000-2013","eut"
56.8558,10.7928,"summer secchi unique sampling locations 2000-2013","eut"
56.857,10.7915,"summer secchi unique sampling locations 2000-2013","eut"
56.856,10.7917,"summer secchi unique sampling locations 2000-2013","eut"
57.2103,10.6985,"summer secchi unique sampling locations 2000-2013","eut"
57.2103,10.6983,"summer secchi unique sampling locations 2000-2013","eut"
56.8567,10.7933,"summer secchi unique sampling locations 2000-2013","eut"
55.1118,14.6562,"summer secchi unique sampling locations 2000-2013","eut"
55.1108,14.6567,"summer secchi unique sampling locations 2000-2013","eut"
55.2505,15.9842,"summer secchi unique sampling locations 2000-2013","eut"
55.1113,14.6575,"summer secchi unique sampling locations 2000-2013","eut"
55.1115,14.65,"summer secchi unique sampling locations 2000-2013","eut"
55.5077,10.862,"summer secchi unique sampling locations 2000-2013","eut"
57.21,10.6963,"summer secchi unique sampling locations 2000-2013","eut"
56.1322,11.1572,"summer secchi unique sampling locations 2000-2013","eut"
56.1313,11.1573,"summer secchi unique sampling locations 2000-2013","eut"
56.1322,11.1585,"summer secchi unique sampling locations 2000-2013","eut"
56.132,11.1577,"summer secchi unique sampling locations 2000-2013","eut"
56.1325,11.1563,"summer secchi unique sampling locations 2000-2013","eut"
56.1312,11.1545,"summer secchi unique sampling locations 2000-2013","eut"
56.1327,11.1568,"summer secchi unique sampling locations 2000-2013","eut"
57.2097,10.6985,"summer secchi unique sampling locations 2000-2013","eut"
55.1,14.65,"summer secchi unique sampling locations 2000-2013","eut"
55.1112,14.6577,"summer secchi unique sampling locations 2000-2013","eut"
57.85,23.917,"summer secchi unique sampling locations 2000-2013","eut"
57.817,22.283,"summer secchi unique sampling locations 2000-2013","eut"
59.433,23.15,"summer secchi unique sampling locations 2000-2013","eut"
59.483,22.9,"summer secchi unique sampling locations 2000-2013","eut"
59.608,24.35,"summer secchi unique sampling locations 2000-2013","eut"
59.833,25.617,"summer secchi unique sampling locations 2000-2013","eut"
60.073,26.342,"summer secchi unique sampling locations 2000-2013","eut"
59.54,27.175,"summer secchi unique sampling locations 2000-2013","eut"
59.633,27.448,"summer secchi unique sampling locations 2000-2013","eut"
59.6333,27.4483,"summer secchi unique sampling locations 2000-2013","eut"
59.8383,24.8383,"summer secchi unique sampling locations 2000-2013","eut"
59.6333,27.45,"summer secchi unique sampling locations 2000-2013","eut"
59.6083,24.35,"summer secchi unique sampling locations 2000-2013","eut"
59.4833,22.95,"summer secchi unique sampling locations 2000-2013","eut"
59.325,23.2667,"summer secchi unique sampling locations 2000-2013","eut"
59.305,23.2885,"summer secchi unique sampling locations 2000-2013","eut"
59.8333,25.6167,"summer secchi unique sampling locations 2000-2013","eut"
59.9167,26.3417,"summer secchi unique sampling locations 2000-2013","eut"
59.5833,27.45,"summer secchi unique sampling locations 2000-2013","eut"
57.975,20.5333,"summer secchi unique sampling locations 2000-2013","eut"
59.0333,21.0833,"summer secchi unique sampling locations 2000-2013","eut"
57.8133,22.8883,"summer secchi unique sampling locations 2000-2013","eut"
57.6167,23.6167,"summer secchi unique sampling locations 2000-2013","eut"
57.85,23.9167,"summer secchi unique sampling locations 2000-2013","eut"
56.3113,20.8297,"summer secchi unique sampling locations 2000-2013","eut"
56.404,19.3545,"summer secchi unique sampling locations 2000-2013","eut"
56.3702,19.9957,"summer secchi unique sampling locations 2000-2013","eut"
56.7158,20.4372,"summer secchi unique sampling locations 2000-2013","eut"
57.3553,20.7755,"summer secchi unique sampling locations 2000-2013","eut"
57.4107,21.3267,"summer secchi unique sampling locations 2000-2013","eut"
57.7985,22.3315,"summer secchi unique sampling locations 2000-2013","eut"
57.4002,23.4813,"summer secchi unique sampling locations 2000-2013","eut"
57.6165,23.6157,"summer secchi unique sampling locations 2000-2013","eut"
57.6218,24.0587,"summer secchi unique sampling locations 2000-2013","eut"
57.3513,24.0848,"summer secchi unique sampling locations 2000-2013","eut"
57.3007,23.8482,"summer secchi unique sampling locations 2000-2013","eut"
57.4173,23.7672,"summer secchi unique sampling locations 2000-2013","eut"
57.7965,22.8833,"summer secchi unique sampling locations 2000-2013","eut"
57.5675,22.9745,"summer secchi unique sampling locations 2000-2013","eut"
57.6162,23.6182,"summer secchi unique sampling locations 2000-2013","eut"
57.4172,23.7665,"summer secchi unique sampling locations 2000-2013","eut"
57.3003,23.8502,"summer secchi unique sampling locations 2000-2013","eut"
57.35,24.0763,"summer secchi unique sampling locations 2000-2013","eut"
57.3088,24.285,"summer secchi unique sampling locations 2000-2013","eut"
57.5937,24.2798,"summer secchi unique sampling locations 2000-2013","eut"
57.8502,23.9103,"summer secchi unique sampling locations 2000-2013","eut"
57.6165,23.616,"summer secchi unique sampling locations 2000-2013","eut"
57.4168,23.7662,"summer secchi unique sampling locations 2000-2013","eut"
57.3013,23.8483,"summer secchi unique sampling locations 2000-2013","eut"
57.3498,24.0827,"summer secchi unique sampling locations 2000-2013","eut"
64.6837,24.0793,"summer secchi unique sampling locations 2000-2013","eut"
64.9672,24.4517,"summer secchi unique sampling locations 2000-2013","eut"
54.833,13.3802,"summer secchi unique sampling locations 2000-2013","eut"
55,14.0805,"summer secchi unique sampling locations 2000-2013","eut"
55.3333,14.4798,"summer secchi unique sampling locations 2000-2013","eut"
55.6832,14.6967,"summer secchi unique sampling locations 2000-2013","eut"
56.4915,18.8303,"summer secchi unique sampling locations 2000-2013","eut"
56.4832,18.9468,"summer secchi unique sampling locations 2000-2013","eut"
56.4832,19.2837,"summer secchi unique sampling locations 2000-2013","eut"
56.4833,19.5637,"summer secchi unique sampling locations 2000-2013","eut"
57.3165,20.0303,"summer secchi unique sampling locations 2000-2013","eut"
57.9867,20.1048,"summer secchi unique sampling locations 2000-2013","eut"
57.9917,20.4142,"summer secchi unique sampling locations 2000-2013","eut"
57.9915,20.7638,"summer secchi unique sampling locations 2000-2013","eut"
57.9833,21.0803,"summer secchi unique sampling locations 2000-2013","eut"
58.4332,20.947,"summer secchi unique sampling locations 2000-2013","eut"
59.0333,21.0793,"summer secchi unique sampling locations 2000-2013","eut"
59.4833,22.8968,"summer secchi unique sampling locations 2000-2013","eut"
59.8502,24.8302,"summer secchi unique sampling locations 2000-2013","eut"
60.1888,19.1427,"summer secchi unique sampling locations 2000-2013","eut"
61.0835,19.5798,"summer secchi unique sampling locations 2000-2013","eut"
61.6168,19.7972,"summer secchi unique sampling locations 2000-2013","eut"
63.3143,20.2728,"summer secchi unique sampling locations 2000-2013","eut"
63.5167,21.5132,"summer secchi unique sampling locations 2000-2013","eut"
64.7003,23.0793,"summer secchi unique sampling locations 2000-2013","eut"
64.8002,23.4795,"summer secchi unique sampling locations 2000-2013","eut"
64.834,23.1628,"summer secchi unique sampling locations 2000-2013","eut"
65.0003,23.2462,"summer secchi unique sampling locations 2000-2013","eut"
65.2337,23.5627,"summer secchi unique sampling locations 2000-2013","eut"
63.9833,21.7628,"summer secchi unique sampling locations 2000-2013","eut"
63.5168,21.0632,"summer secchi unique sampling locations 2000-2013","eut"
62.8452,18.8887,"summer secchi unique sampling locations 2000-2013","eut"
61.9832,20.0633,"summer secchi unique sampling locations 2000-2013","eut"
61.7667,20.5302,"summer secchi unique sampling locations 2000-2013","eut"
61.5402,20.6198,"summer secchi unique sampling locations 2000-2013","eut"
61.0837,20.5965,"summer secchi unique sampling locations 2000-2013","eut"
59.8498,24.8298,"summer secchi unique sampling locations 2000-2013","eut"
59.5833,23.2968,"summer secchi unique sampling locations 2000-2013","eut"
59.6948,23.19,"summer secchi unique sampling locations 2000-2013","eut"
60.0585,29.1968,"summer secchi unique sampling locations 2000-2013","eut"
60.1005,29.0222,"summer secchi unique sampling locations 2000-2013","eut"
60.107,28.8048,"summer secchi unique sampling locations 2000-2013","eut"
60.167,28.75,"summer secchi unique sampling locations 2000-2013","eut"
60.1,28.7172,"summer secchi unique sampling locations 2000-2013","eut"
60.3832,28.0667,"summer secchi unique sampling locations 2000-2013","eut"
60.241,27.2685,"summer secchi unique sampling locations 2000-2013","eut"
60.1668,27.2333,"summer secchi unique sampling locations 2000-2013","eut"
60.1,27.2498,"summer secchi unique sampling locations 2000-2013","eut"
60.0333,27.2667,"summer secchi unique sampling locations 2000-2013","eut"
59.9502,27.3,"summer secchi unique sampling locations 2000-2013","eut"
59.8662,27.3332,"summer secchi unique sampling locations 2000-2013","eut"
59.7998,27.367,"summer secchi unique sampling locations 2000-2013","eut"
59.7335,27.4002,"summer secchi unique sampling locations 2000-2013","eut"
59.6668,27.4333,"summer secchi unique sampling locations 2000-2013","eut"
60.1085,26.503,"summer secchi unique sampling locations 2000-2013","eut"
59.933,25.8838,"summer secchi unique sampling locations 2000-2013","eut"
59.9998,25.8667,"summer secchi unique sampling locations 2000-2013","eut"
59.9998,25.3333,"summer secchi unique sampling locations 2000-2013","eut"
59.9168,25.3577,"summer secchi unique sampling locations 2000-2013","eut"
59.85,25.3825,"summer secchi unique sampling locations 2000-2013","eut"
59.7835,25.4042,"summer secchi unique sampling locations 2000-2013","eut"
59.767,24.8508,"summer secchi unique sampling locations 2000-2013","eut"
59.8333,24.8242,"summer secchi unique sampling locations 2000-2013","eut"
59.9002,24.8,"summer secchi unique sampling locations 2000-2013","eut"
59.5335,23.8415,"summer secchi unique sampling locations 2000-2013","eut"
59.6,23.8175,"summer secchi unique sampling locations 2000-2013","eut"
59.667,23.793,"summer secchi unique sampling locations 2000-2013","eut"
59.75,23.7672,"summer secchi unique sampling locations 2000-2013","eut"
59.7833,23.7417,"summer secchi unique sampling locations 2000-2013","eut"
59.723,23.2217,"summer secchi unique sampling locations 2000-2013","eut"
59.6712,23.2423,"summer secchi unique sampling locations 2000-2013","eut"
59.6053,23.2622,"summer secchi unique sampling locations 2000-2013","eut"
59.5338,23.2923,"summer secchi unique sampling locations 2000-2013","eut"
59.4598,23.317,"summer secchi unique sampling locations 2000-2013","eut"
59.3933,23.342,"summer secchi unique sampling locations 2000-2013","eut"
59.8502,24.83,"summer secchi unique sampling locations 2000-2013","eut"
59.6417,23.6468,"summer secchi unique sampling locations 2000-2013","eut"
60.1892,19.1428,"summer secchi unique sampling locations 2000-2013","eut"
61.0833,19.5797,"summer secchi unique sampling locations 2000-2013","eut"
61.0665,19.7303,"summer secchi unique sampling locations 2000-2013","eut"
63.3147,20.273,"summer secchi unique sampling locations 2000-2013","eut"
64.417,22.9128,"summer secchi unique sampling locations 2000-2013","eut"
64.7003,23.0797,"summer secchi unique sampling locations 2000-2013","eut"
64.8003,23.4795,"summer secchi unique sampling locations 2000-2013","eut"
65.0002,23.2463,"summer secchi unique sampling locations 2000-2013","eut"
65.2335,23.5627,"summer secchi unique sampling locations 2000-2013","eut"
63.9832,21.763,"summer secchi unique sampling locations 2000-2013","eut"
62.8455,18.8885,"summer secchi unique sampling locations 2000-2013","eut"
61.2333,17.663,"summer secchi unique sampling locations 2000-2013","eut"
61.0502,20.2632,"summer secchi unique sampling locations 2000-2013","eut"
61.0835,20.5965,"summer secchi unique sampling locations 2000-2013","eut"
60.899,20.362,"summer secchi unique sampling locations 2000-2013","eut"
60.189,19.1428,"summer secchi unique sampling locations 2000-2013","eut"
61.7668,20.5303,"summer secchi unique sampling locations 2000-2013","eut"
61.9835,20.0633,"summer secchi unique sampling locations 2000-2013","eut"
62.6002,20.2632,"summer secchi unique sampling locations 2000-2013","eut"
62.5862,19.9688,"summer secchi unique sampling locations 2000-2013","eut"
64.302,22.343,"summer secchi unique sampling locations 2000-2013","eut"
64.1835,22.913,"summer secchi unique sampling locations 2000-2013","eut"
64.417,22.9127,"summer secchi unique sampling locations 2000-2013","eut"
64.9335,22.3463,"summer secchi unique sampling locations 2000-2013","eut"
64.7,22.0628,"summer secchi unique sampling locations 2000-2013","eut"
64.4502,21.7957,"summer secchi unique sampling locations 2000-2013","eut"
63.9837,21.7625,"summer secchi unique sampling locations 2000-2013","eut"
62.7588,19.1953,"summer secchi unique sampling locations 2000-2013","eut"
62.8453,18.8885,"summer secchi unique sampling locations 2000-2013","eut"
61.0503,20.2637,"summer secchi unique sampling locations 2000-2013","eut"
61.0833,20.596,"summer secchi unique sampling locations 2000-2013","eut"
59.542,23.0363,"summer secchi unique sampling locations 2000-2013","eut"
59.491,23.036,"summer secchi unique sampling locations 2000-2013","eut"
59.4088,22.9583,"summer secchi unique sampling locations 2000-2013","eut"
59.4613,22.9595,"summer secchi unique sampling locations 2000-2013","eut"
59.5133,22.9612,"summer secchi unique sampling locations 2000-2013","eut"
59.564,22.9623,"summer secchi unique sampling locations 2000-2013","eut"
59.6185,22.9627,"summer secchi unique sampling locations 2000-2013","eut"
59.3478,22.7992,"summer secchi unique sampling locations 2000-2013","eut"
59.3983,22.802,"summer secchi unique sampling locations 2000-2013","eut"
59.4498,22.8022,"summer secchi unique sampling locations 2000-2013","eut"
59.5018,22.8042,"summer secchi unique sampling locations 2000-2013","eut"
59.5568,22.8035,"summer secchi unique sampling locations 2000-2013","eut"
59.5263,22.7248,"summer secchi unique sampling locations 2000-2013","eut"
59.4703,22.7235,"summer secchi unique sampling locations 2000-2013","eut"
59.4187,22.7227,"summer secchi unique sampling locations 2000-2013","eut"
59.3677,22.7207,"summer secchi unique sampling locations 2000-2013","eut"
59.3158,22.7193,"summer secchi unique sampling locations 2000-2013","eut"
59.2847,22.637,"summer secchi unique sampling locations 2000-2013","eut"
59.3348,22.6377,"summer secchi unique sampling locations 2000-2013","eut"
59.3867,22.6387,"summer secchi unique sampling locations 2000-2013","eut"
59.4945,22.642,"summer secchi unique sampling locations 2000-2013","eut"
59.3057,22.5607,"summer secchi unique sampling locations 2000-2013","eut"
59.2545,22.559,"summer secchi unique sampling locations 2000-2013","eut"
59.2367,22.486,"summer secchi unique sampling locations 2000-2013","eut"
59.2745,22.4813,"summer secchi unique sampling locations 2000-2013","eut"
59.3258,22.4835,"summer secchi unique sampling locations 2000-2013","eut"
59.3763,22.4858,"summer secchi unique sampling locations 2000-2013","eut"
59.4353,22.4865,"summer secchi unique sampling locations 2000-2013","eut"
59.3682,22.719,"summer secchi unique sampling locations 2000-2013","eut"
59.3685,22.7185,"summer secchi unique sampling locations 2000-2013","eut"
59.3685,22.7183,"summer secchi unique sampling locations 2000-2013","eut"
59.3682,22.7182,"summer secchi unique sampling locations 2000-2013","eut"
59.3678,22.718,"summer secchi unique sampling locations 2000-2013","eut"
59.368,22.7178,"summer secchi unique sampling locations 2000-2013","eut"
59.3672,22.718,"summer secchi unique sampling locations 2000-2013","eut"
59.367,22.718,"summer secchi unique sampling locations 2000-2013","eut"
59.3667,22.718,"summer secchi unique sampling locations 2000-2013","eut"
59.367,22.7177,"summer secchi unique sampling locations 2000-2013","eut"
59.3672,22.7175,"summer secchi unique sampling locations 2000-2013","eut"
59.369,22.7188,"summer secchi unique sampling locations 2000-2013","eut"
59.3687,22.7182,"summer secchi unique sampling locations 2000-2013","eut"
59.3692,22.719,"summer secchi unique sampling locations 2000-2013","eut"
59.3693,22.723,"summer secchi unique sampling locations 2000-2013","eut"
59.3695,22.7232,"summer secchi unique sampling locations 2000-2013","eut"
59.3698,22.7228,"summer secchi unique sampling locations 2000-2013","eut"
59.37,22.7247,"summer secchi unique sampling locations 2000-2013","eut"
59.3718,22.7268,"summer secchi unique sampling locations 2000-2013","eut"
59.3727,22.7295,"summer secchi unique sampling locations 2000-2013","eut"
59.3665,22.7197,"summer secchi unique sampling locations 2000-2013","eut"
59.3652,22.7208,"summer secchi unique sampling locations 2000-2013","eut"
59.3658,22.7203,"summer secchi unique sampling locations 2000-2013","eut"
59.3655,22.72,"summer secchi unique sampling locations 2000-2013","eut"
59.3665,22.7168,"summer secchi unique sampling locations 2000-2013","eut"
59.3663,22.7188,"summer secchi unique sampling locations 2000-2013","eut"
59.365,22.7185,"summer secchi unique sampling locations 2000-2013","eut"
59.3648,22.7165,"summer secchi unique sampling locations 2000-2013","eut"
59.3652,22.7163,"summer secchi unique sampling locations 2000-2013","eut"
59.365,22.716,"summer secchi unique sampling locations 2000-2013","eut"
59.3653,22.7155,"summer secchi unique sampling locations 2000-2013","eut"
59.3657,22.7153,"summer secchi unique sampling locations 2000-2013","eut"
59.3662,22.7168,"summer secchi unique sampling locations 2000-2013","eut"
59.366,22.717,"summer secchi unique sampling locations 2000-2013","eut"
59.3653,22.7182,"summer secchi unique sampling locations 2000-2013","eut"
59.365,22.7182,"summer secchi unique sampling locations 2000-2013","eut"
59.3668,22.7183,"summer secchi unique sampling locations 2000-2013","eut"
59.367,22.7183,"summer secchi unique sampling locations 2000-2013","eut"
59.367,22.7182,"summer secchi unique sampling locations 2000-2013","eut"
59.3668,22.7198,"summer secchi unique sampling locations 2000-2013","eut"
59.3667,22.7202,"summer secchi unique sampling locations 2000-2013","eut"
59.3667,22.72,"summer secchi unique sampling locations 2000-2013","eut"
59.367,22.7197,"summer secchi unique sampling locations 2000-2013","eut"
59.3665,22.7212,"summer secchi unique sampling locations 2000-2013","eut"
59.3673,22.719,"summer secchi unique sampling locations 2000-2013","eut"
59.3672,22.7195,"summer secchi unique sampling locations 2000-2013","eut"
59.589,22.8848,"summer secchi unique sampling locations 2000-2013","eut"
59.5342,22.8857,"summer secchi unique sampling locations 2000-2013","eut"
59.483,22.884,"summer secchi unique sampling locations 2000-2013","eut"
59.3792,22.8787,"summer secchi unique sampling locations 2000-2013","eut"
59.3482,22.7988,"summer secchi unique sampling locations 2000-2013","eut"
59.3987,22.8015,"summer secchi unique sampling locations 2000-2013","eut"
59.5017,22.8043,"summer secchi unique sampling locations 2000-2013","eut"
59.5568,22.8032,"summer secchi unique sampling locations 2000-2013","eut"
59.5265,22.7252,"summer secchi unique sampling locations 2000-2013","eut"
59.4705,22.7235,"summer secchi unique sampling locations 2000-2013","eut"
59.4192,22.7223,"summer secchi unique sampling locations 2000-2013","eut"
59.3058,22.5608,"summer secchi unique sampling locations 2000-2013","eut"
59.2542,22.5598,"summer secchi unique sampling locations 2000-2013","eut"
59.2367,22.4865,"summer secchi unique sampling locations 2000-2013","eut"
59.274,22.4827,"summer secchi unique sampling locations 2000-2013","eut"
59.4355,22.4863,"summer secchi unique sampling locations 2000-2013","eut"
60.067,26.3467,"summer secchi unique sampling locations 2000-2013","eut"
59.8503,24.8303,"summer secchi unique sampling locations 2000-2013","eut"
60.189,19.1425,"summer secchi unique sampling locations 2000-2013","eut"
61.0833,19.58,"summer secchi unique sampling locations 2000-2013","eut"
61.7665,20.5303,"summer secchi unique sampling locations 2000-2013","eut"
61.9835,20.0623,"summer secchi unique sampling locations 2000-2013","eut"
63.5168,21.513,"summer secchi unique sampling locations 2000-2013","eut"
64.302,22.3433,"summer secchi unique sampling locations 2000-2013","eut"
65.2335,23.5633,"summer secchi unique sampling locations 2000-2013","eut"
61.0667,19.7295,"summer secchi unique sampling locations 2000-2013","eut"
59.8503,24.83,"summer secchi unique sampling locations 2000-2013","eut"
59.4798,23.5268,"summer secchi unique sampling locations 2000-2013","eut"
59.4787,23.7258,"summer secchi unique sampling locations 2000-2013","eut"
59.5293,23.8228,"summer secchi unique sampling locations 2000-2013","eut"
59.634,23.7233,"summer secchi unique sampling locations 2000-2013","eut"
59.634,23.523,"summer secchi unique sampling locations 2000-2013","eut"
59.6335,23.4225,"summer secchi unique sampling locations 2000-2013","eut"
59.8502,24.8305,"summer secchi unique sampling locations 2000-2013","eut"
60.0673,26.3465,"summer secchi unique sampling locations 2000-2013","eut"
60.0672,26.3463,"summer secchi unique sampling locations 2000-2013","eut"
60.1043,26.5303,"summer secchi unique sampling locations 2000-2013","eut"
60.1325,26.4083,"summer secchi unique sampling locations 2000-2013","eut"
60.1383,26.2993,"summer secchi unique sampling locations 2000-2013","eut"
60.0962,26.2208,"summer secchi unique sampling locations 2000-2013","eut"
60.0313,26.164,"summer secchi unique sampling locations 2000-2013","eut"
59.5827,23.63,"summer secchi unique sampling locations 2000-2013","eut"
58.879,20.3008,"summer secchi unique sampling locations 2000-2013","eut"
59.0332,21.0797,"summer secchi unique sampling locations 2000-2013","eut"
59.0335,21.0835,"summer secchi unique sampling locations 2000-2013","eut"
59.036,21.1107,"summer secchi unique sampling locations 2000-2013","eut"
59.3667,22.4633,"summer secchi unique sampling locations 2000-2013","eut"
59.5837,23.6342,"summer secchi unique sampling locations 2000-2013","eut"
59.5808,23.7237,"summer secchi unique sampling locations 2000-2013","eut"
59.6338,23.5235,"summer secchi unique sampling locations 2000-2013","eut"
59.582,23.423,"summer secchi unique sampling locations 2000-2013","eut"
59.5858,23.6307,"summer secchi unique sampling locations 2000-2013","eut"
59.9492,25.5787,"summer secchi unique sampling locations 2000-2013","eut"
59.9135,25.5668,"summer secchi unique sampling locations 2000-2013","eut"
60.005,25.1667,"summer secchi unique sampling locations 2000-2013","eut"
57.1168,17.6668,"summer secchi unique sampling locations 2000-2013","eut"
57.32,20.0502,"summer secchi unique sampling locations 2000-2013","eut"
58.0002,19.897,"summer secchi unique sampling locations 2000-2013","eut"
62.586,19.9687,"summer secchi unique sampling locations 2000-2013","eut"
65.3837,23.4628,"summer secchi unique sampling locations 2000-2013","eut"
64.302,22.3435,"summer secchi unique sampling locations 2000-2013","eut"
62.8453,18.8887,"summer secchi unique sampling locations 2000-2013","eut"
59.7052,24.682,"summer secchi unique sampling locations 2000-2013","eut"
59.1837,21.7468,"summer secchi unique sampling locations 2000-2013","eut"
58.4333,20.9467,"summer secchi unique sampling locations 2000-2013","eut"
58.3502,21.2467,"summer secchi unique sampling locations 2000-2013","eut"
58.0002,19.8968,"summer secchi unique sampling locations 2000-2013","eut"
57.9917,20.4167,"summer secchi unique sampling locations 2000-2013","eut"
57.3835,21.1168,"summer secchi unique sampling locations 2000-2013","eut"
56.9583,20.4098,"summer secchi unique sampling locations 2000-2013","eut"
56.95,20.2663,"summer secchi unique sampling locations 2000-2013","eut"
56.9583,20.1498,"summer secchi unique sampling locations 2000-2013","eut"
56.955,20.06,"summer secchi unique sampling locations 2000-2013","eut"
56.9382,19.8098,"summer secchi unique sampling locations 2000-2013","eut"
56.6168,20.45,"summer secchi unique sampling locations 2000-2013","eut"
55.9198,20.6667,"summer secchi unique sampling locations 2000-2013","eut"
55.6933,20.603,"summer secchi unique sampling locations 2000-2013","eut"
55.5198,20.563,"summer secchi unique sampling locations 2000-2013","eut"
55.55,18.4,"summer secchi unique sampling locations 2000-2013","eut"
55.2167,17.0665,"summer secchi unique sampling locations 2000-2013","eut"
55.25,15.9832,"summer secchi unique sampling locations 2000-2013","eut"
55.0002,14.0833,"summer secchi unique sampling locations 2000-2013","eut"
55.3335,14.4832,"summer secchi unique sampling locations 2000-2013","eut"
55.6835,14.6997,"summer secchi unique sampling locations 2000-2013","eut"
57.3,20.5333,"summer secchi unique sampling locations 2000-2013","eut"
57.3167,20.0302,"summer secchi unique sampling locations 2000-2013","eut"
57.3668,19.5287,"summer secchi unique sampling locations 2000-2013","eut"
57.3998,19.2832,"summer secchi unique sampling locations 2000-2013","eut"
59.0333,21.0797,"summer secchi unique sampling locations 2000-2013","eut"
60.189,19.1427,"summer secchi unique sampling locations 2000-2013","eut"
61.6167,19.7968,"summer secchi unique sampling locations 2000-2013","eut"
61.7667,20.5298,"summer secchi unique sampling locations 2000-2013","eut"
61.9835,20.0632,"summer secchi unique sampling locations 2000-2013","eut"
62.6002,20.2628,"summer secchi unique sampling locations 2000-2013","eut"
63.5168,21.5125,"summer secchi unique sampling locations 2000-2013","eut"
64.302,22.3432,"summer secchi unique sampling locations 2000-2013","eut"
65.0003,23.2467,"summer secchi unique sampling locations 2000-2013","eut"
65.2337,23.563,"summer secchi unique sampling locations 2000-2013","eut"
64.9338,22.3457,"summer secchi unique sampling locations 2000-2013","eut"
64.7003,22.0635,"summer secchi unique sampling locations 2000-2013","eut"
62.8455,18.8883,"summer secchi unique sampling locations 2000-2013","eut"
61.0502,20.2635,"summer secchi unique sampling locations 2000-2013","eut"
61.0835,20.5968,"summer secchi unique sampling locations 2000-2013","eut"
60.0667,26.3478,"summer secchi unique sampling locations 2000-2013","eut"
59.5417,23.1667,"summer secchi unique sampling locations 2000-2013","eut"
59.467,22.643,"summer secchi unique sampling locations 2000-2013","eut"
59.2917,22.8083,"summer secchi unique sampling locations 2000-2013","eut"
59.305,22.9668,"summer secchi unique sampling locations 2000-2013","eut"
59.5068,22.7315,"summer secchi unique sampling locations 2000-2013","eut"
59.2698,22.625,"summer secchi unique sampling locations 2000-2013","eut"
59.5033,22.6718,"summer secchi unique sampling locations 2000-2013","eut"
59.2217,22.475,"summer secchi unique sampling locations 2000-2013","eut"
59.4,22.4252,"summer secchi unique sampling locations 2000-2013","eut"
59.2368,22.633,"summer secchi unique sampling locations 2000-2013","eut"
59.2098,22.316,"summer secchi unique sampling locations 2000-2013","eut"
59.9992,24.894,"summer secchi unique sampling locations 2000-2013","eut"
59.5858,24.1167,"summer secchi unique sampling locations 2000-2013","eut"
