"","station","latitude","longitude","date","sub_samp_ref","sub_samp_id","samp_id","param_occb","basis_determination","CB101_ug/kg","CB105_ug/kg","CB118_ug/kg","CB128_ug/kg","CB138_ug/kg","CB149_ug/kg","CB153_ug/kg","CB156_ug/kg","CB157_ug/kg","CB167_ug/kg","CB169_ug/kg","CB170_ug/kg","CB180_ug/kg","CB28_ug/kg","CB52_ug/kg","CB77_ug/kg","param_bbio","AGMAX_y","AGMEA_y","AGMIN_y","DRYWT%_%","EXLIP%_%","FATWT%_%","LIPIDWT%_%","LNMAX_cm","LNMEA_cm","LNMIN_cm","WTMAX_g","WTMEA_g","WTMIN_g"
"420","Aengskaersklubb",60.5326,18.1624,"2011-10-05",3601735,"7369",1754407,"OC-CB","lipid weight",13.2,NA,12,NA,31,NA,43,NA,NA,NA,NA,NA,18.9,3.9,3.9,NA,"B-BIO",NA,4,NA,NA,2.8,NA,NA,NA,15.7,NA,NA,27.1,NA
"421","Aengskaersklubb",60.5326,18.1624,"2011-10-05",3601736,"7370",1754407,"OC-CB","lipid weight",14.2,NA,15.4,NA,33.6,NA,49.4,NA,NA,NA,NA,NA,18.3,3.3,5.3,NA,"B-BIO",NA,4,NA,NA,3.36,NA,NA,NA,16.3,NA,NA,28.2,NA
"422","Aengskaersklubb",60.5326,18.1624,"2011-10-05",3601737,"7371",1754407,"OC-CB","lipid weight",11.5,NA,9.7,NA,23.4,NA,31.8,NA,NA,NA,NA,NA,14,3.3,4.7,NA,"B-BIO",NA,4,NA,NA,4.18,NA,NA,NA,15.8,NA,NA,27.8,NA
"423","Aengskaersklubb",60.5326,18.1624,"2011-10-05",3601738,"7372",1754407,"OC-CB","lipid weight",23.3,NA,28.3,NA,71.1,NA,112.9,NA,NA,NA,NA,NA,43.9,3,7,NA,"B-BIO",NA,4,NA,NA,2.33,NA,NA,NA,16.6,NA,NA,26.7,NA
"424","Aengskaersklubb",60.5326,18.1624,"2011-10-05",3601739,"7373",1754407,"OC-CB","lipid weight",6.9,NA,5.2,NA,14.3,NA,20.2,NA,NA,NA,NA,NA,8.9,3.3,3.3,NA,"B-BIO",NA,4,NA,NA,4.2,NA,NA,NA,15.8,NA,NA,27.4,NA
"425","Aengskaersklubb",60.5326,18.1624,"2011-10-05",3601740,"7374",1754407,"OC-CB","lipid weight",25.1,NA,20.4,NA,60.3,NA,81.9,NA,NA,NA,NA,NA,30.9,3.1,7.5,NA,"B-BIO",NA,4,NA,NA,1.29,NA,NA,NA,16.1,NA,NA,27.5,NA
"426","Aengskaersklubb",60.5326,18.1624,"2011-10-05",3601741,"7375",1754407,"OC-CB","lipid weight",8.5,NA,8.9,NA,25.5,NA,36.6,NA,NA,NA,NA,NA,10.5,2.8,2.8,NA,"B-BIO",NA,4,NA,NA,2.54,NA,NA,NA,16.5,NA,NA,29.6,NA
"427","Aengskaersklubb",60.5326,18.1624,"2011-10-05",3601742,"7376",1754407,"OC-CB","lipid weight",13.3,NA,13.9,NA,33.4,NA,48.1,NA,NA,NA,NA,NA,18.8,3.3,3.3,NA,"B-BIO",NA,4,NA,NA,3.28,NA,NA,NA,16.3,NA,NA,29.5,NA
"428","Aengskaersklubb",60.5326,18.1624,"2011-10-05",3601743,"7377",1754407,"OC-CB","lipid weight",10.8,NA,8.3,NA,21.8,NA,30.3,NA,NA,NA,NA,NA,11.3,3.3,3.3,NA,"B-BIO",NA,4,NA,NA,3.3,NA,NA,NA,16.5,NA,NA,30.5,NA
"429","Aengskaersklubb",60.5326,18.1624,"2011-10-05",3601744,"737807389",1754407,"OC-CB","lipid weight",NA,4.5e-06,NA,NA,NA,NA,NA,2.6,0.53,1.3,0.023,NA,NA,NA,NA,0.16,"B-BIO",NA,4,NA,NA,4.18,NA,NA,NA,16.4,NA,NA,30.7,NA
"430","Aengskaersklubb",60.5326,18.1624,"2011-10-05",3601745,"739007401",1754407,"OC-CB","lipid weight",NA,6.3e-06,NA,NA,NA,NA,NA,3.9,0.72,2,0.028,NA,NA,NA,NA,0.19,"B-BIO",NA,5,NA,NA,3.34,NA,NA,NA,16.7,NA,NA,31.1,NA
"431","Aengskaersklubb",60.5326,18.1624,"2012-06-11",3572786,"269502706",1741030,"OC-CB","lipid weight",32,1e-05,32,NA,73,NA,99,4.5,1,2.4,0.057,NA,33,5,9,0.27,"B-BIO",NA,4,NA,21.6,3.3,NA,NA,NA,11.5,NA,NA,35,NA
"432","Aengskaersklubb",60.5326,18.1624,"2012-06-11",3572787,"270702718",1741030,"OC-CB","lipid weight",31,9.8e-06,29,NA,67,NA,93,4.3,0.99,2.4,0.054,NA,33,5,9,0.26,"B-BIO",NA,5,NA,21.6,3.4,NA,NA,NA,11.3,NA,NA,28.9,NA
"433","Aengskaersklubb",60.5326,18.1624,"2012-10-01",3572788,"2955",1741031,"OC-CB","lipid weight",16,NA,16,NA,50,NA,76,NA,NA,NA,NA,NA,35,3,3,NA,"B-BIO",NA,3,NA,21.4,2.4,NA,NA,NA,16.5,NA,NA,28.3,NA
"434","Aengskaersklubb",60.5326,18.1624,"2012-10-01",3572789,"2956",1741031,"OC-CB","lipid weight",7,NA,7,NA,15,NA,22,NA,NA,NA,NA,NA,9,4,4,NA,"B-BIO",NA,3,NA,22.3,1.9,NA,NA,NA,16.3,NA,NA,23.6,NA
"435","Aengskaersklubb",60.5326,18.1624,"2012-10-01",3572790,"2957",1741031,"OC-CB","lipid weight",18,NA,16,NA,39,NA,51,NA,NA,NA,NA,NA,20,3,5,NA,"B-BIO",NA,4,NA,23.6,3.6,NA,NA,NA,NA,NA,NA,25.1,NA
"436","Aengskaersklubb",60.5326,18.1624,"2012-10-01",3572791,"2958",1741031,"OC-CB","lipid weight",14,NA,19,NA,37,NA,59,NA,NA,NA,NA,NA,21,5,5,NA,"B-BIO",NA,4,NA,22.1,1.7,NA,NA,NA,16.8,NA,NA,31.9,NA
"437","Aengskaersklubb",60.5326,18.1624,"2012-10-01",3572792,"2959",1741031,"OC-CB","lipid weight",17,NA,16,NA,37,NA,54,NA,NA,NA,NA,NA,18,4,4,NA,"B-BIO",NA,4,NA,22.3,4.5,NA,NA,NA,16.7,NA,NA,32.3,NA
"438","Aengskaersklubb",60.5326,18.1624,"2012-10-01",3572793,"2960",1741031,"OC-CB","lipid weight",7,NA,7,NA,16,NA,24,NA,NA,NA,NA,NA,10,3,3,NA,"B-BIO",NA,4,NA,24.1,3.5,NA,NA,NA,NA,NA,NA,30.3,NA
"439","Aengskaersklubb",60.5326,18.1624,"2012-10-01",3572794,"2961",1741031,"OC-CB","lipid weight",13,NA,16,NA,51,NA,75,NA,NA,NA,NA,NA,41,4,4,NA,"B-BIO",NA,4,NA,22.4,3.4,NA,NA,NA,16.1,NA,NA,27.4,NA
"440","Aengskaersklubb",60.5326,18.1624,"2012-10-01",3572795,"2962",1741031,"OC-CB","lipid weight",15,NA,11,NA,32,NA,48,NA,NA,NA,NA,NA,20,3,3,NA,"B-BIO",NA,4,NA,24.4,3.5,NA,NA,NA,18.1,NA,NA,44.8,NA
"441","Aengskaersklubb",60.5326,18.1624,"2012-10-01",3572796,"2963",1741031,"OC-CB","lipid weight",8,NA,8,NA,19,NA,30,NA,NA,NA,NA,NA,12,3,3,NA,"B-BIO",NA,4,NA,23.5,2.5,NA,NA,NA,17.5,NA,NA,33.3,NA
"442","Aengskaersklubb",60.5326,18.1624,"2012-10-01",3572797,"2964",1741031,"OC-CB","lipid weight",19,NA,17,NA,47,NA,69,NA,NA,NA,NA,NA,31,3,4,NA,"B-BIO",NA,5,NA,20.8,1.5,NA,NA,NA,17.1,NA,NA,28.6,NA
"443","Aengskaersklubb",60.5326,18.1624,"2012-10-01",3572798,"2965",1741031,"OC-CB","lipid weight",30,NA,30,NA,74,NA,105,NA,NA,NA,NA,NA,45,5,6,NA,"B-BIO",NA,5,NA,20.7,1.7,NA,NA,NA,17.7,NA,NA,33.9,NA
"444","Aengskaersklubb",60.5326,18.1624,"2012-10-01",3572799,"2966",1741031,"OC-CB","lipid weight",22,NA,21,NA,65,NA,94,NA,NA,NA,NA,NA,41,4,4,NA,"B-BIO",NA,5,NA,22.4,2,NA,NA,NA,17.8,NA,NA,37.1,NA
"445","Aengskaersklubb",60.5326,18.1624,"2012-10-01",3572800,"296702978",1741031,"OC-CB","lipid weight",NA,4.3e-06,NA,NA,NA,NA,NA,2.6,0.52,1.5,0.019,NA,NA,NA,NA,0.14,"B-BIO",NA,4,NA,NA,3.4,NA,NA,NA,11.1,NA,NA,31.5,NA
"446","Aengskaersklubb",60.5326,18.1624,"2012-10-01",3572801,"297902990",1741031,"OC-CB","lipid weight",NA,5.9e-06,NA,NA,NA,NA,NA,3.9,0.8,1.9,0.035,NA,NA,NA,NA,0.14,"B-BIO",NA,5,NA,NA,2.8,NA,NA,NA,13.9,NA,NA,33,NA
"447","Aengskaersklubb",60.5326,18.1624,"2013-09-30",3588388,"8354",1743319,"OC-CB","lipid weight",8.5,NA,7.7,NA,22,NA,30.2,NA,NA,NA,NA,NA,12.5,4.4,4.4,NA,"B-BIO",NA,3,NA,23.1,3.6,NA,NA,NA,16.7,NA,NA,33.9,NA
"448","Aengskaersklubb",60.5326,18.1624,"2013-09-30",3588389,"8355",1743319,"OC-CB","lipid weight",29.6,NA,19.8,NA,56,NA,79.6,NA,NA,NA,NA,NA,27.7,3.7,3.7,NA,"B-BIO",NA,3,NA,21.3,3.2,NA,NA,NA,16.4,NA,NA,35.2,NA
"449","Aengskaersklubb",60.5326,18.1624,"2013-09-30",3588390,"8356",1743319,"OC-CB","lipid weight",10.7,NA,8.7,NA,26,NA,37.2,NA,NA,NA,NA,NA,16.8,4.4,4.4,NA,"B-BIO",NA,3,NA,22.3,3.7,NA,NA,NA,15.5,NA,NA,29.6,NA
"450","Aengskaersklubb",60.5326,18.1624,"2013-09-30",3588391,"8357",1743319,"OC-CB","lipid weight",12.3,NA,10.7,NA,30,NA,43.5,NA,NA,NA,NA,NA,19.3,4.3,4.3,NA,"B-BIO",NA,3,NA,22.7,2.8,NA,NA,NA,NA,NA,NA,26.4,NA
"451","Aengskaersklubb",60.5326,18.1624,"2013-09-30",3588392,"8358",1743319,"OC-CB","lipid weight",15.3,NA,13.4,NA,25,NA,34.6,NA,NA,NA,NA,NA,11.5,4.5,4.5,NA,"B-BIO",NA,4,NA,22.6,2.7,NA,NA,NA,17.5,NA,NA,36.1,NA
"452","Aengskaersklubb",60.5326,18.1624,"2013-09-30",3588393,"8359",1743319,"OC-CB","lipid weight",10,NA,8.1,NA,24,NA,35.2,NA,NA,NA,NA,NA,15.9,4.3,4.3,NA,"B-BIO",NA,4,NA,21.4,3.7,NA,NA,NA,16.3,NA,NA,31.4,NA
"453","Aengskaersklubb",60.5326,18.1624,"2013-09-30",3588394,"8360",1743319,"OC-CB","lipid weight",17.5,NA,15.2,NA,33,NA,45.9,NA,NA,NA,NA,NA,15,3.3,6.9,NA,"B-BIO",NA,4,NA,23.1,5.4,NA,NA,NA,16.7,NA,NA,35.1,NA
"454","Aengskaersklubb",60.5326,18.1624,"2013-09-30",3588395,"8361",1743319,"OC-CB","lipid weight",13.3,NA,12.1,NA,34,NA,50.6,NA,NA,NA,NA,NA,20.9,4.4,4.4,NA,"B-BIO",NA,4,NA,24.1,3.7,NA,NA,NA,17.5,NA,NA,40.3,NA
"455","Aengskaersklubb",60.5326,18.1624,"2013-09-30",3588396,"8362",1743319,"OC-CB","lipid weight",12.2,NA,9.4,NA,33,NA,48.4,NA,NA,NA,NA,NA,22.2,3.4,3.4,NA,"B-BIO",NA,4,NA,21.3,2.4,NA,NA,NA,15.7,NA,NA,30.6,NA
"456","Aengskaersklubb",60.5326,18.1624,"2013-09-30",3588397,"8363",1743319,"OC-CB","lipid weight",7.7,NA,7.2,NA,21,NA,29.6,NA,NA,NA,NA,NA,13.9,4.3,4.3,NA,"B-BIO",NA,4,NA,23.7,3.7,NA,NA,NA,15.6,NA,NA,33.1,NA
"457","Aengskaersklubb",60.5326,18.1624,"2013-09-30",3588398,"8364",1743319,"OC-CB","lipid weight",11.6,NA,9.8,NA,27,NA,35.9,NA,NA,NA,NA,NA,15.7,4.1,4.1,NA,"B-BIO",NA,4,NA,22.8,2.9,NA,NA,NA,NA,NA,NA,29,NA
"458","Aengskaersklubb",60.5326,18.1624,"2013-09-30",3588399,"8365",1743319,"OC-CB","lipid weight",13,NA,11.1,NA,30,NA,44.8,NA,NA,NA,NA,NA,17.8,3,3,NA,"B-BIO",NA,4,NA,21.7,2.7,NA,NA,NA,16,NA,NA,29,NA
"459","Aengskaersklubb",60.5326,18.1624,"2013-09-30",3588400,"835408365",1743319,"OC-CB","lipid weight",NA,3.7e-06,NA,NA,NA,NA,NA,2,0.4,1.2,0.024,NA,NA,NA,NA,0.14,"B-BIO",NA,4,NA,NA,3.7,NA,NA,NA,16.4,NA,NA,32.5,NA
"460","Aengskaersklubb",60.5326,18.1624,"2013-09-30",3588401,"836608377",1743319,"OC-CB","lipid weight",NA,4.8e-06,NA,NA,NA,NA,NA,2.6,0.54,1.4,0.057,NA,NA,NA,NA,0.13,"B-BIO",NA,4,NA,NA,3.4,NA,NA,NA,16.9,NA,NA,34.6,NA
"461","AVAA",58.55666667,22.16333333,"2003-09-25",2136824,"R01030",299742,"OC-CB","lipid weight",66.1,NA,51.1,NA,77.9,NA,70.5,NA,NA,NA,NA,NA,18.7,18.1,41.6,NA,"B-BIO",NA,NA,NA,NA,NA,2.04,NA,NA,NA,NA,NA,NA,NA
"462","AVAA",58.55666667,22.16333333,"2003-09-25",2136825,"R02030",299742,"OC-CB","lipid weight",36.6,NA,29.9,NA,47.6,NA,52,NA,NA,NA,NA,NA,66.1,8,11.1,NA,"B-BIO",NA,NA,NA,NA,NA,2.57,NA,NA,NA,NA,NA,NA,NA
"463","AVAA",58.55666667,22.16333333,"2003-09-25",2136826,"R03030",299742,"OC-CB","lipid weight",27,NA,31.6,NA,45.9,NA,48.3,NA,NA,NA,NA,NA,16.5,6.1,14.6,NA,"B-BIO",NA,NA,NA,NA,NA,1.78,NA,NA,NA,NA,NA,NA,NA
"464","AVAA",58.55666667,22.16333333,"2003-09-25",2136827,"R04030",299742,"OC-CB","lipid weight",13.6,NA,19.3,NA,31,NA,32.7,NA,NA,NA,NA,NA,11.9,4,7.8,NA,"B-BIO",NA,NA,NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA,NA
"465","AVAA",58.55666667,22.16333333,"2003-09-25",2136828,"R05030",299742,"OC-CB","lipid weight",19.7,NA,25.6,NA,41.9,NA,46.2,NA,NA,NA,NA,NA,17.4,5.8,10.7,NA,"B-BIO",NA,NA,NA,NA,NA,1.85,NA,NA,NA,NA,NA,NA,NA
"466","AVAA",58.55666667,22.16333333,"2003-09-25",2136829,"R06030",299742,"OC-CB","lipid weight",18.8,NA,23.3,NA,35,NA,36.9,NA,NA,NA,NA,NA,14.7,5.7,12,NA,"B-BIO",NA,NA,NA,NA,NA,2.41,NA,NA,NA,NA,NA,NA,NA
"467","AVAA",58.55666667,22.16333333,"2003-09-25",2136830,"R07030",299742,"OC-CB","lipid weight",38.1,NA,32.3,NA,55,NA,56.7,NA,NA,NA,NA,NA,34.7,6.7,15,NA,"B-BIO",NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA
"468","AVAA",58.55666667,22.16333333,"2003-09-25",2136831,"R08030",299742,"OC-CB","lipid weight",21.8,NA,25.8,NA,39.9,NA,45.8,NA,NA,NA,NA,NA,86.8,7.3,10.6,NA,"B-BIO",NA,NA,NA,NA,NA,2.88,NA,NA,NA,NA,NA,NA,NA
"469","AVAA",58.55666667,22.16333333,"2003-09-25",2136832,"R09030",299742,"OC-CB","lipid weight",22.4,NA,25.8,NA,35.1,NA,42.5,NA,NA,NA,NA,NA,10.5,7,14,NA,"B-BIO",NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA,NA,NA
"470","AVAA",58.55666667,22.16333333,"2003-09-25",2136833,"R10030",299742,"OC-CB","lipid weight",23.6,NA,34.3,NA,51.2,NA,63.7,NA,NA,NA,NA,NA,17.8,8,10.3,NA,"B-BIO",NA,NA,NA,NA,NA,2.58,NA,NA,NA,NA,NA,NA,NA
"471","Byxelkrok",57.3167,17.5,"2007-10-08",3574934,"560105612",1741121,"OC-CB","lipid weight",36,NA,34,NA,54,NA,78,NA,NA,NA,NA,NA,15,5,8,NA,"B-BIO",NA,5,NA,NA,4.55,NA,NA,NA,19.3,NA,NA,47.9,NA
"472","Byxelkrok",57.3167,17.5,"2007-10-08",3574935,"561305624",1741121,"OC-CB","lipid weight",41,NA,34,NA,60,NA,87,NA,NA,NA,NA,NA,18,5,8,NA,"B-BIO",NA,5,NA,NA,4.51,NA,NA,NA,19.3,NA,NA,48.4,NA
"473","Byxelkrok",57.3167,17.5,"2008-10-01",3591881,"4965",1743588,"OC-CB","lipid weight",37.6,NA,35.4,NA,64,NA,95.6,NA,NA,NA,NA,NA,21.8,3.9,8.4,NA,"B-BIO",NA,4,NA,NA,1.9,NA,NA,NA,18.1,NA,NA,36.1,NA
"474","Byxelkrok",57.3167,17.5,"2008-10-01",3591882,"4977",1743588,"OC-CB","lipid weight",25.6,NA,28.7,NA,54.7,NA,83.8,NA,NA,NA,NA,NA,22.4,6.7,5.2,NA,"B-BIO",NA,4,NA,NA,2,NA,NA,NA,18,NA,NA,36.1,NA
"475","Byxelkrok",57.3167,17.5,"2008-10-01",3591887,"4965",1743589,"OC-CB","lipid weight",NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B-BIO",NA,4,NA,NA,1.9,NA,NA,NA,18.1,NA,NA,36.1,NA
"476","Byxelkrok",57.3167,17.5,"2008-10-01",3591888,"4977",1743590,"OC-CB","lipid weight",NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B-BIO",NA,4,NA,NA,2,NA,NA,NA,18,NA,NA,36.1,NA
"477","Byxelkrok",57.3167,17.5,"2009-09-20",3600844,"446704478",1754343,"OC-CB","lipid weight",30.6,7.8e-06,28.4,NA,47.2,NA,68,2.8,0.67,1.8,0.043,NA,15.7,4.3,12.5,0.35,"B-BIO",NA,5,NA,24.5,4.21,NA,NA,NA,20.1,NA,NA,49.8,NA
"478","Byxelkrok",57.3167,17.5,"2009-09-20",3600845,"447904490",1754343,"OC-CB","lipid weight",30.6,7.7e-06,26.7,NA,48,NA,66.9,2.9,0.73,1.7,0.035,NA,15.5,4.9,12.2,0.34,"B-BIO",NA,5,NA,26.1,5.09,NA,NA,NA,19.9,NA,NA,48.9,NA
"479","Byxelkrok",57.3167,17.5,"2010-09-30",3601643,"448004491",1754394,"OC-CB","lipid weight",31.2,7.5e-06,31.9,NA,59.6,NA,86,3.7,0.83,1.8,0.06,NA,20.3,4.6,7.5,0.29,"B-BIO",NA,5,NA,23.4,4.1,NA,NA,NA,18.1,NA,NA,49.5,NA
"480","Byxelkrok",57.3167,17.5,"2010-09-30",3601644,"449204503",1754394,"OC-CB","lipid weight",33.8,9e-06,34.6,NA,56.5,NA,79.5,3.5,0.83,1.8,0.047,NA,18.1,4.5,5.9,0.33,"B-BIO",NA,6,NA,24.2,4.1,NA,NA,NA,20,NA,NA,49.5,NA
"481","Byxelkrok",57.3167,17.5,"2011-10-01",3602935,"614606157",1754442,"OC-CB","lipid weight",19.5,5.2e-06,17.8,NA,27.5,NA,38.2,1.9,0.47,1.1,0.037,NA,8.8,3.9,6.8,0.35,"B-BIO",NA,6,NA,NA,6.79,NA,NA,NA,20.4,NA,NA,57.8,NA
"482","Byxelkrok",57.3167,17.5,"2011-10-01",3602936,"615806169",1754442,"OC-CB","lipid weight",30.7,6.7e-06,23.8,NA,50.1,NA,77,2.4,0.61,1.3,0.04,NA,16.8,4.8,8.9,0.45,"B-BIO",NA,6,NA,NA,8.46,NA,NA,NA,20.3,NA,NA,60.4,NA
"483","Byxelkrok",57.3167,17.5,"2012-10-01",3573989,"329003301",1741066,"OC-CB","lipid weight",14,4.7e-06,14,NA,25,NA,39,1.9,0.43,1.1,0.025,NA,9,5,5,0.22,"B-BIO",NA,5,NA,23.6,4.2,NA,NA,NA,19.7,NA,NA,52.6,NA
"484","Byxelkrok",57.3167,17.5,"2012-10-01",3573990,"330203313",1741066,"OC-CB","lipid weight",17,6.5e-06,18,NA,34,NA,55,2.7,0.64,1.4,0.04,NA,14,4,6,0.3,"B-BIO",NA,5,NA,24.1,5.1,NA,NA,NA,20,NA,NA,55.4,NA
"485","Byxelkrok",57.3167,17.5,"2013-10-28",3589586,"844908460",1743354,"OC-CB","lipid weight",24,7.8e-06,25,NA,46,NA,68.6,3.5,0.79,1.8,0.097,NA,16.9,5.3,6.8,0.38,"B-BIO",NA,5,NA,20.7,2.6,NA,NA,NA,19.3,NA,NA,46.7,NA
"486","Byxelkrok",57.3167,17.5,"2013-10-28",3589587,"846108472",1743354,"OC-CB","lipid weight",22.7,6.1e-06,21.7,NA,43,NA,68.4,3,0.67,1.6,0.052,NA,16.3,4.6,5.8,0.24,"B-BIO",NA,5,NA,21.2,2.9,NA,NA,NA,20.3,NA,NA,63.7,NA
"487","E/W FLADEN",57.2247,11.828,"2000-12-08",3580025,"6166",1741386,"OC-CB","lipid weight",16.5,NA,14.9,NA,30.7,NA,38,NA,NA,NA,NA,NA,5.1,4.3,6.7,NA,"B-BIO",NA,2,NA,26.5,3.5,NA,NA,NA,18.7,NA,NA,44.3,NA
"488","E/W FLADEN",57.2247,11.828,"2000-12-08",3580026,"6167",1741386,"OC-CB","lipid weight",34.1,NA,26.1,NA,61.4,NA,81.1,NA,NA,NA,NA,NA,11.3,4.8,12,NA,"B-BIO",NA,2,NA,25.5,3.04,NA,NA,NA,18.5,NA,NA,41.1,NA
"489","E/W FLADEN",57.2247,11.828,"2000-12-08",3580027,"6168",1741386,"OC-CB","lipid weight",25.4,NA,21.9,NA,53.1,NA,65.4,NA,NA,NA,NA,NA,9.3,3.2,9.4,NA,"B-BIO",NA,2,NA,23.9,2.43,NA,NA,NA,18.9,NA,NA,43,NA
"490","E/W FLADEN",57.2247,11.828,"2000-12-08",3580028,"6169",1741386,"OC-CB","lipid weight",22.4,NA,19.9,NA,46,NA,57.6,NA,NA,NA,NA,NA,9.4,3.6,8.2,NA,"B-BIO",NA,2,NA,24.5,3.08,NA,NA,NA,18.7,NA,NA,41.1,NA
"491","E/W FLADEN",57.2247,11.828,"2000-12-08",3580029,"6170",1741386,"OC-CB","lipid weight",16.4,NA,15.3,NA,34,NA,43.1,NA,NA,NA,NA,NA,6.6,3.3,6.1,NA,"B-BIO",NA,2,NA,25,3.3,NA,NA,NA,19.1,NA,NA,46.4,NA
"492","E/W FLADEN",57.2247,11.828,"2000-12-08",3580030,"6171",1741386,"OC-CB","lipid weight",19.2,NA,17.4,NA,37.1,NA,46.5,NA,NA,NA,NA,NA,5.8,4.2,7.7,NA,"B-BIO",NA,2,NA,24.3,3.53,NA,NA,NA,18.3,NA,NA,46.2,NA
"493","E/W FLADEN",57.2247,11.828,"2000-12-08",3580031,"6172",1741386,"OC-CB","lipid weight",27,NA,22.9,NA,51.1,NA,66.8,NA,NA,NA,NA,NA,8.7,4.2,9.4,NA,"B-BIO",NA,2,NA,24.3,3.66,NA,NA,NA,18.7,NA,NA,48.2,NA
"494","E/W FLADEN",57.2247,11.828,"2000-12-08",3580032,"6173",1741386,"OC-CB","lipid weight",28.9,NA,25,NA,56,NA,74.6,NA,NA,NA,NA,NA,9.6,4.4,9.5,NA,"B-BIO",NA,2,NA,25.5,2.59,NA,NA,NA,17.8,NA,NA,39.1,NA
"495","E/W FLADEN",57.2247,11.828,"2000-12-08",3580033,"6174",1741386,"OC-CB","lipid weight",17.6,NA,15.6,NA,36.8,NA,45.5,NA,NA,NA,NA,NA,5.3,4.1,7.9,NA,"B-BIO",NA,2,NA,26.5,3.65,NA,NA,NA,18.8,NA,NA,46.1,NA
"496","E/W FLADEN",57.2247,11.828,"2000-12-08",3580034,"6175",1741386,"OC-CB","lipid weight",18.1,NA,16.5,NA,39.6,NA,47.3,NA,NA,NA,NA,NA,6.8,4,6.9,NA,"B-BIO",NA,2,NA,28.8,3.79,NA,NA,NA,18.5,NA,NA,49.1,NA
"497","E/W FLADEN",57.2247,11.828,"2000-12-08",3580035,"6176",1741386,"OC-CB","lipid weight",31,NA,26.5,NA,62.5,NA,86.2,NA,NA,NA,NA,NA,13.5,4,8.9,NA,"B-BIO",NA,2,NA,24.8,2.78,NA,NA,NA,19.4,NA,NA,44.9,NA
"498","E/W FLADEN",57.2247,11.828,"2000-12-08",3580036,"6177",1741386,"OC-CB","lipid weight",28.8,NA,25,NA,57.7,NA,76.9,NA,NA,NA,NA,NA,11.8,3.8,9.1,NA,"B-BIO",NA,2,NA,26,3.02,NA,NA,NA,19.2,NA,NA,48.2,NA
"499","E/W FLADEN",57.2247,11.828,"2001-09-13",3579750,"4983",1741364,"OC-CB","lipid weight",10.1,NA,9.2,NA,16.2,NA,23.6,NA,NA,NA,NA,NA,5,NA,3.9,NA,"B-BIO",NA,2,NA,26.1,4.62,NA,NA,NA,20.3,NA,NA,58.3,NA
"500","E/W FLADEN",57.2247,11.828,"2001-09-13",3579751,"4984",1741364,"OC-CB","lipid weight",12.5,NA,11.1,NA,19,NA,28.3,NA,NA,NA,NA,NA,4.1,NA,4.8,NA,"B-BIO",NA,2,NA,23.1,3.36,NA,NA,NA,20.5,NA,NA,54.1,NA
"501","E/W FLADEN",57.2247,11.828,"2001-09-13",3579752,"4985",1741364,"OC-CB","lipid weight",10.8,NA,9.9,NA,16.6,NA,25.4,NA,NA,NA,NA,NA,4.3,NA,3.7,NA,"B-BIO",NA,2,NA,26.5,5.29,NA,NA,NA,18.8,NA,NA,45.9,NA
"502","E/W FLADEN",57.2247,11.828,"2001-09-13",3579753,"4986",1741364,"OC-CB","lipid weight",9.8,NA,9.4,NA,16.4,NA,23,NA,NA,NA,NA,NA,4.9,NA,3.8,NA,"B-BIO",NA,2,NA,25.4,3.66,NA,NA,NA,19.7,NA,NA,54.1,NA
"503","E/W FLADEN",57.2247,11.828,"2001-09-13",3579754,"4987",1741364,"OC-CB","lipid weight",15.7,NA,12.9,NA,25.5,NA,38.3,NA,NA,NA,NA,NA,5.7,NA,5.4,NA,"B-BIO",NA,2,NA,26.5,4.24,NA,NA,NA,20.1,NA,NA,52.1,NA
"504","E/W FLADEN",57.2247,11.828,"2001-09-13",3579755,"4988",1741364,"OC-CB","lipid weight",21.1,NA,17.9,NA,31.5,NA,45.7,NA,NA,NA,NA,NA,7.3,NA,6.6,NA,"B-BIO",NA,2,NA,24.6,3.58,NA,NA,NA,19.3,NA,NA,46.3,NA
"505","E/W FLADEN",57.2247,11.828,"2001-09-13",3579756,"4989",1741364,"OC-CB","lipid weight",14.2,NA,13.9,NA,25.8,NA,36.8,NA,NA,NA,NA,NA,4.8,NA,4.9,NA,"B-BIO",NA,2,NA,25.3,3.9,NA,NA,NA,19.9,NA,NA,53.6,NA
"506","E/W FLADEN",57.2247,11.828,"2001-09-13",3579757,"4990",1741364,"OC-CB","lipid weight",20.9,NA,17,NA,34.2,NA,48.6,NA,NA,NA,NA,NA,6.9,NA,6.6,NA,"B-BIO",NA,2,NA,25,4.46,NA,NA,NA,19.8,NA,NA,49.6,NA
"507","E/W FLADEN",57.2247,11.828,"2001-09-13",3579758,"4991",1741364,"OC-CB","lipid weight",13.6,NA,12.8,NA,23.1,NA,31.7,NA,NA,NA,NA,NA,5.3,NA,5.1,NA,"B-BIO",NA,2,NA,24.5,2.66,NA,NA,NA,20.2,NA,NA,48.1,NA
