Code, Description, CodeType, Deprecated, Created, Modified, 
44, Iran, CNTRY, False, 2008-05-08, 2008-05-08, 
45, Ireland, CNTRY, False, 2006-10-23, 2006-10-23, 
46, Iceland, CNTRY, False, 2006-10-23, 2006-10-23, 
47, Israel, CNTRY, False, 2006-10-23, 2006-10-23, 
48, Italy, CNTRY, False, 2006-10-23, 2006-10-23, 
49, Japan, CNTRY, False, 2006-10-23, 2006-10-23, 
50, Jordan, CNTRY, False, 2008-05-08, 2008-05-08, 
52, Lebanon, CNTRY, False, 2006-10-23, 2006-10-23, 
53, Libya, CNTRY, False, 2008-05-08, 2008-05-08, 
54, Liberia, CNTRY, False, 2006-10-23, 2006-10-23, 
55, Malagasy/Madagascar, CNTRY, False, 2006-10-23, 2006-10-23, 
56, Morocco, CNTRY, False, 2006-10-23, 2006-10-23, 
57, Mexico, CNTRY, False, 2006-10-23, 2006-10-23, 
58, Norway, CNTRY, False, 2006-10-23, 2006-10-23, 
59, New Caledonia, CNTRY, False, 2006-10-23, 2006-10-23, 
61, New Zealand, CNTRY, False, 2006-10-23, 2006-10-23, 
62, Pakistan, CNTRY, False, 2006-10-23, 2006-10-23, 
64, The Netherlands, CNTRY, False, 2006-10-23, 2006-10-23, 
65, Peru, CNTRY, False, 2006-10-23, 2006-10-23, 
66, Philippines, CNTRY, False, 2006-10-23, 2006-10-23, 
67, Poland, CNTRY, False, 2006-10-23, 2006-10-23, 
68, Portugal, CNTRY, False, 2006-10-23, 2006-10-23, 
70, Dominican Rep., CNTRY, False, 2008-05-08, 2008-05-08, 
72, Albania, CNTRY, False, 2008-05-08, 2008-05-08, 
73, Romania, CNTRY, False, 2006-10-23, 2006-10-23, 
74, United Kingdom, CNTRY, False, 2006-10-23, 2006-10-23, 
75, El Salvador, CNTRY, False, 2006-10-23, 2006-10-23, 
76, China, CNTRY, False, 2006-10-23, 2006-10-23, 
77, Sweden, CNTRY, False, 2006-10-23, 2016-04-01, 
78, Switzerland, CNTRY, False, 2006-10-23, 2006-10-23, 
79, Surinam, CNTRY, False, 2008-05-08, 2008-05-08, 
80, Syria, CNTRY, False, 2008-05-08, 2008-05-08, 
86, Thailand, CNTRY, False, 2006-10-23, 2006-10-23, 
87, Togo, CNTRY, False, 2008-05-08, 2008-05-08, 
88, Tunisia, CNTRY, False, 2006-10-23, 2006-10-23, 
89, Turkey, CNTRY, False, 2006-10-23, 2006-10-23, 
90, Union of Soviet Socialist Republics, CNTRY, False, 2006-10-23, 2006-10-23, 
91, South Africa, CNTRY, False, 2006-10-23, 2006-10-23, 
92, Uruguay, CNTRY, False, 2006-10-23, 2006-10-23, 
93, Venezuela, CNTRY, False, 2006-10-23, 2006-10-23, 
94, Vietnam, CNTRY, False, 2006-10-23, 2006-10-23, 
95, Yugoslavia, CNTRY, False, 2006-10-23, 2006-10-23, 
99, Unkown, CNTRY, False, 2008-05-08, 2008-05-08, 
AD, Andorra, CNTRY, False, 2008-05-08, 2008-05-08, 
AF, Afghanistan, CNTRY, False, 2008-05-08, 2008-05-08, 
AG, Antigua, CNTRY, False, 2006-10-23, 2006-10-23, 
AL, Algeria, CNTRY, False, 2006-10-23, 2006-10-23, 
AM, Armenia, CNTRY, False, 2008-05-08, 2008-05-08, 
AN, Angola, CNTRY, False, 2006-10-23, 2006-10-23, 
AW, Aruba, CNTRY, False, 2008-05-08, 2008-05-08, 
AZ, Azerbaijan, CNTRY, False, 2008-05-08, 2008-05-08, 
BA, Barbados, CNTRY, False, 2006-10-23, 2006-10-23, 
BB, Bahrain, CNTRY, False, 2008-05-08, 2008-05-08, 
BC, Bosnia and Herzegowina, CNTRY, False, 2008-05-08, 2008-05-08, 
BF, Burkina Faso, CNTRY, False, 2008-05-08, 2008-05-08, 
BG, Bangladesh, CNTRY, False, 2008-05-08, 2008-05-08, 
BH, Bahamas, CNTRY, False, 2006-10-23, 2006-10-23, 
BI, Burundi, CNTRY, False, 2008-05-08, 2008-05-08, 
BL, Belorussia (White Russia), CNTRY, False, 2008-05-08, 2008-05-08, 
BM, Brunei Darussalam, CNTRY, False, 2008-05-08, 2008-05-08, 
BN, Bonaire, CNTRY, False, 2006-10-23, 2006-10-23, 
BT, Bhutan, CNTRY, False, 2008-05-08, 2008-05-08, 
BW, Botswana, CNTRY, False, 2008-05-08, 2008-05-08, 
BZ, Belize, CNTRY, False, 2008-05-08, 2008-05-08, 
CA, Curacao, CNTRY, False, 2006-10-23, 2006-10-23, 
CF, Central African Republic, CNTRY, False, 2008-05-08, 2008-05-08, 
CI, Cayman Islands, CNTRY, False, 2006-10-23, 2006-10-23, 
CR, Costa Rica, CNTRY, False, 2006-10-23, 2006-10-23, 
CU, Cuba, CNTRY, False, 2006-10-23, 2006-10-23, 
CV, Cape Verde, CNTRY, False, 2008-05-08, 2008-05-08, 
CY, Cyprus, CNTRY, False, 2006-10-23, 2006-10-23, 
CZ, Czech Republic, CNTRY, False, 2008-05-08, 2008-05-08, 
DA, Benin (Dahomey), CNTRY, False, 2008-05-08, 2008-05-08, 
DJ, Djibouti, CNTRY, False, 2008-05-08, 2008-05-08, 
ER, Eritrea, CNTRY, False, 2008-05-08, 2008-05-08, 
ES, Estonia, CNTRY, False, 2006-10-23, 2006-10-23, 
ET, Ethiopa, CNTRY, False, 2008-05-08, 2008-05-08, 
FJ, Fiji, CNTRY, False, 2006-10-23, 2006-10-23, 
FM, Micronesia  (Fed states of), CNTRY, False, 2008-05-08, 2008-05-08, 
GA, Gabon, CNTRY, False, 2008-05-08, 2008-05-08, 
GE, Georgia, CNTRY, False, 2008-05-08, 2008-05-08, 
GH, Ghana, CNTRY, False, 2006-10-23, 2006-10-23, 
GI, Gibraltar, CNTRY, False, 2015-09-10, 2015-09-10, 
GL, Greenland, CNTRY, False, 2015-08-11, 2015-08-11, 
GM, Gambia, CNTRY, False, 2008-05-08, 2008-05-08, 
GN, Guinea-Bissau, CNTRY, False, 2008-05-08, 2008-05-08, 
GQ, Equatorial Guinea, CNTRY, False, 2008-05-08, 2008-05-08, 
GR, Grenada, CNTRY, False, 2006-10-23, 2006-10-23, 
GU, Guinea, CNTRY, False, 2008-05-08, 2008-05-08, 
GY, Guyana, CNTRY, False, 2008-05-08, 2008-05-08, 
HO, Honduras, CNTRY, False, 2006-10-23, 2006-10-23, 
HR, Croatia (local:Hrvatska), CNTRY, False, 2006-10-23, 2006-10-23, 
HU, Hungary, CNTRY, False, 2008-05-08, 2008-05-08, 
IC, Ivory coast, CNTRY, False, 2006-10-23, 2006-10-23, 
IN, International, CNTRY, False, 2008-05-08, 2008-05-08, 
JA, Jamaica, CNTRY, False, 2006-10-23, 2006-10-23, 
KE, Kenya, CNTRY, False, 2008-05-08, 2008-05-08, 
KH, Cambodia, CNTRY, False, 2008-05-08, 2008-05-08, 
KI, Kiribati  Republic of, CNTRY, False, 2008-05-08, 2008-05-08, 
KM, Comoro Islands, CNTRY, False, 2008-05-08, 2008-05-08, 
KN, Saint Kitts and Nevis, CNTRY, False, 2008-05-08, 2008-05-08, 
KR, Korea (DEM), CNTRY, False, 2008-05-08, 2008-05-08, 
KU, Kuwait, CNTRY, False, 2006-10-23, 2006-10-23, 
KZ, Kazakhstan, CNTRY, False, 2008-05-08, 2008-05-08, 
LA, Latvia, CNTRY, False, 2006-10-23, 2006-10-23, 
LC, Saint Lucia, CNTRY, False, 2008-05-08, 2008-05-08, 
LP, Lao People's Dem. Republic, CNTRY, False, 2008-05-08, 2008-05-08, 
LS, Lesotho, CNTRY, False, 2008-05-08, 2008-05-08, 
LT, Lithuania, CNTRY, False, 2006-10-23, 2006-10-23, 
LU, Luxembourg, CNTRY, False, 2008-05-08, 2008-05-08, 
MA, Mauritius, CNTRY, False, 2006-10-23, 2006-10-23, 
MD, Moldova  Republic of, CNTRY, False, 2008-05-08, 2008-05-08, 
MH, Marshall Islands, CNTRY, False, 2006-10-23, 2006-10-23, 
MI, Mali, CNTRY, False, 2008-05-08, 2008-05-08, 
MK, Macedonia, CNTRY, False, 2008-05-08, 2008-05-08, 
ML, Malta, CNTRY, False, 2006-10-23, 2006-10-23, 
MN, Mongolia, CNTRY, False, 2011-11-30, 2011-11-30, 
MO, Monaco, CNTRY, False, 2006-10-23, 2006-10-23, 
MS, Malaysia, CNTRY, False, 2006-10-23, 2006-10-23, 
MU, Mauritania, CNTRY, False, 2006-10-23, 2006-10-23, 
MV, Maldives, CNTRY, False, 2008-05-08, 2008-05-08, 
MW, Malawi, CNTRY, False, 2008-05-08, 2008-05-08, 
MZ, Mozambique, CNTRY, False, 2008-05-08, 2008-05-08, 
NA, Namibia, CNTRY, False, 2008-05-08, 2008-05-08, 
NC, Nicaragua, CNTRY, False, 2008-05-08, 2008-05-08, 
NE, Niger, CNTRY, False, 2008-05-08, 2008-05-08, 
NI, Nigeria, CNTRY, False, 2006-10-23, 2006-10-23, 
NP, Nepal, CNTRY, False, 2008-05-08, 2008-05-08, 
NR, Nauru, CNTRY, False, 2008-05-08, 2008-05-08, 
OM, Oman, CNTRY, False, 2008-05-08, 2008-05-08, 
PA, Panama, CNTRY, False, 2006-10-23, 2006-10-23, 
PG, Papua New Guinea, CNTRY, False, 2008-05-08, 2008-05-08, 
PY, Paraguay, CNTRY, False, 2008-05-08, 2008-05-08, 
QA, Qatar, CNTRY, False, 2008-05-08, 2008-05-08, 
RC, Congo, CNTRY, False, 2006-10-23, 2006-10-23, 
RU, Russia, CNTRY, False, 2006-10-23, 2006-10-23, 
RW, Rwanda, CNTRY, False, 2008-05-08, 2008-05-08, 
SA, Saudi Arabia, CNTRY, False, 2006-10-23, 2006-10-23, 
SC, Seychelles, CNTRY, False, 2006-10-23, 2006-10-23, 
SE, Senegal, CNTRY, False, 2006-10-23, 2006-10-23, 
SI, Singapore, CNTRY, False, 2006-10-23, 2006-10-23, 
SK, Slovakia (Slovak Republic), CNTRY, False, 2008-05-08, 2008-05-08, 
SL, Sierra Leone, CNTRY, False, 2006-10-23, 2006-10-23, 
SM, Somalia, CNTRY, False, 2008-05-08, 2008-05-08, 
SN, Slovenia, CNTRY, False, 2008-05-08, 2008-05-08, 
SO, Solomon Islands, CNTRY, False, 2008-05-08, 2008-05-08, 
SR, San Marino, CNTRY, False, 2008-05-08, 2008-05-08, 
ST, Sao Tome and Principe, CNTRY, False, 2008-05-08, 2008-05-08, 
SU, Sudan, CNTRY, False, 2008-05-08, 2008-05-08, 
SV, Saint Vincent, CNTRY, False, 2006-10-23, 2006-10-23, 
SZ, Swaziland, CNTRY, False, 2008-05-08, 2008-05-08, 
TD, Chad, CNTRY, False, 2008-05-08, 2008-05-08, 
TJ, Tajikistan, CNTRY, False, 2008-05-08, 2008-05-08, 
TM, Turkmenistan, CNTRY, False, 2008-05-08, 2008-05-08, 
TN, Tonga, CNTRY, False, 2006-10-23, 2006-10-23, 
TT, Trinidad/Tobago, CNTRY, False, 2006-10-23, 2006-10-23, 
TV, Tuvalu, CNTRY, False, 2008-05-08, 2008-05-08, 
UA, U. Arab Emirates, CNTRY, False, 2008-05-08, 2008-05-08, 
UG, Uganda, CNTRY, False, 2008-05-08, 2008-05-08, 
UR, Ukraine, CNTRY, False, 2006-10-23, 2006-10-23, 
UZ, Uzbekistan, CNTRY, False, 2008-05-08, 2008-05-08, 
VA, Vatican City State-Holy See, CNTRY, False, 2008-05-08, 2008-05-08, 
VU, Vanuatu, CNTRY, False, 2008-05-08, 2008-05-08, 
WS, Western Samoa, CNTRY, False, 2008-05-08, 2008-05-08, 
YM, Yemen, CNTRY, False, 2008-05-08, 2008-05-08, 
ZA, Tanzania, CNTRY, False, 2008-05-08, 2008-05-08, 
ZM, Zambia, CNTRY, False, 2008-05-08, 2008-05-08, 
ZR, Zaire, CNTRY, False, 2006-10-23, 2006-10-23, 
ZZ, Internal ICES code for unknown, CNTRY, False, 2006-10-23, 2006-10-23, 
