"rgn_id","species_name","IUCN","taxa"
37,"Saduria entomon","LC","benthos"
29,"Saduria entomon","LC","benthos"
35,"Saduria entomon","LC","benthos"
21,"Saduria entomon","LC","benthos"
39,"Saduria entomon","LC","benthos"
20,"Saduria entomon","LC","benthos"
38,"Saduria entomon","LC","benthos"
40,"Saduria entomon","LC","benthos"
36,"Saduria entomon","LC","benthos"
41,"Saduria entomon","LC","benthos"
18,"Saduria entomon","LC","benthos"
30,"Saduria entomon","LC","benthos"
22,"Saduria entomon","LC","benthos"
23,"Saduria entomon","LC","benthos"
42,"Saduria entomon","LC","benthos"
19,"Saduria entomon","LC","benthos"
24,"Saduria entomon","LC","benthos"
31,"Saduria entomon","LC","benthos"
25,"Saduria entomon","LC","benthos"
27,"Saduria entomon","LC","benthos"
28,"Saduria entomon","LC","benthos"
32,"Saduria entomon","LC","benthos"
34,"Saduria entomon","LC","benthos"
33,"Saduria entomon","LC","benthos"
3,"Scrobicularia plana","VU","benthos"
4,"Scrobicularia plana","VU","benthos"
8,"Scrobicularia plana","VU","benthos"
10,"Scrobicularia plana","VU","benthos"
1,"Scrobicularia plana","VU","benthos"
2,"Scrobicularia plana","VU","benthos"
5,"Scrobicularia plana","VU","benthos"
6,"Scrobicularia plana","VU","benthos"
12,"Scrobicularia plana","VU","benthos"
3,"Skeneopsis planorbis","DD","benthos"
4,"Skeneopsis planorbis","DD","benthos"
8,"Skeneopsis planorbis","DD","benthos"
7,"Skeneopsis planorbis","DD","benthos"
9,"Skeneopsis planorbis","DD","benthos"
10,"Skeneopsis planorbis","DD","benthos"
1,"Skeneopsis planorbis","DD","benthos"
12,"Solaster endeca","VU","benthos"
1,"Solaster endeca","VU","benthos"
2,"Solaster endeca","VU","benthos"
2,"Stomphia coccinea","VU","benthos"
1,"Stomphia coccinea","VU","benthos"
5,"Stomphia coccinea","VU","benthos"
6,"Stomphia coccinea","VU","benthos"
1,"Talitrus saltator","DD","benthos"
14,"Talitrus saltator","DD","benthos"
10,"Talitrus saltator","DD","benthos"
8,"Talitrus saltator","DD","benthos"
2,"Talitrus saltator","DD","benthos"
13,"Talitrus saltator","DD","benthos"
16,"Talitrus saltator","DD","benthos"
17,"Talitrus saltator","DD","benthos"
21,"Talitrus saltator","DD","benthos"
18,"Talitrus saltator","DD","benthos"
22,"Talitrus saltator","DD","benthos"
1,"Thia scutellata","DD","benthos"
2,"Upogebia stellata","DD","benthos"
1,"Upogebia stellata","DD","benthos"
3,"Vitreolina philippi","DD","benthos"
2,"Vitreolina philippi","DD","benthos"
7,"Vitreolina philippi","DD","benthos"
8,"Vitreolina philippi","DD","benthos"
1,"Vitreolina philippi","DD","benthos"
5,"Vitreolina philippi","DD","benthos"
6,"Vitreolina philippi","DD","benthos"
2,"Arenaria interpres ","VU","birds"
5,"Arenaria interpres ","VU","birds"
6,"Arenaria interpres ","VU","birds"
11,"Arenaria interpres ","VU","birds"
12,"Arenaria interpres ","VU","birds"
14,"Arenaria interpres ","VU","birds"
1,"Aythya fuligula ","NT","birds"
2,"Aythya fuligula ","NT","birds"
3,"Aythya fuligula ","NT","birds"
4,"Aythya fuligula ","NT","birds"
5,"Aythya fuligula ","NT","birds"
6,"Aythya fuligula ","NT","birds"
7,"Aythya fuligula ","NT","birds"
8,"Aythya fuligula ","NT","birds"
9,"Aythya fuligula ","NT","birds"
10,"Aythya fuligula ","NT","birds"
11,"Aythya fuligula ","NT","birds"
12,"Aythya fuligula ","NT","birds"
13,"Aythya fuligula ","NT","birds"
14,"Aythya fuligula ","NT","birds"
15,"Aythya fuligula ","NT","birds"
16,"Aythya fuligula ","NT","birds"
17,"Aythya fuligula ","NT","birds"
18,"Aythya fuligula ","NT","birds"
19,"Aythya fuligula ","NT","birds"
20,"Aythya fuligula ","NT","birds"
21,"Aythya fuligula ","NT","birds"
22,"Aythya fuligula ","NT","birds"
23,"Aythya fuligula ","NT","birds"
24,"Aythya fuligula ","NT","birds"
25,"Aythya fuligula ","NT","birds"
26,"Aythya fuligula ","NT","birds"
27,"Aythya fuligula ","NT","birds"
28,"Aythya fuligula ","NT","birds"
29,"Aythya fuligula ","NT","birds"
30,"Aythya fuligula ","NT","birds"
31,"Aythya fuligula ","NT","birds"
32,"Aythya fuligula ","NT","birds"
33,"Aythya fuligula ","NT","birds"
34,"Aythya fuligula ","NT","birds"
35,"Aythya fuligula ","NT","birds"
36,"Aythya fuligula ","NT","birds"
37,"Aythya fuligula ","NT","birds"
38,"Aythya fuligula ","NT","birds"
39,"Aythya fuligula ","NT","birds"
40,"Aythya fuligula ","NT","birds"
41,"Aythya fuligula ","NT","birds"
42,"Aythya fuligula ","NT","birds"
20,"Aythya marila ","VU","birds"
26,"Aythya marila ","VU","birds"
28,"Aythya marila ","VU","birds"
33,"Aythya marila ","VU","birds"
36,"Aythya marila ","VU","birds"
37,"Aythya marila ","VU","birds"
38,"Aythya marila ","VU","birds"
39,"Aythya marila ","VU","birds"
40,"Aythya marila ","VU","birds"
41,"Aythya marila ","VU","birds"
42,"Aythya marila ","VU","birds"
2,"Calidris alpina schinzii ","EN","birds"
3,"Calidris alpina schinzii ","EN","birds"
5,"Calidris alpina schinzii ","EN","birds"
6,"Calidris alpina schinzii ","EN","birds"
9,"Calidris alpina schinzii ","EN","birds"
11,"Calidris alpina schinzii ","EN","birds"
12,"Calidris alpina schinzii ","EN","birds"
13,"Calidris alpina schinzii ","EN","birds"
17,"Calidris alpina schinzii ","EN","birds"
18,"Calidris alpina schinzii ","EN","birds"
26,"Calidris alpina schinzii ","EN","birds"
27,"Calidris alpina schinzii ","EN","birds"
28,"Calidris alpina schinzii ","EN","birds"
30,"Calidris alpina schinzii ","EN","birds"
33,"Calidris alpina schinzii ","EN","birds"
36,"Calidris alpina schinzii ","EN","birds"
37,"Calidris alpina schinzii ","EN","birds"
38,"Calidris alpina schinzii ","EN","birds"
42,"Calidris alpina schinzii ","EN","birds"
41,"Calidris temminckii ","NT","birds"
42,"Calidris temminckii ","NT","birds"
1,"Cepphus grylle arcticus ","LC","birds"
2,"Cepphus grylle arcticus ","LC","birds"
3,"Cepphus grylle arcticus ","LC","birds"
5,"Cepphus grylle arcticus ","LC","birds"
14,"Cepphus grylle grylle ","NT","birds"
20,"Cepphus grylle grylle ","NT","birds"
25,"Cepphus grylle grylle ","NT","birds"
26,"Cepphus grylle grylle ","NT","birds"
28,"Cepphus grylle grylle ","NT","birds"
29,"Cepphus grylle grylle ","NT","birds"
30,"Cepphus grylle grylle ","NT","birds"
31,"Cepphus grylle grylle ","NT","birds"
32,"Cepphus grylle grylle ","NT","birds"
33,"Cepphus grylle grylle ","NT","birds"
34,"Cepphus grylle grylle ","NT","birds"
35,"Cepphus grylle grylle ","NT","birds"
36,"Cepphus grylle grylle ","NT","birds"
37,"Cepphus grylle grylle ","NT","birds"
38,"Cepphus grylle grylle ","NT","birds"
39,"Cepphus grylle grylle ","NT","birds"
40,"Cepphus grylle grylle ","NT","birds"
41,"Cepphus grylle grylle ","NT","birds"
42,"Cepphus grylle grylle ","NT","birds"
5,"Charadrius alexandirinus ","CR","birds"
6,"Charadrius alexandirinus ","CR","birds"
11,"Charadrius alexandirinus ","CR","birds"
13,"Charadrius alexandirinus ","CR","birds"
26,"Charadrius alexandirinus ","CR","birds"
1,"Charadrius hiaticula hiaticula ","NT","birds"
2,"Charadrius hiaticula hiaticula ","NT","birds"
3,"Charadrius hiaticula hiaticula ","NT","birds"
4,"Charadrius hiaticula hiaticula ","NT","birds"
5,"Charadrius hiaticula hiaticula ","NT","birds"
6,"Charadrius hiaticula hiaticula ","NT","birds"
7,"Charadrius hiaticula hiaticula ","NT","birds"
8,"Charadrius hiaticula hiaticula ","NT","birds"
9,"Charadrius hiaticula hiaticula ","NT","birds"
10,"Charadrius hiaticula hiaticula ","NT","birds"
11,"Charadrius hiaticula hiaticula ","NT","birds"
12,"Charadrius hiaticula hiaticula ","NT","birds"
13,"Charadrius hiaticula hiaticula ","NT","birds"
14,"Charadrius hiaticula hiaticula ","NT","birds"
15,"Charadrius hiaticula hiaticula ","NT","birds"
16,"Charadrius hiaticula hiaticula ","NT","birds"
17,"Charadrius hiaticula hiaticula ","NT","birds"
18,"Charadrius hiaticula hiaticula ","NT","birds"
19,"Charadrius hiaticula hiaticula ","NT","birds"
20,"Charadrius hiaticula hiaticula ","NT","birds"
21,"Charadrius hiaticula hiaticula ","NT","birds"
22,"Charadrius hiaticula hiaticula ","NT","birds"
23,"Charadrius hiaticula hiaticula ","NT","birds"
24,"Charadrius hiaticula hiaticula ","NT","birds"
25,"Charadrius hiaticula hiaticula ","NT","birds"
26,"Charadrius hiaticula hiaticula ","NT","birds"
27,"Charadrius hiaticula hiaticula ","NT","birds"
28,"Charadrius hiaticula hiaticula ","NT","birds"
29,"Charadrius hiaticula hiaticula ","NT","birds"
30,"Charadrius hiaticula hiaticula ","NT","birds"
31,"Charadrius hiaticula hiaticula ","NT","birds"
32,"Charadrius hiaticula hiaticula ","NT","birds"
33,"Charadrius hiaticula hiaticula ","NT","birds"
34,"Charadrius hiaticula hiaticula ","NT","birds"
35,"Charadrius hiaticula hiaticula ","NT","birds"
36,"Charadrius hiaticula hiaticula ","NT","birds"
37,"Charadrius hiaticula hiaticula ","NT","birds"
38,"Charadrius hiaticula hiaticula ","NT","birds"
39,"Charadrius hiaticula hiaticula ","NT","birds"
40,"Charadrius hiaticula hiaticula ","NT","birds"
41,"Charadrius hiaticula hiaticula ","NT","birds"
42,"Charadrius hiaticula hiaticula ","NT","birds"
2,"Hydroprogne caspia ","VU","birds"
5,"Hydroprogne caspia ","VU","birds"
6,"Hydroprogne caspia ","VU","birds"
11,"Hydroprogne caspia ","VU","birds"
12,"Hydroprogne caspia ","VU","birds"
13,"Hydroprogne caspia ","VU","birds"
14,"Hydroprogne caspia ","VU","birds"
20,"Hydroprogne caspia ","VU","birds"
25,"Hydroprogne caspia ","VU","birds"
26,"Hydroprogne caspia ","VU","birds"
28,"Hydroprogne caspia ","VU","birds"
29,"Hydroprogne caspia ","VU","birds"
30,"Hydroprogne caspia ","VU","birds"
31,"Hydroprogne caspia ","VU","birds"
32,"Hydroprogne caspia ","VU","birds"
33,"Hydroprogne caspia ","VU","birds"
35,"Hydroprogne caspia ","VU","birds"
36,"Hydroprogne caspia ","VU","birds"
37,"Hydroprogne caspia ","VU","birds"
38,"Hydroprogne caspia ","VU","birds"
39,"Hydroprogne caspia ","VU","birds"
40,"Hydroprogne caspia ","VU","birds"
41,"Hydroprogne caspia ","VU","birds"
42,"Hydroprogne caspia ","VU","birds"
14,"Larus fuscus fuscus ","VU","birds"
20,"Larus fuscus fuscus ","VU","birds"
25,"Larus fuscus fuscus ","VU","birds"
26,"Larus fuscus fuscus ","VU","birds"
28,"Larus fuscus fuscus ","VU","birds"
29,"Larus fuscus fuscus ","VU","birds"
30,"Larus fuscus fuscus ","VU","birds"
31,"Larus fuscus fuscus ","VU","birds"
32,"Larus fuscus fuscus ","VU","birds"
33,"Larus fuscus fuscus ","VU","birds"
34,"Larus fuscus fuscus ","VU","birds"
35,"Larus fuscus fuscus ","VU","birds"
36,"Larus fuscus fuscus ","VU","birds"
37,"Larus fuscus fuscus ","VU","birds"
38,"Larus fuscus fuscus ","VU","birds"
39,"Larus fuscus fuscus ","VU","birds"
40,"Larus fuscus fuscus ","VU","birds"
41,"Larus fuscus fuscus ","VU","birds"
42,"Larus fuscus fuscus ","VU","birds"
2,"Larus melanocephalus ","EN","birds"
3,"Larus melanocephalus ","EN","birds"
5,"Larus melanocephalus ","EN","birds"
6,"Larus melanocephalus ","EN","birds"
8,"Larus melanocephalus ","EN","birds"
10,"Larus melanocephalus ","EN","birds"
11,"Larus melanocephalus ","EN","birds"
12,"Larus melanocephalus ","EN","birds"
13,"Larus melanocephalus ","EN","birds"
14,"Larus melanocephalus ","EN","birds"
16,"Larus melanocephalus ","EN","birds"
17,"Larus melanocephalus ","EN","birds"
18,"Larus melanocephalus ","EN","birds"
1,"Limosa limosa ","NT","birds"
2,"Limosa limosa ","NT","birds"
3,"Limosa limosa ","NT","birds"
5,"Limosa limosa ","NT","birds"
6,"Limosa limosa ","NT","birds"
8,"Limosa limosa ","NT","birds"
11,"Limosa limosa ","NT","birds"
12,"Limosa limosa ","NT","birds"
13,"Limosa limosa ","NT","birds"
14,"Limosa limosa ","NT","birds"
16,"Limosa limosa ","NT","birds"
17,"Limosa limosa ","NT","birds"
18,"Limosa limosa ","NT","birds"
20,"Limosa limosa ","NT","birds"
22,"Limosa limosa ","NT","birds"
23,"Limosa limosa ","NT","birds"
24,"Limosa limosa ","NT","birds"
25,"Limosa limosa ","NT","birds"
26,"Limosa limosa ","NT","birds"
27,"Limosa limosa ","NT","birds"
28,"Limosa limosa ","NT","birds"
31,"Limosa limosa ","NT","birds"
33,"Limosa limosa ","NT","birds"
34,"Limosa limosa ","NT","birds"
42,"Limosa limosa ","NT","birds"
14,"Melanitta fusca ","EN","birds"
20,"Melanitta fusca ","EN","birds"
25,"Melanitta fusca ","EN","birds"
26,"Melanitta fusca ","EN","birds"
28,"Melanitta fusca ","EN","birds"
29,"Melanitta fusca ","EN","birds"
30,"Melanitta fusca ","EN","birds"
31,"Melanitta fusca ","EN","birds"
32,"Melanitta fusca ","EN","birds"
33,"Melanitta fusca ","EN","birds"
34,"Melanitta fusca ","EN","birds"
35,"Melanitta fusca ","EN","birds"
