"rgn_id","gis_name","species_name","iucn"
31,"A_tobianus","Ammodytes tobianus","LC"
14,"A_tobianus","Ammodytes tobianus","LC"
15,"A_tobianus","Ammodytes tobianus","LC"
16,"A_tobianus","Ammodytes tobianus","LC"
17,"A_tobianus","Ammodytes tobianus","LC"
11,"A_tobianus","Ammodytes tobianus","LC"
12,"A_tobianus","Ammodytes tobianus","LC"
13,"A_tobianus","Ammodytes tobianus","LC"
NA,"A_tobianus","Ammodytes tobianus","LC"
26,"A_tobianus","Ammodytes tobianus","LC"
20,"A_tobianus","Ammodytes tobianus","LC"
21,"A_tobianus","Ammodytes tobianus","LC"
22,"A_tobianus","Ammodytes tobianus","LC"
23,"A_tobianus","Ammodytes tobianus","LC"
24,"A_tobianus","Ammodytes tobianus","LC"
25,"A_tobianus","Ammodytes tobianus","LC"
1,"Anarhichas","Anarhichas lupus","EN"
2,"Anarhichas","Anarhichas lupus","EN"
5,"Anarhichas","Anarhichas lupus","EN"
6,"Anarhichas","Anarhichas lupus","EN"
NA,"Anarhichas","Anarhichas lupus","EN"
3,"Anarhichas","Anarhichas lupus","EN"
4,"Anarhichas","Anarhichas lupus","EN"
18,"Anguilla_a","Anguilla anguilla","CR"
19,"Anguilla_a","Anguilla anguilla","CR"
20,"Anguilla_a","Anguilla anguilla","CR"
21,"Anguilla_a","Anguilla anguilla","CR"
22,"Anguilla_a","Anguilla anguilla","CR"
23,"Anguilla_a","Anguilla anguilla","CR"
24,"Anguilla_a","Anguilla anguilla","CR"
25,"Anguilla_a","Anguilla anguilla","CR"
1,"Anguilla_a","Anguilla anguilla","CR"
2,"Anguilla_a","Anguilla anguilla","CR"
5,"Anguilla_a","Anguilla anguilla","CR"
6,"Anguilla_a","Anguilla anguilla","CR"
32,"Anguilla_a","Anguilla anguilla","CR"
33,"Anguilla_a","Anguilla anguilla","CR"
34,"Anguilla_a","Anguilla anguilla","CR"
27,"Anguilla_a","Anguilla anguilla","CR"
28,"Anguilla_a","Anguilla anguilla","CR"
9,"Anguilla_a","Anguilla anguilla","CR"
10,"Anguilla_a","Anguilla anguilla","CR"
7,"Anguilla_a","Anguilla anguilla","CR"
8,"Anguilla_a","Anguilla anguilla","CR"
NA,"Anguilla_a","Anguilla anguilla","CR"
3,"Anguilla_a","Anguilla anguilla","CR"
4,"Anguilla_a","Anguilla anguilla","CR"
37,"Anguilla_a","Anguilla anguilla","CR"
38,"Anguilla_a","Anguilla anguilla","CR"
35,"Anguilla_a","Anguilla anguilla","CR"
36,"Anguilla_a","Anguilla anguilla","CR"
29,"Anguilla_a","Anguilla anguilla","CR"
30,"Anguilla_a","Anguilla anguilla","CR"
31,"Anguilla_a","Anguilla anguilla","CR"
14,"Anguilla_a","Anguilla anguilla","CR"
15,"Anguilla_a","Anguilla anguilla","CR"
16,"Anguilla_a","Anguilla anguilla","CR"
17,"Anguilla_a","Anguilla anguilla","CR"
11,"Anguilla_a","Anguilla anguilla","CR"
12,"Anguilla_a","Anguilla anguilla","CR"
13,"Anguilla_a","Anguilla anguilla","CR"
NA,"Anguilla_a","Anguilla anguilla","CR"
26,"Anguilla_a","Anguilla anguilla","CR"
20,"Anguilla_a","Anguilla anguilla","CR"
21,"Anguilla_a","Anguilla anguilla","CR"
22,"Anguilla_a","Anguilla anguilla","CR"
23,"Anguilla_a","Anguilla anguilla","CR"
24,"Anguilla_a","Anguilla anguilla","CR"
25,"Anguilla_a","Anguilla anguilla","CR"
32,"Aspius_asp","Aspius aspius","NT"
33,"Aspius_asp","Aspius aspius","NT"
34,"Aspius_asp","Aspius aspius","NT"
37,"Aspius_asp","Aspius aspius","NT"
38,"Aspius_asp","Aspius aspius","NT"
18,"Clupea_har","Clupea harengus","LC"
19,"Clupea_har","Clupea harengus","LC"
20,"Clupea_har","Clupea harengus","LC"
21,"Clupea_har","Clupea harengus","LC"
22,"Clupea_har","Clupea harengus","LC"
23,"Clupea_har","Clupea harengus","LC"
24,"Clupea_har","Clupea harengus","LC"
25,"Clupea_har","Clupea harengus","LC"
1,"Clupea_har","Clupea harengus","LC"
2,"Clupea_har","Clupea harengus","LC"
5,"Clupea_har","Clupea harengus","LC"
6,"Clupea_har","Clupea harengus","LC"
32,"Clupea_har","Clupea harengus","LC"
33,"Clupea_har","Clupea harengus","LC"
34,"Clupea_har","Clupea harengus","LC"
27,"Clupea_har","Clupea harengus","LC"
28,"Clupea_har","Clupea harengus","LC"
9,"Clupea_har","Clupea harengus","LC"
10,"Clupea_har","Clupea harengus","LC"
7,"Clupea_har","Clupea harengus","LC"
8,"Clupea_har","Clupea harengus","LC"
NA,"Clupea_har","Clupea harengus","LC"
3,"Clupea_har","Clupea harengus","LC"
4,"Clupea_har","Clupea harengus","LC"
41,"Clupea_har","Clupea harengus","LC"
42,"Clupea_har","Clupea harengus","LC"
39,"Clupea_har","Clupea harengus","LC"
40,"Clupea_har","Clupea harengus","LC"
37,"Clupea_har","Clupea harengus","LC"
38,"Clupea_har","Clupea harengus","LC"
35,"Clupea_har","Clupea harengus","LC"
36,"Clupea_har","Clupea harengus","LC"
29,"Clupea_har","Clupea harengus","LC"
30,"Clupea_har","Clupea harengus","LC"
31,"Clupea_har","Clupea harengus","LC"
14,"Clupea_har","Clupea harengus","LC"
15,"Clupea_har","Clupea harengus","LC"
16,"Clupea_har","Clupea harengus","LC"
17,"Clupea_har","Clupea harengus","LC"
11,"Clupea_har","Clupea harengus","LC"
12,"Clupea_har","Clupea harengus","LC"
13,"Clupea_har","Clupea harengus","LC"
NA,"Clupea_har","Clupea harengus","LC"
26,"Clupea_har","Clupea harengus","LC"
20,"Clupea_har","Clupea harengus","LC"
21,"Clupea_har","Clupea harengus","LC"
22,"Clupea_har","Clupea harengus","LC"
23,"Clupea_har","Clupea harengus","LC"
24,"Clupea_har","Clupea harengus","LC"
25,"Clupea_har","Clupea harengus","LC"
18,"Cobitis_ta","Cobitis taenia","LC"
19,"Cobitis_ta","Cobitis taenia","LC"
20,"Cobitis_ta","Cobitis taenia","LC"
21,"Cobitis_ta","Cobitis taenia","LC"
22,"Cobitis_ta","Cobitis taenia","LC"
23,"Cobitis_ta","Cobitis taenia","LC"
24,"Cobitis_ta","Cobitis taenia","LC"
25,"Cobitis_ta","Cobitis taenia","LC"
32,"Cobitis_ta","Cobitis taenia","LC"
33,"Cobitis_ta","Cobitis taenia","LC"
34,"Cobitis_ta","Cobitis taenia","LC"
27,"Cobitis_ta","Cobitis taenia","LC"
28,"Cobitis_ta","Cobitis taenia","LC"
32,"C_albula","Coregonus albula","LC"
33,"C_albula","Coregonus albula","LC"
34,"C_albula","Coregonus albula","LC"
41,"C_albula","Coregonus albula","LC"
42,"C_albula","Coregonus albula","LC"
39,"C_albula","Coregonus albula","LC"
40,"C_albula","Coregonus albula","LC"
37,"C_albula","Coregonus albula","LC"
38,"C_albula","Coregonus albula","LC"
18,"C_maraena","Coregonus maraena","EN"
19,"C_maraena","Coregonus maraena","EN"
20,"C_maraena","Coregonus maraena","EN"
21,"C_maraena","Coregonus maraena","EN"
22,"C_maraena","Coregonus maraena","EN"
23,"C_maraena","Coregonus maraena","EN"
24,"C_maraena","Coregonus maraena","EN"
25,"C_maraena","Coregonus maraena","EN"
1,"C_maraena","Coregonus maraena","EN"
2,"C_maraena","Coregonus maraena","EN"
32,"C_maraena","Coregonus maraena","EN"
33,"C_maraena","Coregonus maraena","EN"
34,"C_maraena","Coregonus maraena","EN"
27,"C_maraena","Coregonus maraena","EN"
28,"C_maraena","Coregonus maraena","EN"
9,"C_maraena","Coregonus maraena","EN"
10,"C_maraena","Coregonus maraena","EN"
7,"C_maraena","Coregonus maraena","EN"
8,"C_maraena","Coregonus maraena","EN"
41,"C_maraena","Coregonus maraena","EN"
42,"C_maraena","Coregonus maraena","EN"
39,"C_maraena","Coregonus maraena","EN"
40,"C_maraena","Coregonus maraena","EN"
37,"C_maraena","Coregonus maraena","EN"
38,"C_maraena","Coregonus maraena","EN"
35,"C_maraena","Coregonus maraena","EN"
36,"C_maraena","Coregonus maraena","EN"
29,"C_maraena","Coregonus maraena","EN"
30,"C_maraena","Coregonus maraena","EN"
31,"C_maraena","Coregonus maraena","EN"
14,"C_maraena","Coregonus maraena","EN"
15,"C_maraena","Coregonus maraena","EN"
16,"C_maraena","Coregonus maraena","EN"
17,"C_maraena","Coregonus maraena","EN"
11,"C_maraena","Coregonus maraena","EN"
12,"C_maraena","Coregonus maraena","EN"
13,"C_maraena","Coregonus maraena","EN"
NA,"C_maraena","Coregonus maraena","EN"
26,"C_maraena","Coregonus maraena","EN"
20,"C_maraena","Coregonus maraena","EN"
21,"C_maraena","Coregonus maraena","EN"
22,"C_maraena","Coregonus maraena","EN"
23,"C_maraena","Coregonus maraena","EN"
24,"C_maraena","Coregonus maraena","EN"
25,"C_maraena","Coregonus maraena","EN"
32,"Cottus_gob","Cottus gobio","LC"
33,"Cottus_gob","Cottus gobio","LC"
34,"Cottus_gob","Cottus gobio","LC"
27,"Cottus_gob","Cottus gobio","LC"
28,"Cottus_gob","Cottus gobio","LC"
41,"Cottus_gob","Cottus gobio","LC"
42,"Cottus_gob","Cottus gobio","LC"
39,"Cottus_gob","Cottus gobio","LC"
40,"Cottus_gob","Cottus gobio","LC"
37,"Cottus_gob","Cottus gobio","LC"
38,"Cottus_gob","Cottus gobio","LC"
35,"Cottus_gob","Cottus gobio","LC"
36,"Cottus_gob","Cottus gobio","LC"
29,"Cottus_gob","Cottus gobio","LC"
30,"Cottus_gob","Cottus gobio","LC"
31,"Cottus_gob","Cottus gobio","LC"
NA,"Cottus_gob","Cottus gobio","LC"
18,"Cyclopteru","Cyclopterus lumpus","NT"
19,"Cyclopteru","Cyclopterus lumpus","NT"
18,"Cyclopteru","Cyclopterus lumpus","NT"
19,"Cyclopteru","Cyclopterus lumpus","NT"
1,"Cyclopteru","Cyclopterus lumpus","NT"
2,"Cyclopteru","Cyclopterus lumpus","NT"
5,"Cyclopteru","Cyclopterus lumpus","NT"
6,"Cyclopteru","Cyclopterus lumpus","NT"
32,"Cyclopteru","Cyclopterus lumpus","NT"
33,"Cyclopteru","Cyclopterus lumpus","NT"
34,"Cyclopteru","Cyclopterus lumpus","NT"
27,"Cyclopteru","Cyclopterus lumpus","NT"
28,"Cyclopteru","Cyclopterus lumpus","NT"
9,"Cyclopteru","Cyclopterus lumpus","NT"
10,"Cyclopteru","Cyclopterus lumpus","NT"
7,"Cyclopteru","Cyclopterus lumpus","NT"
8,"Cyclopteru","Cyclopterus lumpus","NT"
NA,"Cyclopteru","Cyclopterus lumpus","NT"
3,"Cyclopteru","Cyclopterus lumpus","NT"
4,"Cyclopteru","Cyclopterus lumpus","NT"
41,"Cyclopteru","Cyclopterus lumpus","NT"
42,"Cyclopteru","Cyclopterus lumpus","NT"
39,"Cyclopteru","Cyclopterus lumpus","NT"
40,"Cyclopteru","Cyclopterus lumpus","NT"
37,"Cyclopteru","Cyclopterus lumpus","NT"
38,"Cyclopteru","Cyclopterus lumpus","NT"
35,"Cyclopteru","Cyclopterus lumpus","NT"
36,"Cyclopteru","Cyclopterus lumpus","NT"
29,"Cyclopteru","Cyclopterus lumpus","NT"
30,"Cyclopteru","Cyclopterus lumpus","NT"
31,"Cyclopteru","Cyclopterus lumpus","NT"
14,"Cyclopteru","Cyclopterus lumpus","NT"
15,"Cyclopteru","Cyclopterus lumpus","NT"
16,"Cyclopteru","Cyclopterus lumpus","NT"
17,"Cyclopteru","Cyclopterus lumpus","NT"
11,"Cyclopteru","Cyclopterus lumpus","NT"
12,"Cyclopteru","Cyclopterus lumpus","NT"
13,"Cyclopteru","Cyclopterus lumpus","NT"
NA,"Cyclopteru","Cyclopterus lumpus","NT"
26,"Cyclopteru","Cyclopterus lumpus","NT"
20,"Cyclopteru","Cyclopterus lumpus","NT"
21,"Cyclopteru","Cyclopterus lumpus","NT"
22,"Cyclopteru","Cyclopterus lumpus","NT"
23,"Cyclopteru","Cyclopterus lumpus","NT"
24,"Cyclopteru","Cyclopterus lumpus","NT"
25,"Cyclopteru","Cyclopterus lumpus","NT"
18,"Enchelyopu","Enchelyopus cimbrius","NT"
19,"Enchelyopu","Enchelyopus cimbrius","NT"
18,"Enchelyopu","Enchelyopus cimbrius","NT"
19,"Enchelyopu","Enchelyopus cimbrius","NT"
1,"Enchelyopu","Enchelyopus cimbrius","NT"
2,"Enchelyopu","Enchelyopus cimbrius","NT"
5,"Enchelyopu","Enchelyopus cimbrius","NT"
6,"Enchelyopu","Enchelyopus cimbrius","NT"
9,"Enchelyopu","Enchelyopus cimbrius","NT"
10,"Enchelyopu","Enchelyopus cimbrius","NT"
7,"Enchelyopu","Enchelyopus cimbrius","NT"
8,"Enchelyopu","Enchelyopus cimbrius","NT"
NA,"Enchelyopu","Enchelyopus cimbrius","NT"
3,"Enchelyopu","Enchelyopus cimbrius","NT"
4,"Enchelyopu","Enchelyopus cimbrius","NT"
29,"Enchelyopu","Enchelyopus cimbrius","NT"
30,"Enchelyopu","Enchelyopus cimbrius","NT"
31,"Enchelyopu","Enchelyopus cimbrius","NT"
14,"Enchelyopu","Enchelyopus cimbrius","NT"
15,"Enchelyopu","Enchelyopus cimbrius","NT"
16,"Enchelyopu","Enchelyopus cimbrius","NT"
17,"Enchelyopu","Enchelyopus cimbrius","NT"
11,"Enchelyopu","Enchelyopus cimbrius","NT"
12,"Enchelyopu","Enchelyopus cimbrius","NT"
13,"Enchelyopu","Enchelyopus cimbrius","NT"
26,"Enchelyopu","Enchelyopus cimbrius","NT"
20,"Enchelyopu","Enchelyopus cimbrius","NT"
21,"Enchelyopu","Enchelyopus cimbrius","NT"
22,"Enchelyopu","Enchelyopus cimbrius","NT"
23,"Enchelyopu","Enchelyopus cimbrius","NT"
24,"Enchelyopu","Enchelyopus cimbrius","NT"
25,"Enchelyopu","Enchelyopus cimbrius","NT"
18,"Entelurus","Entelurus aequoreus","LC"
19,"Entelurus","Entelurus aequoreus","LC"
1,"Entelurus","Entelurus aequoreus","LC"
2,"Entelurus","Entelurus aequoreus","LC"
5,"Entelurus","Entelurus aequoreus","LC"
6,"Entelurus","Entelurus aequoreus","LC"
3,"Entelurus","Entelurus aequoreus","LC"
4,"Entelurus","Entelurus aequoreus","LC"
18,"Gadus_morh","Gadus morhua","VU"
19,"Gadus_morh","Gadus morhua","VU"
1,"Gadus_morh","Gadus morhua","VU"
2,"Gadus_morh","Gadus morhua","VU"
5,"Gadus_morh","Gadus morhua","VU"
6,"Gadus_morh","Gadus morhua","VU"
32,"Gadus_morh","Gadus morhua","VU"
33,"Gadus_morh","Gadus morhua","VU"
34,"Gadus_morh","Gadus morhua","VU"
27,"Gadus_morh","Gadus morhua","VU"
28,"Gadus_morh","Gadus morhua","VU"
9,"Gadus_morh","Gadus morhua","VU"
10,"Gadus_morh","Gadus morhua","VU"
7,"Gadus_morh","Gadus morhua","VU"
8,"Gadus_morh","Gadus morhua","VU"
NA,"Gadus_morh","Gadus morhua","VU"
3,"Gadus_morh","Gadus morhua","VU"
4,"Gadus_morh","Gadus morhua","VU"
41,"Gadus_morh","Gadus morhua","VU"
42,"Gadus_morh","Gadus morhua","VU"
39,"Gadus_morh","Gadus morhua","VU"
40,"Gadus_morh","Gadus morhua","VU"
37,"Gadus_morh","Gadus morhua","VU"
38,"Gadus_morh","Gadus morhua","VU"
35,"Gadus_morh","Gadus morhua","VU"
36,"Gadus_morh","Gadus morhua","VU"
29,"Gadus_morh","Gadus morhua","VU"
30,"Gadus_morh","Gadus morhua","VU"
31,"Gadus_morh","Gadus morhua","VU"
14,"Gadus_morh","Gadus morhua","VU"
15,"Gadus_morh","Gadus morhua","VU"
16,"Gadus_morh","Gadus morhua","VU"
17,"Gadus_morh","Gadus morhua","VU"
11,"Gadus_morh","Gadus morhua","VU"
12,"Gadus_morh","Gadus morhua","VU"
13,"Gadus_morh","Gadus morhua","VU"
NA,"Gadus_morh","Gadus morhua","VU"
26,"Gadus_morh","Gadus morhua","VU"
20,"Gadus_morh","Gadus morhua","VU"
21,"Gadus_morh","Gadus morhua","VU"
22,"Gadus_morh","Gadus morhua","VU"
23,"Gadus_morh","Gadus morhua","VU"
24,"Gadus_morh","Gadus morhua","VU"
25,"Gadus_morh","Gadus morhua","VU"
1,"Galeorhinu","Galeorhinus galeus","VU"
2,"Galeorhinu","Galeorhinus galeus","VU"
1,"L_bergylta","Labrus bergylta","LC"
2,"L_bergylta","Labrus bergylta","LC"
5,"L_bergylta","Labrus bergylta","LC"
6,"L_bergylta","Labrus bergylta","LC"
1,"L_mixtus","Labrus mixtus","LC"
2,"L_mixtus","Labrus mixtus","LC"
5,"L_mixtus","Labrus mixtus","LC"
6,"L_mixtus","Labrus mixtus","LC"
1,"Lamna_nasu","Lamna nasus","CR"
2,"Lamna_nasu","Lamna nasus","CR"
18,"Lampeta_fl","Lampetra fluviatilis","NT"
19,"Lampeta_fl","Lampetra fluviatilis","NT"
20,"Lampeta_fl","Lampetra fluviatilis","NT"
21,"Lampeta_fl","Lampetra fluviatilis","NT"
22,"Lampeta_fl","Lampetra fluviatilis","NT"
23,"Lampeta_fl","Lampetra fluviatilis","NT"
24,"Lampeta_fl","Lampetra fluviatilis","NT"
25,"Lampeta_fl","Lampetra fluviatilis","NT"
1,"Lampeta_fl","Lampetra fluviatilis","NT"
2,"Lampeta_fl","Lampetra fluviatilis","NT"
5,"Lampeta_fl","Lampetra fluviatilis","NT"
6,"Lampeta_fl","Lampetra fluviatilis","NT"
32,"Lampeta_fl","Lampetra fluviatilis","NT"
33,"Lampeta_fl","Lampetra fluviatilis","NT"
34,"Lampeta_fl","Lampetra fluviatilis","NT"
27,"Lampeta_fl","Lampetra fluviatilis","NT"
28,"Lampeta_fl","Lampetra fluviatilis","NT"
9,"Lampeta_fl","Lampetra fluviatilis","NT"
10,"Lampeta_fl","Lampetra fluviatilis","NT"
7,"Lampeta_fl","Lampetra fluviatilis","NT"
8,"Lampeta_fl","Lampetra fluviatilis","NT"
41,"Lampeta_fl","Lampetra fluviatilis","NT"
42,"Lampeta_fl","Lampetra fluviatilis","NT"
39,"Lampeta_fl","Lampetra fluviatilis","NT"
40,"Lampeta_fl","Lampetra fluviatilis","NT"
37,"Lampeta_fl","Lampetra fluviatilis","NT"
38,"Lampeta_fl","Lampetra fluviatilis","NT"
35,"Lampeta_fl","Lampetra fluviatilis","NT"
36,"Lampeta_fl","Lampetra fluviatilis","NT"
29,"Lampeta_fl","Lampetra fluviatilis","NT"
30,"Lampeta_fl","Lampetra fluviatilis","NT"
31,"Lampeta_fl","Lampetra fluviatilis","NT"
14,"Lampeta_fl","Lampetra fluviatilis","NT"
15,"Lampeta_fl","Lampetra fluviatilis","NT"
16,"Lampeta_fl","Lampetra fluviatilis","NT"
17,"Lampeta_fl","Lampetra fluviatilis","NT"
11,"Lampeta_fl","Lampetra fluviatilis","NT"
12,"Lampeta_fl","Lampetra fluviatilis","NT"
13,"Lampeta_fl","Lampetra fluviatilis","NT"
NA,"Lampeta_fl","Lampetra fluviatilis","NT"
26,"Lampeta_fl","Lampetra fluviatilis","NT"
20,"Lampeta_fl","Lampetra fluviatilis","NT"
21,"Lampeta_fl","Lampetra fluviatilis","NT"
22,"Lampeta_fl","Lampetra fluviatilis","NT"
23,"Lampeta_fl","Lampetra fluviatilis","NT"
24,"Lampeta_fl","Lampetra fluviatilis","NT"
25,"Lampeta_fl","Lampetra fluviatilis","NT"
18,"L_liparis","Liparis liparis","LC"
19,"L_liparis","Liparis liparis","LC"
1,"L_liparis","Liparis liparis","LC"
2,"L_liparis","Liparis liparis","LC"
5,"L_liparis","Liparis liparis","LC"
6,"L_liparis","Liparis liparis","LC"
32,"L_liparis","Liparis liparis","LC"
33,"L_liparis","Liparis liparis","LC"
34,"L_liparis","Liparis liparis","LC"
27,"L_liparis","Liparis liparis","LC"
28,"L_liparis","Liparis liparis","LC"
37,"L_liparis","Liparis liparis","LC"
38,"L_liparis","Liparis liparis","LC"
35,"L_liparis","Liparis liparis","LC"
36,"L_liparis","Liparis liparis","LC"
29,"L_liparis","Liparis liparis","LC"
30,"L_liparis","Liparis liparis","LC"
31,"L_liparis","Liparis liparis","LC"
NA,"L_liparis","Liparis liparis","LC"
26,"L_liparis","Liparis liparis","LC"
20,"L_liparis","Liparis liparis","LC"
21,"L_liparis","Liparis liparis","LC"
22,"L_liparis","Liparis liparis","LC"
23,"L_liparis","Liparis liparis","LC"
24,"L_liparis","Liparis liparis","LC"
25,"L_liparis","Liparis liparis","LC"
1,"L_montagui","Liparis montagui","LC"
2,"L_montagui","Liparis montagui","LC"
5,"L_montagui","Liparis montagui","LC"
6,"L_montagui","Liparis montagui","LC"
NA,"L_montagui","Liparis montagui","LC"
3,"L_montagui","Liparis montagui","LC"
4,"L_montagui","Liparis montagui","LC"
18,"Lota_lota","Lota lota","NT"
19,"Lota_lota","Lota lota","NT"
20,"Lota_lota","Lota lota","NT"
21,"Lota_lota","Lota lota","NT"
22,"Lota_lota","Lota lota","NT"
23,"Lota_lota","Lota lota","NT"
24,"Lota_lota","Lota lota","NT"
25,"Lota_lota","Lota lota","NT"
32,"Lota_lota","Lota lota","NT"
33,"Lota_lota","Lota lota","NT"
34,"Lota_lota","Lota lota","NT"
27,"Lota_lota","Lota lota","NT"
28,"Lota_lota","Lota lota","NT"
41,"Lota_lota","Lota lota","NT"
42,"Lota_lota","Lota lota","NT"
39,"Lota_lota","Lota lota","NT"
40,"Lota_lota","Lota lota","NT"
37,"Lota_lota","Lota lota","NT"
38,"Lota_lota","Lota lota","NT"
35,"Lota_lota","Lota lota","NT"
36,"Lota_lota","Lota lota","NT"
29,"Lota_lota","Lota lota","NT"
30,"Lota_lota","Lota lota","NT"
31,"Lota_lota","Lota lota","NT"
14,"Lota_lota","Lota lota","NT"
15,"Lota_lota","Lota lota","NT"
16,"Lota_lota","Lota lota","NT"
17,"Lota_lota","Lota lota","NT"
NA,"Lota_lota","Lota lota","NT"
26,"Lota_lota","Lota lota","NT"
1,"Lumpenus_l","Lumpenus lampretaeformis","LC"
2,"Lumpenus_l","Lumpenus lampretaeformis","LC"
5,"Lumpenus_l","Lumpenus lampretaeformis","LC"
6,"Lumpenus_l","Lumpenus lampretaeformis","LC"
32,"Lumpenus_l","Lumpenus lampretaeformis","LC"
33,"Lumpenus_l","Lumpenus lampretaeformis","LC"
34,"Lumpenus_l","Lumpenus lampretaeformis","LC"
9,"Lumpenus_l","Lumpenus lampretaeformis","LC"
10,"Lumpenus_l","Lumpenus lampretaeformis","LC"
7,"Lumpenus_l","Lumpenus lampretaeformis","LC"
8,"Lumpenus_l","Lumpenus lampretaeformis","LC"
NA,"Lumpenus_l","Lumpenus lampretaeformis","LC"
3,"Lumpenus_l","Lumpenus lampretaeformis","LC"
4,"Lumpenus_l","Lumpenus lampretaeformis","LC"
