Country;MYEAR;PARGROUP;PARAM;BASIS;QFLAG;Value;MUNIT;VFLAG;DETLI;LMQNT;EqualDET;EqualLM
Sweden;1988;OC-CB;CB52;L;;41.6;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;88.7;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;89.2;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;108;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;119;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;36;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1988;OC-CB;CB52;L;;18.5;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;36.3;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;37.5;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;51.9;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;57.8;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;19.4;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1988;OC-CB;CB52;L;;23;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;48.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;53;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;69.8;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;80.4;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;25.4;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;;37.7;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB52;L;;48.5;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;96.7;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;95.7;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;117;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;131;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;42.3;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1988;OC-CB;CB52;L;;19.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;36.6;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;38.8;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;51.8;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;58.8;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;18.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1988;OC-CB;CB52;L;;25.7;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;60.2;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;56.5;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;79.9;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;85.7;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;27.6;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;;25.2;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB52;L;;33.3;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;89.9;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;100;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;134;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;146;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;42.9;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;;28.2;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB52;L;;36.3;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;74;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;78.4;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;94.2;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;106;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;33;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;;38.9;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB52;L;;56.6;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;139;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;159;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;196;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;227;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;65.5;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1988;OC-CB;CB52;L;;23.7;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;42.2;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;43;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;55.2;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;60.8;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;18.5;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1988;OC-CB;CB52;L;;29.6;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;63.4;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;64;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;84.2;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;91.5;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;28.3;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1988;OC-CB;CB52;L;;26.3;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;50;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;47.7;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;67.6;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;75.1;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;23.5;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1988;OC-CB;CB52;L;;38.4;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;79.7;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;69.1;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;92;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;90.8;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;18.5;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;;45.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB52;L;;58.2;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;158;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;137;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;257;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;229;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;55.5;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;;30.8;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB52;L;;35.6;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;68.4;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;57.8;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;81.9;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;79.1;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;15.8;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1988;OC-CB;CB52;L;;29.3;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;67.8;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;57.8;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;89.5;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;93.5;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;16.8;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;;14.9;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB52;L;;47.9;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;107;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;84.7;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;130;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;123;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;26.8;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;;24.9;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB52;L;;33.7;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;81.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;76.8;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;102;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;109;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;20.2;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;;30.9;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB52;L;;52.5;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;122;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;101;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;164;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;165;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;42.3;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1988;OC-CB;CB52;L;;46.6;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;109;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;97.9;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;131;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;135;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;33.2;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1988;OC-CB;CB52;L;;39.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;89.6;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;76.4;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;112;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;106;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;22.8;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1988;OC-CB;CB52;L;;56.6;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;141;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;120;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;193;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;188;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;44.6;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1988;OC-CB;CB52;L;;44.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;92.3;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;75.8;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;99.9;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;96.8;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;19.6;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1988;OC-CB;CB52;L;;28.2;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;74.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;60.9;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;115;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;113;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;22;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;;34.5;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB52;L;;42.7;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;105;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;85.3;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;123;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;131;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;24.7;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1988;OC-CB;CB52;L;;44.8;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;80.6;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;70.3;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;83;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;90;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;17.8;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;;28.7;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB52;L;;37.6;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;85.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;71.3;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;114;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;104;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;27.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1988;OC-CB;CB52;L;;33.8;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;76.3;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;71.6;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;104;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;105;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;21;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1988;OC-CB;CB52;L;;29.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;70.5;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;62.9;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;111;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;112;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;16.6;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1988;OC-CB;CB52;L;;31.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;70.2;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;65;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;75.1;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;75.9;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;13.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1988;OC-CB;CB52;L;;41.7;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;98.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;82.7;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;115;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;128;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;25.3;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1988;OC-CB;CB52;L;;24.5;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;91.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;55.5;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;88.3;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;88.2;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;17.9;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1988;OC-CB;CB52;L;;13.5;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;27.4;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;21.3;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;35.5;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;36.8;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;7.96;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1988;OC-CB;CB52;L;;20.8;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;56.8;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;47;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;77.9;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;80.8;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;43.8;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;;13.4;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB52;L;;19.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;51.5;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;50.1;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;76.1;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;74.9;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;23.4;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;<;4;ug/kg;A;4;;TRUE;FALSE
Sweden;1988;OC-CB;CB52;L;;15.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;42.1;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB118;L;;39.1;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB153;L;;58.3;ug/kg;A;5;;FALSE;FALSE
Sweden;1988;OC-CB;CB138;L;;60;ug/kg;A;6;;FALSE;FALSE
Sweden;1988;OC-CB;CB180;L;;16;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB28;L;;10.3;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB52;L;;11.6;ug/kg;A;4;;FALSE;FALSE
Sweden;1988;OC-CB;CB101;L;;25.7;ug/kg;A;4;;FALSE;FALSE
