region_id,region_name,flower_png
40,Fin-The Quark,reports/figures/SUBBASIN/flower_Fin-TheQuark.png
41,Swe-Bothnian Bay,reports/figures/SUBBASIN/flower_Swe-BothnianBay.png
42,Fin-Bothnian Bay,reports/figures/SUBBASIN/flower_Fin-BothnianBay.png
301,Sweden,reports/figures/SUBBASIN/flower_Sweden.png
302,Denmark,reports/figures/SUBBASIN/flower_Denmark.png
303,Germany,reports/figures/SUBBASIN/flower_Germany.png
304,Poland,reports/figures/SUBBASIN/flower_Poland.png
305,Russia,reports/figures/SUBBASIN/flower_Russia.png
306,Lithuania,reports/figures/SUBBASIN/flower_Lithuania.png
307,Latvia,reports/figures/SUBBASIN/flower_Latvia.png
308,Estonia,reports/figures/SUBBASIN/flower_Estonia.png
309,Finland,reports/figures/SUBBASIN/flower_Finland.png
501,Kattegat,reports/figures/SUBBASIN/flower_Kattegat.png
502,Great Belt,reports/figures/SUBBASIN/flower_GreatBelt.png
503,The Sound,reports/figures/SUBBASIN/flower_TheSound.png
504,Kiel Bay,reports/figures/SUBBASIN/flower_KielBay.png
505,Bay of Mecklenburg,reports/figures/SUBBASIN/flower_BayofMecklenburg.png
506,Arkona Basin,reports/figures/SUBBASIN/flower_ArkonaBasin.png
507,Bornholm Basin,reports/figures/SUBBASIN/flower_BornholmBasin.png
508,Gdansk Basin,reports/figures/SUBBASIN/flower_GdanskBasin.png
509,Eastern Gotland Basin,reports/figures/SUBBASIN/flower_EasternGotlandBasin.png
510,Western Gotland Basin,reports/figures/SUBBASIN/flower_WesternGotlandBasin.png
511,Gulf of Riga,reports/figures/SUBBASIN/flower_GulfofRiga.png
512,Northern Baltic Proper,reports/figures/SUBBASIN/flower_NorthernBalticProper.png
513,Gulf of Finland,reports/figures/SUBBASIN/flower_GulfofFinland.png
514,Aland Sea,reports/figures/SUBBASIN/flower_AlandSea.png
515,Bothnian Sea,reports/figures/SUBBASIN/flower_BothnianSea.png
516,The Quark,reports/figures/SUBBASIN/flower_TheQuark.png
517,Bothnian Bay,reports/figures/SUBBASIN/flower_BothnianBay.png
