"basin_name_holas","basin_name_baltsem","basin_abb_baltsem","year","sst_jul_aug"
"Arkona Basin","Arkona Basin","AR",1981,17.4635048387097
"Bay of Mecklenburg","Arkona Basin","AR",1981,17.4635048387097
"Arkona Basin","Arkona Basin","AR",1982,17.3131475806452
"Bay of Mecklenburg","Arkona Basin","AR",1982,17.3131475806452
"Arkona Basin","Arkona Basin","AR",1983,18.0790903225806
"Bay of Mecklenburg","Arkona Basin","AR",1983,18.0790903225806
"Arkona Basin","Arkona Basin","AR",1984,18.1131790322581
"Bay of Mecklenburg","Arkona Basin","AR",1984,18.1131790322581
"Arkona Basin","Arkona Basin","AR",1985,19.2455443548387
"Bay of Mecklenburg","Arkona Basin","AR",1985,19.2455443548387
"Arkona Basin","Arkona Basin","AR",1986,18.365114516129
"Bay of Mecklenburg","Arkona Basin","AR",1986,18.365114516129
"Arkona Basin","Arkona Basin","AR",1987,17.9367064516129
"Bay of Mecklenburg","Arkona Basin","AR",1987,17.9367064516129
"Arkona Basin","Arkona Basin","AR",1988,18.0018266129032
"Bay of Mecklenburg","Arkona Basin","AR",1988,18.0018266129032
"Arkona Basin","Arkona Basin","AR",1989,18.9747685483871
"Bay of Mecklenburg","Arkona Basin","AR",1989,18.9747685483871
"Arkona Basin","Arkona Basin","AR",1990,19.3362548387097
"Bay of Mecklenburg","Arkona Basin","AR",1990,19.3362548387097
"Arkona Basin","Arkona Basin","AR",1991,18.4362112903226
"Bay of Mecklenburg","Arkona Basin","AR",1991,18.4362112903226
"Arkona Basin","Arkona Basin","AR",1992,16.8491596774194
"Bay of Mecklenburg","Arkona Basin","AR",1992,16.8491596774194
"Arkona Basin","Arkona Basin","AR",1993,17.53005
"Bay of Mecklenburg","Arkona Basin","AR",1993,17.53005
"Arkona Basin","Arkona Basin","AR",1994,18.4608838709677
"Bay of Mecklenburg","Arkona Basin","AR",1994,18.4608838709677
"Arkona Basin","Arkona Basin","AR",1995,17.4761838709677
"Bay of Mecklenburg","Arkona Basin","AR",1995,17.4761838709677
"Arkona Basin","Arkona Basin","AR",1996,18.5768467741935
"Bay of Mecklenburg","Arkona Basin","AR",1996,18.5768467741935
"Arkona Basin","Arkona Basin","AR",1997,18.2805201612903
"Bay of Mecklenburg","Arkona Basin","AR",1997,18.2805201612903
"Arkona Basin","Arkona Basin","AR",1998,18.423035483871
"Bay of Mecklenburg","Arkona Basin","AR",1998,18.423035483871
"Arkona Basin","Arkona Basin","AR",1999,18.7652790322581
"Bay of Mecklenburg","Arkona Basin","AR",1999,18.7652790322581
"Arkona Basin","Arkona Basin","AR",2000,18.6419540322581
"Bay of Mecklenburg","Arkona Basin","AR",2000,18.6419540322581
"Arkona Basin","Arkona Basin","AR",2001,18.5860096774194
"Bay of Mecklenburg","Arkona Basin","AR",2001,18.5860096774194
"Arkona Basin","Arkona Basin","AR",2002,17.7201032258065
"Bay of Mecklenburg","Arkona Basin","AR",2002,17.7201032258065
"Arkona Basin","Arkona Basin","AR",2003,19.2002451612903
"Bay of Mecklenburg","Arkona Basin","AR",2003,19.2002451612903
"Arkona Basin","Arkona Basin","AR",2004,17.7416475806452
"Bay of Mecklenburg","Arkona Basin","AR",2004,17.7416475806452
"Arkona Basin","Arkona Basin","AR",2005,17.4635919354839
"Bay of Mecklenburg","Arkona Basin","AR",2005,17.4635919354839
"Arkona Basin","Arkona Basin","AR",2006,18.2346927419355
"Bay of Mecklenburg","Arkona Basin","AR",2006,18.2346927419355
"Arkona Basin","Arkona Basin","AR",2007,19.1551024193548
"Bay of Mecklenburg","Arkona Basin","AR",2007,19.1551024193548
"Arkona Basin","Arkona Basin","AR",2008,17.2184048387097
"Bay of Mecklenburg","Arkona Basin","AR",2008,17.2184048387097
"Arkona Basin","Arkona Basin","AR",2009,17.5800475806452
"Bay of Mecklenburg","Arkona Basin","AR",2009,17.5800475806452
"Arkona Basin","Arkona Basin","AR",2010,19.1305258064516
"Bay of Mecklenburg","Arkona Basin","AR",2010,19.1305258064516
"Arkona Basin","Arkona Basin","AR",2011,19.867260483871
"Bay of Mecklenburg","Arkona Basin","AR",2011,19.867260483871
"Arkona Basin","Arkona Basin","AR",2012,18.9513201612903
"Bay of Mecklenburg","Arkona Basin","AR",2012,18.9513201612903
"Arkona Basin","Arkona Basin","AR",2013,17.0075048387097
"Bay of Mecklenburg","Arkona Basin","AR",2013,17.0075048387097
"Arkona Basin","Arkona Basin","AR",2014,20.2794596774194
"Bay of Mecklenburg","Arkona Basin","AR",2014,20.2794596774194
"Arkona Basin","Arkona Basin","AR",2015,18.86125
"Bay of Mecklenburg","Arkona Basin","AR",2015,18.86125
"Arkona Basin","Arkona Basin","AR",2016,19.0657266129032
"Bay of Mecklenburg","Arkona Basin","AR",2016,19.0657266129032
"Arkona Basin","Arkona Basin","AR",2017,20.2349225806452
"Bay of Mecklenburg","Arkona Basin","AR",2017,20.2349225806452
"Arkona Basin","Arkona Basin","AR",2018,20.308675
"Bay of Mecklenburg","Arkona Basin","AR",2018,20.308675
"Arkona Basin","Arkona Basin","AR",2019,18.4305822580645
"Bay of Mecklenburg","Arkona Basin","AR",2019,18.4305822580645
"Arkona Basin","Arkona Basin","AR",2020,18.7386677419355
"Bay of Mecklenburg","Arkona Basin","AR",2020,18.7386677419355
"Arkona Basin","Arkona Basin","AR",2021,19.3892403225806
"Bay of Mecklenburg","Arkona Basin","AR",2021,19.3892403225806
"Arkona Basin","Arkona Basin","AR",2022,18.9535306451613
"Bay of Mecklenburg","Arkona Basin","AR",2022,18.9535306451613
"Arkona Basin","Arkona Basin","AR",2023,19.2122088709677
"Bay of Mecklenburg","Arkona Basin","AR",2023,19.2122088709677
"Arkona Basin","Arkona Basin","AR",2024,20.5434709677419
"Bay of Mecklenburg","Arkona Basin","AR",2024,20.5434709677419
"Arkona Basin","Arkona Basin","AR",2025,19.9743258064516
"Bay of Mecklenburg","Arkona Basin","AR",2025,19.9743258064516
"Arkona Basin","Arkona Basin","AR",2026,19.1194290322581
"Bay of Mecklenburg","Arkona Basin","AR",2026,19.1194290322581
"Arkona Basin","Arkona Basin","AR",2027,17.8173814516129
"Bay of Mecklenburg","Arkona Basin","AR",2027,17.8173814516129
"Arkona Basin","Arkona Basin","AR",2028,18.474514516129
"Bay of Mecklenburg","Arkona Basin","AR",2028,18.474514516129
"Arkona Basin","Arkona Basin","AR",2029,20.3099177419355
"Bay of Mecklenburg","Arkona Basin","AR",2029,20.3099177419355
"Arkona Basin","Arkona Basin","AR",2030,18.8918532258065
"Bay of Mecklenburg","Arkona Basin","AR",2030,18.8918532258065
"Arkona Basin","Arkona Basin","AR",2031,19.3892612903226
"Bay of Mecklenburg","Arkona Basin","AR",2031,19.3892612903226
"Arkona Basin","Arkona Basin","AR",2032,18.358860483871
"Bay of Mecklenburg","Arkona Basin","AR",2032,18.358860483871
"Arkona Basin","Arkona Basin","AR",2033,18.7914153225806
"Bay of Mecklenburg","Arkona Basin","AR",2033,18.7914153225806
"Arkona Basin","Arkona Basin","AR",2034,19.2041306451613
"Bay of Mecklenburg","Arkona Basin","AR",2034,19.2041306451613
"Arkona Basin","Arkona Basin","AR",2035,17.3086814516129
"Bay of Mecklenburg","Arkona Basin","AR",2035,17.3086814516129
"Arkona Basin","Arkona Basin","AR",2036,19.2780451612903
"Bay of Mecklenburg","Arkona Basin","AR",2036,19.2780451612903
"Arkona Basin","Arkona Basin","AR",2037,18.0058967741935
"Bay of Mecklenburg","Arkona Basin","AR",2037,18.0058967741935
"Arkona Basin","Arkona Basin","AR",2038,20.5609733870968
"Bay of Mecklenburg","Arkona Basin","AR",2038,20.5609733870968
"Arkona Basin","Arkona Basin","AR",2039,20.2153508064516
"Bay of Mecklenburg","Arkona Basin","AR",2039,20.2153508064516
"Arkona Basin","Arkona Basin","AR",2040,18.6164822580645
"Bay of Mecklenburg","Arkona Basin","AR",2040,18.6164822580645
"Arkona Basin","Arkona Basin","AR",2041,20.8788556451613
"Bay of Mecklenburg","Arkona Basin","AR",2041,20.8788556451613
"Arkona Basin","Arkona Basin","AR",2042,20.2325846774194
"Bay of Mecklenburg","Arkona Basin","AR",2042,20.2325846774194
"Arkona Basin","Arkona Basin","AR",2043,19.3290177419355
"Bay of Mecklenburg","Arkona Basin","AR",2043,19.3290177419355
"Arkona Basin","Arkona Basin","AR",2044,19.1041201612903
"Bay of Mecklenburg","Arkona Basin","AR",2044,19.1041201612903
"Arkona Basin","Arkona Basin","AR",2045,20.7743024193548
"Bay of Mecklenburg","Arkona Basin","AR",2045,20.7743024193548
"Arkona Basin","Arkona Basin","AR",2046,18.7388911290323
"Bay of Mecklenburg","Arkona Basin","AR",2046,18.7388911290323
"Arkona Basin","Arkona Basin","AR",2047,19.9726379032258
"Bay of Mecklenburg","Arkona Basin","AR",2047,19.9726379032258
"Arkona Basin","Arkona Basin","AR",2048,19.3271467741935
"Bay of Mecklenburg","Arkona Basin","AR",2048,19.3271467741935
"Arkona Basin","Arkona Basin","AR",2049,19.3171669354839
"Bay of Mecklenburg","Arkona Basin","AR",2049,19.3171669354839
"Arkona Basin","Arkona Basin","AR",2050,19.5916556451613
"Bay of Mecklenburg","Arkona Basin","AR",2050,19.5916556451613
"Arkona Basin","Arkona Basin","AR",2051,18.1184653225806
"Bay of Mecklenburg","Arkona Basin","AR",2051,18.1184653225806
"Arkona Basin","Arkona Basin","AR",2052,19.7615572580645
"Bay of Mecklenburg","Arkona Basin","AR",2052,19.7615572580645
"Arkona Basin","Arkona Basin","AR",2053,20.0945112903226
"Bay of Mecklenburg","Arkona Basin","AR",2053,20.0945112903226
"Arkona Basin","Arkona Basin","AR",2054,20.4869991935484
"Bay of Mecklenburg","Arkona Basin","AR",2054,20.4869991935484
"Arkona Basin","Arkona Basin","AR",2055,19.4210064516129
"Bay of Mecklenburg","Arkona Basin","AR",2055,19.4210064516129
"Arkona Basin","Arkona Basin","AR",2056,19.9651096774194
"Bay of Mecklenburg","Arkona Basin","AR",2056,19.9651096774194
"Arkona Basin","Arkona Basin","AR",2057,19.5295508064516
"Bay of Mecklenburg","Arkona Basin","AR",2057,19.5295508064516
"Arkona Basin","Arkona Basin","AR",2058,22.6464274193548
"Bay of Mecklenburg","Arkona Basin","AR",2058,22.6464274193548
"Arkona Basin","Arkona Basin","AR",2059,19.535825
"Bay of Mecklenburg","Arkona Basin","AR",2059,19.535825
"Arkona Basin","Arkona Basin","AR",2060,20.0751669354839
"Bay of Mecklenburg","Arkona Basin","AR",2060,20.0751669354839
"Arkona Basin","Arkona Basin","AR",2061,20.5889322580645
"Bay of Mecklenburg","Arkona Basin","AR",2061,20.5889322580645
"Arkona Basin","Arkona Basin","AR",2062,20.4999620967742
"Bay of Mecklenburg","Arkona Basin","AR",2062,20.4999620967742
"Arkona Basin","Arkona Basin","AR",2063,21.8739137096774
"Bay of Mecklenburg","Arkona Basin","AR",2063,21.8739137096774
"Arkona Basin","Arkona Basin","AR",2064,20.3373209677419
"Bay of Mecklenburg","Arkona Basin","AR",2064,20.3373209677419
"Arkona Basin","Arkona Basin","AR",2065,18.4358072580645
"Bay of Mecklenburg","Arkona Basin","AR",2065,18.4358072580645
"Arkona Basin","Arkona Basin","AR",2066,19.1187580645161
"Bay of Mecklenburg","Arkona Basin","AR",2066,19.1187580645161
"Arkona Basin","Arkona Basin","AR",2067,19.7440346774194
"Bay of Mecklenburg","Arkona Basin","AR",2067,19.7440346774194
"Arkona Basin","Arkona Basin","AR",2068,19.6543782258065
"Bay of Mecklenburg","Arkona Basin","AR",2068,19.6543782258065
"Arkona Basin","Arkona Basin","AR",2069,20.5466701612903
"Bay of Mecklenburg","Arkona Basin","AR",2069,20.5466701612903
"Arkona Basin","Arkona Basin","AR",2070,20.3478201612903
"Bay of Mecklenburg","Arkona Basin","AR",2070,20.3478201612903
"Arkona Basin","Arkona Basin","AR",2071,21.6447258064516
"Bay of Mecklenburg","Arkona Basin","AR",2071,21.6447258064516
"Arkona Basin","Arkona Basin","AR",2072,20.3139258064516
"Bay of Mecklenburg","Arkona Basin","AR",2072,20.3139258064516
"Arkona Basin","Arkona Basin","AR",2073,21.4126016129032
"Bay of Mecklenburg","Arkona Basin","AR",2073,21.4126016129032
"Arkona Basin","Arkona Basin","AR",2074,19.8199362903226
"Bay of Mecklenburg","Arkona Basin","AR",2074,19.8199362903226
"Arkona Basin","Arkona Basin","AR",2075,19.0548387096774
"Bay of Mecklenburg","Arkona Basin","AR",2075,19.0548387096774
"Arkona Basin","Arkona Basin","AR",2076,19.7218935483871
"Bay of Mecklenburg","Arkona Basin","AR",2076,19.7218935483871
"Arkona Basin","Arkona Basin","AR",2077,21.8901330645161
"Bay of Mecklenburg","Arkona Basin","AR",2077,21.8901330645161
"Arkona Basin","Arkona Basin","AR",2078,20.3134459677419
"Bay of Mecklenburg","Arkona Basin","AR",2078,20.3134459677419
"Arkona Basin","Arkona Basin","AR",2079,19.2585524193548
"Bay of Mecklenburg","Arkona Basin","AR",2079,19.2585524193548
"Arkona Basin","Arkona Basin","AR",2080,20.7699064516129
"Bay of Mecklenburg","Arkona Basin","AR",2080,20.7699064516129
"Arkona Basin","Arkona Basin","AR",2081,19.990764516129
"Bay of Mecklenburg","Arkona Basin","AR",2081,19.990764516129
"Arkona Basin","Arkona Basin","AR",2082,20.1954233870968
"Bay of Mecklenburg","Arkona Basin","AR",2082,20.1954233870968
"Arkona Basin","Arkona Basin","AR",2083,21.5388419354839
"Bay of Mecklenburg","Arkona Basin","AR",2083,21.5388419354839
"Arkona Basin","Arkona Basin","AR",2084,21.3456491935484
"Bay of Mecklenburg","Arkona Basin","AR",2084,21.3456491935484
"Arkona Basin","Arkona Basin","AR",2085,21.1348314516129
"Bay of Mecklenburg","Arkona Basin","AR",2085,21.1348314516129
"Arkona Basin","Arkona Basin","AR",2086,21.2671814516129
"Bay of Mecklenburg","Arkona Basin","AR",2086,21.2671814516129
"Arkona Basin","Arkona Basin","AR",2087,19.4718693548387
"Bay of Mecklenburg","Arkona Basin","AR",2087,19.4718693548387
"Arkona Basin","Arkona Basin","AR",2088,21.0588137096774
"Bay of Mecklenburg","Arkona Basin","AR",2088,21.0588137096774
"Arkona Basin","Arkona Basin","AR",2089,21.8022266129032
"Bay of Mecklenburg","Arkona Basin","AR",2089,21.8022266129032
"Arkona Basin","Arkona Basin","AR",2090,20.3088217741935
"Bay of Mecklenburg","Arkona Basin","AR",2090,20.3088217741935
"Arkona Basin","Arkona Basin","AR",2091,20.860675
"Bay of Mecklenburg","Arkona Basin","AR",2091,20.860675
"Arkona Basin","Arkona Basin","AR",2092,21.1278177419355
"Bay of Mecklenburg","Arkona Basin","AR",2092,21.1278177419355
"Arkona Basin","Arkona Basin","AR",2093,20.2829983870968
"Bay of Mecklenburg","Arkona Basin","AR",2093,20.2829983870968
"Arkona Basin","Arkona Basin","AR",2094,22.3323419354839
"Bay of Mecklenburg","Arkona Basin","AR",2094,22.3323419354839
"Arkona Basin","Arkona Basin","AR",2095,20.9743556451613
"Bay of Mecklenburg","Arkona Basin","AR",2095,20.9743556451613
"Arkona Basin","Arkona Basin","AR",2096,20.8217024193548
"Bay of Mecklenburg","Arkona Basin","AR",2096,20.8217024193548
"Arkona Basin","Arkona Basin","AR",2097,20.7805306451613
"Bay of Mecklenburg","Arkona Basin","AR",2097,20.7805306451613
"Arkona Basin","Arkona Basin","AR",2098,21.9573153225806
"Bay of Mecklenburg","Arkona Basin","AR",2098,21.9573153225806
"Arkona Basin","Arkona Basin","AR",2099,22.0029975806452
"Bay of Mecklenburg","Arkona Basin","AR",2099,22.0029975806452
"Bothnian Bay","Bothnian Bay","BB",1960,14.2514286290323
"Bothnian Bay","Bothnian Bay","BB",1961,12.1103707258065
"Bothnian Bay","Bothnian Bay","BB",1962,10.4313944354839
"Bothnian Bay","Bothnian Bay","BB",1963,14.6021142741935
"Bothnian Bay","Bothnian Bay","BB",1964,11.6607391129032
"Bothnian Bay","Bothnian Bay","BB",1965,13.9583663709677
"Bothnian Bay","Bothnian Bay","BB",1966,13.1195060483871
"Bothnian Bay","Bothnian Bay","BB",1967,13.0961127419355
"Bothnian Bay","Bothnian Bay","BB",1968,12.5593557258065
"Bothnian Bay","Bothnian Bay","BB",1969,12.3678007258065
"Bothnian Bay","Bothnian Bay","BB",1970,11.3632946774194
"Bothnian Bay","Bothnian Bay","BB",1971,8.57050850806452
"Bothnian Bay","Bothnian Bay","BB",1972,12.7839841129032
"Bothnian Bay","Bothnian Bay","BB",1973,11.5407929032258
"Bothnian Bay","Bothnian Bay","BB",1974,10.9511783870968
"Bothnian Bay","Bothnian Bay","BB",1975,13.3609521774194
"Bothnian Bay","Bothnian Bay","BB",1976,12.3827326612903
"Bothnian Bay","Bothnian Bay","BB",1977,9.47940072580645
"Bothnian Bay","Bothnian Bay","BB",1978,10.6240383870968
"Bothnian Bay","Bothnian Bay","BB",1979,10.8051966935484
"Bothnian Bay","Bothnian Bay","BB",1980,10.3951803225806
"Bothnian Bay","Bothnian Bay","BB",1981,10.9019064516129
"Bothnian Bay","Bothnian Bay","BB",1982,12.9852626612903
"Bothnian Bay","Bothnian Bay","BB",1983,13.4857573387097
"Bothnian Bay","Bothnian Bay","BB",1984,12.0477071774194
"Bothnian Bay","Bothnian Bay","BB",1985,13.5284146774194
"Bothnian Bay","Bothnian Bay","BB",1986,12.4862317741935
"Bothnian Bay","Bothnian Bay","BB",1987,14.8034627419355
"Bothnian Bay","Bothnian Bay","BB",1988,10.5574578225806
"Bothnian Bay","Bothnian Bay","BB",1989,12.0692302419355
"Bothnian Bay","Bothnian Bay","BB",1990,13.2994933870968
"Bothnian Bay","Bothnian Bay","BB",1991,12.444862983871
"Bothnian Bay","Bothnian Bay","BB",1992,9.89099516129032
"Bothnian Bay","Bothnian Bay","BB",1993,9.52228943548387
"Bothnian Bay","Bothnian Bay","BB",1994,8.71942798387097
"Bothnian Bay","Bothnian Bay","BB",1995,10.5386892741935
"Bothnian Bay","Bothnian Bay","BB",1996,10.5191573387097
"Bothnian Bay","Bothnian Bay","BB",1997,14.6314177419355
"Bothnian Bay","Bothnian Bay","BB",1998,10.7771452419355
"Bothnian Bay","Bothnian Bay","BB",1999,15.9261127419355
"Bothnian Bay","Bothnian Bay","BB",2000,14.5517115322581
"Bothnian Bay","Bothnian Bay","BB",2001,12.4951627419355
"Bothnian Bay","Bothnian Bay","BB",2002,11.7125633870968
"Bothnian Bay","Bothnian Bay","BB",2003,14.9040338709677
"Bothnian Bay","Bothnian Bay","BB",2004,13.4557443548387
"Bothnian Bay","Bothnian Bay","BB",2005,13.3824008870968
"Bothnian Bay","Bothnian Bay","BB",2006,11.9183521774194
"Bothnian Bay","Bothnian Bay","BB",2007,13.4126451612903
"Bothnian Bay","Bothnian Bay","BB",2008,9.38828153225806
"Bothnian Bay","Bothnian Bay","BB",2009,11.4809255645161
"Bothnian Bay","Bothnian Bay","BB",2010,11.7111403225806
"Bothnian Bay","Bothnian Bay","BB",2011,16.2487798387097
"Bothnian Bay","Bothnian Bay","BB",2012,10.6818809677419
"Bothnian Bay","Bothnian Bay","BB",2013,11.57214
"Bothnian Bay","Bothnian Bay","BB",2014,14.0192389516129
"Bothnian Bay","Bothnian Bay","BB",2015,12.360677983871
"Bothnian Bay","Bothnian Bay","BB",2016,11.8801926612903
"Bothnian Bay","Bothnian Bay","BB",2017,13.7949742741935
"Bothnian Bay","Bothnian Bay","BB",2018,14.6768813709677
"Bothnian Bay","Bothnian Bay","BB",2019,15.3824833870968
"Bothnian Bay","Bothnian Bay","BB",2020,14.2519123387097
"Bothnian Bay","Bothnian Bay","BB",2021,14.379167983871
"Bothnian Bay","Bothnian Bay","BB",2022,14.9009483870968
"Bothnian Bay","Bothnian Bay","BB",2023,14.0859532258065
"Bothnian Bay","Bothnian Bay","BB",2024,15.2110959677419
"Bothnian Bay","Bothnian Bay","BB",2025,15.2264120967742
"Bothnian Bay","Bothnian Bay","BB",2026,15.0741008064516
"Bothnian Bay","Bothnian Bay","BB",2027,11.6089035483871
"Bothnian Bay","Bothnian Bay","BB",2028,14.0214131451613
"Bothnian Bay","Bothnian Bay","BB",2029,14.5873349193548
"Bothnian Bay","Bothnian Bay","BB",2030,14.2885690322581
"Bothnian Bay","Bothnian Bay","BB",2031,13.6404008064516
"Bothnian Bay","Bothnian Bay","BB",2032,15.0449123387097
"Bothnian Bay","Bothnian Bay","BB",2033,14.0875983870968
"Bothnian Bay","Bothnian Bay","BB",2034,12.7397658870968
"Bothnian Bay","Bothnian Bay","BB",2035,11.8331416935484
"Bothnian Bay","Bothnian Bay","BB",2036,14.0283741935484
"Bothnian Bay","Bothnian Bay","BB",2037,14.1354555645161
"Bothnian Bay","Bothnian Bay","BB",2038,16.0736629032258
"Bothnian Bay","Bothnian Bay","BB",2039,15.2224149193548
"Bothnian Bay","Bothnian Bay","BB",2040,14.6491653225806
"Bothnian Bay","Bothnian Bay","BB",2041,16.0869958064516
"Bothnian Bay","Bothnian Bay","BB",2042,18.1005653225806
"Bothnian Bay","Bothnian Bay","BB",2043,15.7903483870968
"Bothnian Bay","Bothnian Bay","BB",2044,15.0435443548387
"Bothnian Bay","Bothnian Bay","BB",2045,15.1156467741935
"Bothnian Bay","Bothnian Bay","BB",2046,15.3987524193548
"Bothnian Bay","Bothnian Bay","BB",2047,17.2887564516129
"Bothnian Bay","Bothnian Bay","BB",2048,17.318314516129
"Bothnian Bay","Bothnian Bay","BB",2049,17.0473064516129
"Bothnian Bay","Bothnian Bay","BB",2050,16.4554661290323
"Bothnian Bay","Bothnian Bay","BB",2051,14.9392096774194
"Bothnian Bay","Bothnian Bay","BB",2052,15.4681951612903
"Bothnian Bay","Bothnian Bay","BB",2053,15.7062596774194
"Bothnian Bay","Bothnian Bay","BB",2054,15.2703387096774
"Bothnian Bay","Bothnian Bay","BB",2055,17.2668209677419
"Bothnian Bay","Bothnian Bay","BB",2056,15.9635935483871
"Bothnian Bay","Bothnian Bay","BB",2057,15.3122532258065
"Bothnian Bay","Bothnian Bay","BB",2058,17.8366637096774
"Bothnian Bay","Bothnian Bay","BB",2059,16.0021612903226
"Bothnian Bay","Bothnian Bay","BB",2060,17.3478983870968
"Bothnian Bay","Bothnian Bay","BB",2061,17.2218209677419
"Bothnian Bay","Bothnian Bay","BB",2062,16.3531016129032
"Bothnian Bay","Bothnian Bay","BB",2063,15.9212201612903
"Bothnian Bay","Bothnian Bay","BB",2064,16.4471911290323
"Bothnian Bay","Bothnian Bay","BB",2065,15.6355225806452
"Bothnian Bay","Bothnian Bay","BB",2066,16.2846088709677
"Bothnian Bay","Bothnian Bay","BB",2067,15.2088483870968
"Bothnian Bay","Bothnian Bay","BB",2068,18.1733653225806
"Bothnian Bay","Bothnian Bay","BB",2069,18.7885169354839
"Bothnian Bay","Bothnian Bay","BB",2070,17.1798830645161
"Bothnian Bay","Bothnian Bay","BB",2071,17.0274790322581
"Bothnian Bay","Bothnian Bay","BB",2072,16.3001056451613
"Bothnian Bay","Bothnian Bay","BB",2073,18.7903870967742
"Bothnian Bay","Bothnian Bay","BB",2074,16.5504782258065
"Bothnian Bay","Bothnian Bay","BB",2075,15.3543056451613
"Bothnian Bay","Bothnian Bay","BB",2076,16.5593580645161
"Bothnian Bay","Bothnian Bay","BB",2077,16.4002580645161
"Bothnian Bay","Bothnian Bay","BB",2078,15.4616016129032
"Bothnian Bay","Bothnian Bay","BB",2079,11.3565941935484
"Bothnian Bay","Bothnian Bay","BB",2080,16.7768064516129
"Bothnian Bay","Bothnian Bay","BB",2081,18.1627629032258
"Bothnian Bay","Bothnian Bay","BB",2082,16.2569540322581
"Bothnian Bay","Bothnian Bay","BB",2083,16.5215282258065
"Bothnian Bay","Bothnian Bay","BB",2084,15.7848806451613
"Bothnian Bay","Bothnian Bay","BB",2085,17.2532838709677
"Bothnian Bay","Bothnian Bay","BB",2086,19.9975419354839
"Bothnian Bay","Bothnian Bay","BB",2087,17.05045
"Bothnian Bay","Bothnian Bay","BB",2088,18.2566072580645
"Bothnian Bay","Bothnian Bay","BB",2089,16.8668024193548
"Bothnian Bay","Bothnian Bay","BB",2090,15.6886596774194
"Bothnian Bay","Bothnian Bay","BB",2091,18.0871685483871
"Bothnian Bay","Bothnian Bay","BB",2092,17.5620161290323
"Bothnian Bay","Bothnian Bay","BB",2093,15.9622685483871
"Bothnian Bay","Bothnian Bay","BB",2094,18.3447903225806
"Bothnian Bay","Bothnian Bay","BB",2095,16.6468782258065
"Bothnian Bay","Bothnian Bay","BB",2096,16.2139620967742
"Bothnian Bay","Bothnian Bay","BB",2097,17.3532475806452
"Bothnian Bay","Bothnian Bay","BB",2098,19.5382991935484
"Bothnian Bay","Bothnian Bay","BB",2099,16.8365774193548
"Bornholm Basin","Bornholm Basin","BN",1960,18.3984798387097
"Gdansk Basin","Bornholm Basin","BN",1960,18.3984798387097
"Bornholm Basin","Bornholm Basin","BN",1961,16.6159290322581
