c_square,year,mid_lat,mid_lon,Reported,fishing_ho
1501:140:245:3,2009,54.475,10.525,Yes,2.922222
1501:140:245:4,2009,54.475,10.575,Yes,1.961111
1501:140:246:1,2009,54.425,10.625,Yes,9.327778
1501:140:246:2,2009,54.425,10.675,Yes,12.116667
1501:140:246:3,2009,54.475,10.625,Yes,3.983333
1501:140:246:4,2009,54.475,10.675,Yes,46.111111
1501:140:247:1,2009,54.425,10.725,Yes,8.488889
1501:140:247:2,2009,54.425,10.775,Yes,1.922222
1501:140:247:3,2009,54.475,10.725,Yes,17.244444
1501:140:247:4,2009,54.475,10.775,Yes,0.644444
1501:140:248:1,2009,54.425,10.825,Yes,0.961111
1501:140:248:2,2009,54.425,10.875,Yes,0.644444
1501:140:249:1,2009,54.425,10.925,Yes,0.322222
1501:140:249:2,2009,54.425,10.975,Yes,12.466667
1501:140:249:4,2009,54.475,10.975,Yes,8.666667
1501:140:350:1,2009,54.525,10.025,Yes,41.411111
1501:140:350:2,2009,54.525,10.075,Yes,54.911111
1501:140:350:4,2009,54.575,10.075,Yes,34.705556
1501:140:351:1,2009,54.525,10.125,Yes,29.472222
1501:140:351:2,2009,54.525,10.175,Yes,23.438889
1501:140:351:3,2009,54.575,10.125,Yes,65.516667
1501:140:351:4,2009,54.575,10.175,Yes,30.977778
1501:140:352:1,2009,54.525,10.225,Yes,10.622222
1501:140:352:2,2009,54.525,10.275,Yes,5.544444
1501:140:352:3,2009,54.575,10.225,Yes,35.677778
1501:140:352:4,2009,54.575,10.275,Yes,8.016667
1501:140:353:1,2009,54.525,10.325,Yes,0.966667
1501:140:353:2,2009,54.525,10.375,Yes,0.322222
1501:140:353:3,2009,54.575,10.325,Yes,3.533333
1501:140:353:4,2009,54.575,10.375,Yes,1.322222
1501:140:354:2,2009,54.525,10.475,Yes,1.033333
1501:140:354:3,2009,54.575,10.425,Yes,0.644444
1501:140:354:4,2009,54.575,10.475,Yes,40.233333
1501:140:360:2,2009,54.625,10.075,Yes,8.7
1501:140:360:3,2009,54.675,10.025,Yes,1.922222
1501:140:360:4,2009,54.675,10.075,Yes,14.738889
1501:140:361:1,2009,54.625,10.125,Yes,51.688889
1501:140:361:2,2009,54.625,10.175,Yes,49.138889
1501:140:361:3,2009,54.675,10.125,Yes,52.85
1501:140:361:4,2009,54.675,10.175,Yes,97.194444
1501:140:362:1,2009,54.625,10.225,Yes,27.205556
1501:140:362:2,2009,54.625,10.275,Yes,16.25
1501:140:362:3,2009,54.675,10.225,Yes,103.783333
1501:140:362:4,2009,54.675,10.275,Yes,126.688889
1501:140:363:1,2009,54.625,10.325,Yes,80.877778
1501:140:363:2,2009,54.625,10.375,Yes,34.588889
1501:140:363:3,2009,54.675,10.325,Yes,170.65
1501:140:363:4,2009,54.675,10.375,Yes,204.305556
1501:140:364:1,2009,54.625,10.425,Yes,35.116667
1501:140:364:2,2009,54.625,10.475,Yes,28.161111
1501:140:364:3,2009,54.675,10.425,Yes,162.588889
1501:140:364:4,2009,54.675,10.475,Yes,132.755556
1501:140:370:1,2009,54.725,10.025,Yes,7.083333
1501:140:370:2,2009,54.725,10.075,Yes,21.566667
1501:140:370:3,2009,54.775,10.025,Yes,28.133333
1501:140:370:4,2009,54.775,10.075,Yes,27.033333
1501:140:371:1,2009,54.725,10.125,Yes,97.744444
1501:140:371:2,2009,54.725,10.175,Yes,174.905556
1501:140:371:3,2009,54.775,10.125,Yes,133.688889
1501:140:371:4,2009,54.775,10.175,Yes,217.733333
1501:140:372:1,2009,54.725,10.225,Yes,208.077778
1501:140:372:2,2009,54.725,10.275,Yes,92.594444
1501:140:372:3,2009,54.775,10.225,Yes,159.227778
1501:140:372:4,2009,54.775,10.275,Yes,99.488889
1501:140:373:1,2009,54.725,10.325,Yes,29.138889
1501:140:373:2,2009,54.725,10.375,Yes,10.6
1501:140:373:3,2009,54.775,10.325,Yes,107.138889
1501:140:373:4,2009,54.775,10.375,Yes,52.388889
1501:140:374:1,2009,54.725,10.425,Yes,1.283333
1501:140:374:2,2009,54.725,10.475,Yes,27.35
1501:140:374:3,2009,54.775,10.425,Yes,61.333333
1501:140:374:4,2009,54.775,10.475,Yes,48.333333
1501:140:380:1,2009,54.825,10.025,Yes,3.944444
1501:140:380:2,2009,54.825,10.075,Yes,21.022222
1501:140:380:4,2009,54.875,10.075,Yes,2.033333
1501:140:381:1,2009,54.825,10.125,Yes,87.355556
1501:140:381:2,2009,54.825,10.175,Yes,177.527778
1501:140:381:3,2009,54.875,10.125,Yes,49.233333
1501:140:381:4,2009,54.875,10.175,Yes,172.1
1501:140:382:1,2009,54.825,10.225,Yes,274.927778
1501:140:382:2,2009,54.825,10.275,Yes,150.361111
1501:140:382:3,2009,54.875,10.225,Yes,130.9
1501:140:382:4,2009,54.875,10.275,Yes,26.266667
1501:140:383:1,2009,54.825,10.325,Yes,70.855556
1501:140:383:2,2009,54.825,10.375,Yes,13.133333
1501:140:384:2,2009,54.825,10.475,Yes,10.066667
1501:140:390:2,2009,54.925,10.075,Yes,16.2
1501:140:390:3,2009,54.975,10.025,Yes,5
1501:140:390:4,2009,54.975,10.075,Yes,49.366667
1501:140:391:1,2009,54.925,10.125,Yes,64.433333
1501:140:391:2,2009,54.925,10.175,Yes,93.9
1501:140:391:3,2009,54.975,10.125,Yes,56.366667
1501:140:391:4,2009,54.975,10.175,Yes,31.366667
1501:140:392:1,2009,54.925,10.225,Yes,40.2
1501:140:392:3,2009,54.975,10.225,Yes,12.033333
1501:140:455:1,2009,54.525,10.525,Yes,1
1501:140:455:2,2009,54.525,10.575,Yes,3.033333
1501:140:455:3,2009,54.575,10.525,Yes,15.383333
1501:140:455:4,2009,54.575,10.575,Yes,9.388889
1501:140:456:1,2009,54.525,10.625,Yes,13.338889
1501:140:456:2,2009,54.525,10.675,Yes,100.094444
1501:140:456:3,2009,54.575,10.625,Yes,75.444444
1501:140:456:4,2009,54.575,10.675,Yes,117.761111
1501:140:457:1,2009,54.525,10.725,Yes,50.027778
1501:140:457:2,2009,54.525,10.775,Yes,26.905556
1501:140:457:3,2009,54.575,10.725,Yes,149.216667
1501:140:457:4,2009,54.575,10.775,Yes,88.211111
1501:140:458:1,2009,54.525,10.825,Yes,17.994444
1501:140:458:3,2009,54.575,10.825,Yes,36.477778
1501:140:459:2,2009,54.525,10.975,Yes,4.15
1501:140:459:3,2009,54.575,10.925,Yes,1.605556
1501:140:459:4,2009,54.575,10.975,Yes,5.805556
1501:140:465:1,2009,54.625,10.525,Yes,24.405556
1501:140:465:2,2009,54.625,10.575,Yes,11.35
1501:140:465:3,2009,54.675,10.525,Yes,106.65
1501:140:465:4,2009,54.675,10.575,Yes,74.65
1501:140:466:1,2009,54.625,10.625,Yes,33.555556
1501:140:466:2,2009,54.625,10.675,Yes,273.677778
1501:140:466:3,2009,54.675,10.625,Yes,39.238889
1501:140:466:4,2009,54.675,10.675,Yes,20.122222
1501:140:467:1,2009,54.625,10.725,Yes,92.072222
1501:140:467:2,2009,54.625,10.775,Yes,24.655556
1501:140:467:3,2009,54.675,10.725,Yes,28.516667
1501:140:467:4,2009,54.675,10.775,Yes,37.438889
1501:140:468:1,2009,54.625,10.825,Yes,54.544444
1501:140:468:2,2009,54.625,10.875,Yes,31.677778
1501:140:468:3,2009,54.675,10.825,Yes,26.811111
1501:140:468:4,2009,54.675,10.875,Yes,14.233333
1501:140:469:1,2009,54.625,10.925,Yes,27.838889
1501:140:469:2,2009,54.625,10.975,Yes,24.294444
1501:140:469:3,2009,54.675,10.925,Yes,4
1501:140:469:4,2009,54.675,10.975,Yes,0.316667
1501:140:475:1,2009,54.725,10.525,Yes,2
1501:140:475:2,2009,54.725,10.575,Yes,18.1
1501:140:475:3,2009,54.775,10.525,Yes,15.066667
1501:140:476:1,2009,54.725,10.625,Yes,20.1
1501:140:476:2,2009,54.725,10.675,Yes,6.733333
1501:140:477:1,2009,54.725,10.725,Yes,6.033333
1501:140:477:2,2009,54.725,10.775,Yes,2.033333
1501:140:477:4,2009,54.775,10.775,Yes,1
1501:140:485:1,2009,54.825,10.525,Yes,1.033333
1501:140:499:4,2009,54.975,10.975,Yes,3
1501:141:100:1,2009,54.025,11.025,Yes,16.661111
1501:141:100:2,2009,54.025,11.075,Yes,11.566667
1501:141:100:3,2009,54.075,11.025,Yes,92.522222
1501:141:100:4,2009,54.075,11.075,Yes,58.655556
1501:141:101:1,2009,54.025,11.125,Yes,3.922222
1501:141:101:2,2009,54.025,11.175,Yes,1.283333
1501:141:101:3,2009,54.075,11.125,Yes,53.511111
1501:141:101:4,2009,54.075,11.175,Yes,69.783333
1501:141:102:1,2009,54.025,11.225,Yes,0.322222
1501:141:102:2,2009,54.025,11.275,Yes,0.8
1501:141:102:3,2009,54.075,11.225,Yes,72.072222
1501:141:102:4,2009,54.075,11.275,Yes,13.85
1501:141:103:1,2009,54.025,11.325,Yes,0.316667
1501:141:103:3,2009,54.075,11.325,Yes,4.666667
1501:141:103:4,2009,54.075,11.375,Yes,2.683333
1501:141:104:3,2009,54.075,11.425,Yes,0.983333
1501:141:110:1,2009,54.125,11.025,Yes,34.288889
1501:141:110:2,2009,54.125,11.075,Yes,103.688889
1501:141:110:4,2009,54.175,11.075,Yes,2.577778
1501:141:111:1,2009,54.125,11.125,Yes,134.133333
1501:141:111:2,2009,54.125,11.175,Yes,115.3
1501:141:111:3,2009,54.175,11.125,Yes,35.261111
1501:141:111:4,2009,54.175,11.175,Yes,94.661111
1501:141:112:1,2009,54.125,11.225,Yes,140.416667
1501:141:112:2,2009,54.125,11.275,Yes,155.888889
1501:141:112:3,2009,54.175,11.225,Yes,123.777778
1501:141:112:4,2009,54.175,11.275,Yes,132.022222
1501:141:113:1,2009,54.125,11.325,Yes,79.966667
1501:141:113:2,2009,54.125,11.375,Yes,72.466667
1501:141:113:3,2009,54.175,11.325,Yes,208.266667
1501:141:113:4,2009,54.175,11.375,Yes,179.138889
1501:141:114:1,2009,54.125,11.425,Yes,49
1501:141:114:2,2009,54.125,11.475,Yes,28.561111
1501:141:114:3,2009,54.175,11.425,Yes,187.433333
1501:141:114:4,2009,54.175,11.475,Yes,141.977778
1501:141:121:1,2009,54.225,11.125,Yes,0.633333
1501:141:121:2,2009,54.225,11.175,Yes,4.238889
1501:141:121:4,2009,54.275,11.175,Yes,8.677778
1501:141:122:1,2009,54.225,11.225,Yes,16.561111
1501:141:122:2,2009,54.225,11.275,Yes,62.538889
1501:141:122:3,2009,54.275,11.225,Yes,16.205556
1501:141:122:4,2009,54.275,11.275,Yes,69.633333
1501:141:123:1,2009,54.225,11.325,Yes,156.961111
1501:141:123:2,2009,54.225,11.375,Yes,135.883333
1501:141:123:3,2009,54.275,11.325,Yes,117.711111
1501:141:123:4,2009,54.275,11.375,Yes,109.566667
1501:141:124:1,2009,54.225,11.425,Yes,127.083333
1501:141:124:2,2009,54.225,11.475,Yes,135.222222
1501:141:124:3,2009,54.275,11.425,Yes,119.461111
1501:141:124:4,2009,54.275,11.475,Yes,103.944444
1501:141:131:2,2009,54.325,11.175,Yes,3.911111
1501:141:131:4,2009,54.375,11.175,Yes,13.033333
1501:141:132:1,2009,54.325,11.225,Yes,58.3
1501:141:132:2,2009,54.325,11.275,Yes,57.688889
1501:141:132:3,2009,54.375,11.225,Yes,15.572222
1501:141:132:4,2009,54.375,11.275,Yes,22.538889
1501:141:133:1,2009,54.325,11.325,Yes,75.544444
1501:141:133:2,2009,54.325,11.375,Yes,69.611111
1501:141:133:3,2009,54.375,11.325,Yes,23.5
1501:141:133:4,2009,54.375,11.375,Yes,40.138889
1501:141:134:1,2009,54.325,11.425,Yes,105.716667
1501:141:134:2,2009,54.325,11.475,Yes,105.627778
1501:141:134:3,2009,54.375,11.425,Yes,83.011111
1501:141:134:4,2009,54.375,11.475,Yes,100.7
1501:141:140:1,2009,54.425,11.025,Yes,0.966667
1501:141:142:4,2009,54.475,11.275,Yes,0.338889
1501:141:143:1,2009,54.425,11.325,Yes,5.933333
1501:141:143:2,2009,54.425,11.375,Yes,25.105556
1501:141:143:3,2009,54.475,11.325,Yes,17.455556
1501:141:143:4,2009,54.475,11.375,Yes,48.922222
1501:141:144:1,2009,54.425,11.425,Yes,122.727778
1501:141:144:2,2009,54.425,11.475,Yes,81.527778
1501:141:144:3,2009,54.475,11.425,Yes,59.894444
1501:141:144:4,2009,54.475,11.475,Yes,34.383333
1501:141:215:1,2009,54.125,11.525,Yes,9.961111
1501:141:215:2,2009,54.125,11.575,Yes,1.938889
1501:141:215:3,2009,54.175,11.525,Yes,99.066667
1501:141:215:4,2009,54.175,11.575,Yes,64.677778
1501:141:216:1,2009,54.125,11.625,Yes,2.005556
1501:141:216:3,2009,54.175,11.625,Yes,14.35
1501:141:216:4,2009,54.175,11.675,Yes,8.294444
1501:141:217:3,2009,54.175,11.725,Yes,15.922222
1501:141:217:4,2009,54.175,11.775,Yes,17.611111
1501:141:218:3,2009,54.175,11.825,Yes,36.944444
1501:141:218:4,2009,54.175,11.875,Yes,25.766667
1501:141:219:3,2009,54.175,11.925,Yes,4.566667
1501:141:219:4,2009,54.175,11.975,Yes,1.983333
1501:141:225:1,2009,54.225,11.525,Yes,136.588889
1501:141:225:2,2009,54.225,11.575,Yes,139.133333
1501:141:225:3,2009,54.275,11.525,Yes,60.844444
1501:141:225:4,2009,54.275,11.575,Yes,58.961111
1501:141:226:1,2009,54.225,11.625,Yes,120.694444
1501:141:226:2,2009,54.225,11.675,Yes,109.838889
1501:141:226:3,2009,54.275,11.625,Yes,56.611111
1501:141:226:4,2009,54.275,11.675,Yes,60.188889
1501:141:227:1,2009,54.225,11.725,Yes,85.588889
1501:141:227:2,2009,54.225,11.775,Yes,102.333333
1501:141:227:3,2009,54.275,11.725,Yes,61.95
1501:141:227:4,2009,54.275,11.775,Yes,52.422222
1501:141:228:1,2009,54.225,11.825,Yes,74.627778
1501:141:228:2,2009,54.225,11.875,Yes,68.827778
1501:141:228:3,2009,54.275,11.825,Yes,47.122222
1501:141:228:4,2009,54.275,11.875,Yes,27.377778
1501:141:229:1,2009,54.225,11.925,Yes,64.472222
1501:141:229:2,2009,54.225,11.975,Yes,33.711111
1501:141:229:3,2009,54.275,11.925,Yes,41.611111
1501:141:229:4,2009,54.275,11.975,Yes,58.25
1501:141:235:1,2009,54.325,11.525,Yes,77.705556
1501:141:235:2,2009,54.325,11.575,Yes,66.388889
1501:141:235:3,2009,54.375,11.525,Yes,92.005556
1501:141:235:4,2009,54.375,11.575,Yes,75.505556
1501:141:236:1,2009,54.325,11.625,Yes,78.044444
1501:141:236:2,2009,54.325,11.675,Yes,60.266667
1501:141:236:3,2009,54.375,11.625,Yes,34.283333
1501:141:236:4,2009,54.375,11.675,Yes,48.361111
1501:141:237:1,2009,54.325,11.725,Yes,60.416667
1501:141:237:2,2009,54.325,11.775,Yes,32.622222
1501:141:237:3,2009,54.375,11.725,Yes,28.194444
1501:141:237:4,2009,54.375,11.775,Yes,20.75
1501:141:238:1,2009,54.325,11.825,Yes,43.361111
1501:141:238:2,2009,54.325,11.875,Yes,23.266667
1501:141:238:3,2009,54.375,11.825,Yes,12
1501:141:238:4,2009,54.375,11.875,Yes,5.3
1501:141:239:1,2009,54.325,11.925,Yes,21.85
1501:141:239:2,2009,54.325,11.975,Yes,27.911111
1501:141:239:3,2009,54.375,11.925,Yes,11.161111
1501:141:239:4,2009,54.375,11.975,Yes,0.983333
1501:141:245:1,2009,54.425,11.525,Yes,67.188889
1501:141:245:2,2009,54.425,11.575,Yes,22.277778
1501:141:245:3,2009,54.475,11.525,Yes,12.383333
1501:141:245:4,2009,54.475,11.575,Yes,7.027778
1501:141:246:1,2009,54.425,11.625,Yes,17.277778
1501:141:246:2,2009,54.425,11.675,Yes,8.05
1501:141:246:3,2009,54.475,11.625,Yes,3.983333
1501:141:246:4,2009,54.475,11.675,Yes,1.633333
1501:141:247:1,2009,54.425,11.725,Yes,1.683333
1501:141:247:2,2009,54.425,11.775,Yes,4
1501:141:247:3,2009,54.475,11.725,Yes,1
1501:141:247:4,2009,54.475,11.775,Yes,0.016667
1501:141:248:1,2009,54.425,11.825,Yes,8
1501:141:248:2,2009,54.425,11.875,Yes,4
1501:141:248:3,2009,54.475,11.825,Yes,1.05
1501:141:248:4,2009,54.475,11.875,Yes,0.333333
1501:141:249:1,2009,54.425,11.925,Yes,6.033333
1501:141:249:2,2009,54.425,11.975,Yes,3.35
1501:141:249:3,2009,54.475,11.925,Yes,2
1501:141:249:4,2009,54.475,11.975,Yes,2.866667
1501:141:350:1,2009,54.525,11.025,Yes,5.138889
1501:141:350:3,2009,54.575,11.025,Yes,21.177778
1501:141:350:4,2009,54.575,11.075,Yes,25.005556
1501:141:351:2,2009,54.525,11.175,Yes,7.25
1501:141:351:3,2009,54.575,11.125,Yes,22.461111
1501:141:351:4,2009,54.575,11.175,Yes,4.283333
1501:141:352:1,2009,54.525,11.225,Yes,13.666667
1501:141:352:2,2009,54.525,11.275,Yes,16.3
1501:141:352:3,2009,54.575,11.225,Yes,6.238889
1501:141:352:4,2009,54.575,11.275,Yes,16.394444
1501:141:353:1,2009,54.525,11.325,Yes,36.433333
1501:141:353:2,2009,54.525,11.375,Yes,32.583333
1501:141:353:3,2009,54.575,11.325,Yes,2.372222
1501:141:353:4,2009,54.575,11.375,Yes,3
1501:141:354:1,2009,54.525,11.425,Yes,21.661111
1501:141:354:2,2009,54.525,11.475,Yes,7.411111
1501:141:354:3,2009,54.575,11.425,Yes,2.372222
1501:141:360:1,2009,54.625,11.025,Yes,22.822222
1501:141:360:2,2009,54.625,11.075,Yes,23.183333
1501:141:360:3,2009,54.675,11.025,Yes,3.033333
1501:141:360:4,2009,54.675,11.075,Yes,6.033333
1501:141:361:1,2009,54.625,11.125,Yes,10.633333
1501:141:361:2,2009,54.625,11.175,Yes,5.994444
1501:141:361:3,2009,54.675,11.125,Yes,5.033333
1501:141:361:4,2009,54.675,11.175,Yes,2.033333
1501:141:362:1,2009,54.625,11.225,Yes,4.316667
1501:141:390:3,2009,54.975,11.025,Yes,4.066667
1501:141:455:1,2009,54.525,11.525,Yes,0.355556
1501:141:459:1,2009,54.525,11.925,Yes,1.016667
1501:142:120:1,2009,54.225,12.025,Yes,18.533333
1501:142:120:2,2009,54.225,12.075,Yes,1.288889
1501:142:120:3,2009,54.275,12.025,Yes,16.927778
1501:142:120:4,2009,54.275,12.075,Yes,5.972222
1501:142:121:1,2009,54.225,12.125,Yes,0.783333
1501:142:121:3,2009,54.275,12.125,Yes,1.633333
1501:142:121:4,2009,54.275,12.175,Yes,1.633333
1501:142:122:3,2009,54.275,12.225,Yes,1.977778
1501:142:122:4,2009,54.275,12.275,Yes,0.322222
1501:142:130:1,2009,54.325,12.025,Yes,15.083333
1501:142:130:2,2009,54.325,12.075,Yes,24.127778
1501:142:130:3,2009,54.375,12.025,Yes,4.161111
1501:142:130:4,2009,54.375,12.075,Yes,7.35
1501:142:131:1,2009,54.325,12.125,Yes,22.911111
1501:142:131:2,2009,54.325,12.175,Yes,30.761111
1501:142:131:3,2009,54.375,12.125,Yes,17.044444
1501:142:131:4,2009,54.375,12.175,Yes,33.577778
1501:142:132:1,2009,54.325,12.225,Yes,35.933333
1501:142:132:2,2009,54.325,12.275,Yes,20.177778
1501:142:132:3,2009,54.375,12.225,Yes,34.911111
1501:142:132:4,2009,54.375,12.275,Yes,50.477778
1501:142:133:1,2009,54.325,12.325,Yes,0.633333
1501:142:133:3,2009,54.375,12.325,Yes,11.994444
1501:142:133:4,2009,54.375,12.375,Yes,3.033333
1501:142:140:1,2009,54.425,12.025,Yes,0.694444
1501:142:140:3,2009,54.475,12.025,Yes,4.833333
1501:142:140:4,2009,54.475,12.075,Yes,0.333333
1501:142:141:1,2009,54.425,12.125,Yes,3.2
1501:142:141:2,2009,54.425,12.175,Yes,3.572222
1501:142:141:3,2009,54.475,12.125,Yes,3.866667
1501:142:141:4,2009,54.475,12.175,Yes,3.366667
1501:142:142:1,2009,54.425,12.225,Yes,19.694444
1501:142:142:2,2009,54.425,12.275,Yes,4.9
1501:142:142:3,2009,54.475,12.225,Yes,2.477778
1501:142:142:4,2009,54.475,12.275,Yes,4.094444
1501:142:143:1,2009,54.425,12.325,Yes,29.694444
1501:142:143:2,2009,54.425,12.375,Yes,2.616667
1501:142:143:3,2009,54.475,12.325,Yes,33.083333
1501:142:143:4,2009,54.475,12.375,Yes,12.722222
1501:142:144:1,2009,54.425,12.425,Yes,1.011111
1501:142:144:3,2009,54.475,12.425,Yes,11.455556
1501:142:144:4,2009,54.475,12.475,Yes,1.594444
1501:142:245:4,2009,54.475,12.575,Yes,1.283333
1501:142:246:3,2009,54.475,12.625,Yes,1.988889
1501:142:351:1,2009,54.525,12.125,Yes,3.727778
1501:142:351:2,2009,54.525,12.175,Yes,2.372222
1501:142:351:3,2009,54.575,12.125,Yes,1.705556
1501:142:351:4,2009,54.575,12.175,Yes,9.188889
1501:142:352:1,2009,54.525,12.225,Yes,3
1501:142:352:2,2009,54.525,12.275,Yes,2.316667
1501:142:352:3,2009,54.575,12.225,Yes,3.477778
1501:142:352:4,2009,54.575,12.275,Yes,10.45
1501:142:353:1,2009,54.525,12.325,Yes,10.744444
1501:142:353:2,2009,54.525,12.375,Yes,38.255556
1501:142:353:3,2009,54.575,12.325,Yes,11.594444
1501:142:353:4,2009,54.575,12.375,Yes,8.505556
1501:142:354:1,2009,54.525,12.425,Yes,36.527778
1501:142:354:2,2009,54.525,12.475,Yes,28.777778
1501:142:354:3,2009,54.575,12.425,Yes,23.144444
1501:142:354:4,2009,54.575,12.475,Yes,20.116667
1501:142:361:1,2009,54.625,12.125,Yes,1
1501:142:361:2,2009,54.625,12.175,Yes,10.116667
1501:142:361:4,2009,54.675,12.175,Yes,2.333333
1501:142:362:1,2009,54.625,12.225,Yes,3.016667
1501:142:362:2,2009,54.625,12.275,Yes,7.355556
1501:142:362:3,2009,54.675,12.225,Yes,3.644444
1501:142:362:4,2009,54.675,12.275,Yes,5.966667
1501:142:363:1,2009,54.625,12.325,Yes,9.022222
1501:142:363:2,2009,54.625,12.375,Yes,5.472222
1501:142:363:3,2009,54.675,12.325,Yes,7.5
1501:142:363:4,2009,54.675,12.375,Yes,11.95
1501:142:364:1,2009,54.625,12.425,Yes,8.55
1501:142:364:2,2009,54.625,12.475,Yes,23.088889
1501:142:364:3,2009,54.675,12.425,Yes,6.172222
1501:142:364:4,2009,54.675,12.475,Yes,9.144444
1501:142:371:2,2009,54.725,12.175,Yes,0.3
1501:142:372:1,2009,54.725,12.225,Yes,0.622222
1501:142:372:2,2009,54.725,12.275,Yes,5.333333
1501:142:372:3,2009,54.775,12.225,Yes,0.322222
1501:142:372:4,2009,54.775,12.275,Yes,0.983333
